ID,Reduced Composition,Z,True Composition,Ionic conductivity (S cm-1),IC (Total),IC (Bulk),Space group,Space group #,a,b,c,alpha,beta,gamma,Family,DOI,Checked,Ref,Cif ID,Cif ref_1,Cif ref_2,note,close match,close match DOI,ICSD ID,Laskowski ID,Liion ID,conductivity_value,conductivity_qualifier,conductivity_used,sample_weight,log10_conductivity,Z_by_element,χₐₗₗ,χ⁻,χ⁺(incl Li⁺),χ⁺(excl Li⁺),χ⁺(incl Li⁺) - χ⁻,χ⁺(excl Li⁺) - χ⁻,χₘₐₓ - χₘᵢₙ,rₐₗₗ (pm),r⁻ (pm),r⁺(incl Li⁺) (pm),r⁺(excl Li⁺) (pm),r⁺(excl Li⁺) - r⁻,r⁺(incl Li⁺) - r⁻,r⁺(excl Li⁺) / r⁻,r⁺(incl Li⁺) / r⁻,ρₐₗₗ (C m⁻³),ρ⁻ (C m⁻³),ρ⁺(incl Li⁺) (C m⁻³),ρ⁺(excl Li⁺) (C m⁻³),ρ⁺(incl Li⁺) / ρ⁻,ρ⁺(incl Li⁺) - ρ⁻,Φ⁺(incl Li⁺) (|Z| pm⁻¹),Φ⁺(excl Li⁺) (|Z| pm⁻¹),nₕₐₗᵢdₑ,nₕₒₛₜ cₐₜᵢₒₙ,nₐₙᵢₒₙ,n_Li,family,r_ratio_x_chi_diff,log_rho_ratio,n_Li × r⁻ (pm),chi_range_x_r_avg,field_x_r_diff,ir_mean_square_all,d_mean_c,r_mean_l,s_mean_square_c,entropy_c_l,Vs_variance_c_l,mp_variance_c_l,atwt_geometric_mean_all
iwe,Li1.3Sc0.3Ti1.7(PO4)3,6,Li7.8Sc1.8Ti10.2P18.0O72.0,0.000407,,,R-3c,167,8.559,8.559,20.964,90.0,90.0,120.0,nasicon,10.1016/0167-2738(86)90179-7,1,D1 - 333,not available,,,,,,,,333.0,0.000407,exact,0.000407,1.0,-3.39040559077478,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.849726775956284,3.44,1.7253968253968255,1.9192,-1.7146031746031745,-1.5208,2.46,105.14890710382512,138.2,42.19444444444444,35.614999999999995,-102.585,-96.00555555555555,0.25770622286541245,0.30531435922173983,6476268626363.936,28978758058.690765,18756820756469.164,23601261902873.867,647.2610288709033,18727841998410.473,0.1627229215057967,0.20117902924545197,0.0,0.273224043715847,0.6557377049180328,0.07103825136612021,15.0,-0.5234929695735291,2.8110794592412742,9.817486338797814,258.6663114754098,-15.62230448078707,13342.054576502733,0.5873015873015873,79.80000000000001,39.317460317460316,0.8420953021316528,57817793569570.34,618798.9683999999,18.920751729438315
4uu,Li6.15La3Zr1.75Ta0.25Ga0.2O12,8,Li49.2La24.0Zr14.0Ta2.0Ga1.6O96.0,0.00041,,,Ia-3d ,230,12.95,12.95,12.95,90.0,90.0,90.0,garnet,10.1016/j.jpowsour.2012.01.131,1,D2 - 219,not available,,,,,,,219.0,,0.00041,exact,0.00041,1.0,-3.3872161432802645,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""Ga"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",2.2985653104925055,3.44,1.091762114537445,1.2239423076923077,-2.348237885462555,-2.2160576923076922,2.46,111.13811563169163,138.2,82.52643171806167,100.2980769230769,-37.90192307692308,-55.673568281938316,0.7257458532784147,0.5971521831987097,92864052915.62503,28978758058.690765,160407976993.44104,203047781732.5227,5.535364099060639,131429218934.75027,0.025165749795316324,0.037407720974178674,0.0,0.22269807280513917,0.5139186295503212,0.2633832976445396,7.0,-1.4022553799738862,0.7431461926966318,36.39957173447537,273.39976445396144,-1.4010670895957187,13366.266416845108,8.083700440528634,91.5843023255814,62.65638766519824,0.9550618328711267,17269202300545.566,390746.8541457101,20.071823579338453
g8j,Li3.26Sn0.26P0.74S4,6,Li19.56Sn1.56P4.44S24.0,0.00453,,,P42/nmc ,137,8.737,8.737,12.713,90.0,90.0,90.0,lgps,10.1039/c4fd00143e,1,D2 - 105,not available,,,,,,,105.0,,0.00453,exact,0.00453,1.0,-2.343901797987168,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8940677966101696,2.58,1.25,2.1302000000000003,-1.33,-0.44979999999999976,1.6,119.43946731234867,184.0,58.81924882629109,30.52,-153.48,-125.18075117370891,0.1658695652173913,0.31966983057766896,3556658601680.3496,12278644599.949677,6884714899408.426,28923488794926.3,560.7064235279391,6872436254808.477,0.06596615466853091,0.2327195225916454,0.0,0.12106537530266344,0.48426150121065376,0.39467312348668276,13.0,-0.4251608746682997,2.7487355314627866,72.61985472154963,191.10314769975787,-8.257692793447765,18369.139830508477,1.2206572769953052,106.21200000000002,19.244131455399064,0.5730569171314204,3343282333402.87,6784.279584159998,18.208491985548513
fkt,Li1.2La0.2Ti1.8(PO4)3,6,Li7.2La1.2Ti10.8P18.0O72.0,0.000528,,,R-3c,167,8.511,8.511,20.853,90.0,90.0,120.0,nasicon,10.1149/1.2096693,1,D1 - 467,not available,,,duplicate with line 273,,,,,384.0,0.000528,exact,0.000528,1.0,-3.277366077466188,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.858131868131868,3.44,1.7319354838709675,1.9124,-1.7080645161290324,-1.5275999999999998,2.46,105.66446886446886,138.2,42.692473118279565,36.73866666666667,-101.46133333333333,-95.50752688172042,0.2658369512783406,0.30891803992966405,6512121968150.418,28978758058.690765,19060141084456.984,23604729790624.56,657.7280173930995,19031162326398.293,0.16519071176599032,0.20128092703427247,0.0,0.2747252747252747,0.6593406593406593,0.06593406593406594,15.0,-0.5276519423959908,2.818046341996187,9.112087912087912,259.93459340659336,-15.776956344600851,13458.485909645908,1.2580645161290323,80.02352941176471,42.38709677419355,0.8030448563658357,66127781317833.64,595924.0344,19.26925526696242
o8s,Li1.3Sc0.3Ti1.7(PO4)3,6,Li7.8Sc1.8Ti10.2P18.0O72.0,0.000452,,,R-3c,167,8.5529,8.5529,21.058,90.0,90.0,120.0,nasicon,10.1016/j.ssi.2012.03.045,1,D2 - 144,not available,,,,,,,144.0,,0.000452,exact,0.000452,1.0,-3.344861565188618,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.849726775956284,3.44,1.7253968253968255,1.9192,-1.7146031746031745,-1.5208,2.46,105.14890710382512,138.2,42.19444444444444,35.614999999999995,-102.585,-96.00555555555555,0.25770622286541245,0.30531435922173983,6476268626363.936,28978758058.690765,18756820756469.164,23601261902873.867,647.2610288709033,18727841998410.473,0.1627229215057967,0.20117902924545197,0.0,0.273224043715847,0.6557377049180328,0.07103825136612021,15.0,-0.5234929695735291,2.8110794592412742,9.817486338797814,258.6663114754098,-15.62230448078707,13342.054576502733,0.5873015873015873,79.80000000000001,39.317460317460316,0.8420953021316528,57817793569570.34,618798.9683999999,18.920751729438315
f7p,Li1.3Al0.2Y0.1Ti1.7(PO4)3,6,Li7.8Al1.2Y0.6Ti10.2P18.0O72.0,0.00012,,,R-3c,167,8.5054,8.5054,20.8247,90.0,90.0,120.0,nasicon,10.1016/j.ssi.2012.05.011,1,D1 - 401; D1 - 426,not available,,,,,,,,329.0,0.00012,exact,0.00012,1.0,-3.9208187539523753,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.851693989071038,3.44,1.7311111111111115,1.9264000000000001,-1.7088888888888885,-1.5135999999999998,2.46,104.85491803278688,138.2,41.34047619047619,34.538999999999994,-103.661,-96.85952380952381,0.2499204052098408,0.29913513886017506,6486080900257.856,28978758058.690765,18785323075875.316,23637174825325.617,648.2445879091625,18756344317816.625,0.16350928509141235,0.2021698473633277,0.0,0.273224043715847,0.6557377049180328,0.07103825136612021,15.0,-0.5111887150743879,2.811738899601053,9.817486338797814,257.9430983606557,-15.837431492389872,13308.846051912567,0.7142857142857142,79.68235294117648,39.0,0.8802861522293415,60065624616559.81,587825.15077056,18.885717421323932
5u3,Li1.2In0.2Ti1.8(PO4)3,6,Li7.2In1.2Ti10.8P18.0O72.0,0.00039,,,R-3c,167,8.544,8.544,20.948,90.0,90.0,120.0,nasicon,10.1149/1.2086597,1,D2 - 134,not available,,,,,,,134.0,,0.00039,exact,0.00039,1.0,-3.408935392973501,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""In"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8656043956043953,3.44,1.7538709677419353,1.9396,-1.6861290322580647,-1.5004,2.46,105.23626373626372,138.2,41.435483870967744,35.18,-103.01999999999998,-96.76451612903224,0.25455861070911723,0.29982260398674204,6513835690267.928,28978758058.690765,19065171688092.258,23610967739132.297,657.9016136398775,19036192930033.566,0.16558693280920295,0.2017722411278561,0.0,0.2747252747252747,0.6593406593406593,0.06593406593406594,15.0,-0.5055395971092583,2.818160951595597,9.112087912087912,258.88120879120873,-16.022939430573096,13373.28736263736,1.2258064516129032,79.70588235294119,40.96774193548387,0.8030448563658357,51824982196617.49,602654.0676000001,19.22897061883584
ptg,Li7P3S11,2,Li14.0P6.0S22.0,0.0086,,,P -1,2,12.4258,6.0401,12.515,103.076,113.342,74.883,unknown,10.1021/acs.chemmater.6b02163,0,,,,,,,,,12.0,,0.0086,exact,0.0086,1.0,-2.065501548756432,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.990952380952381,2.58,1.343,2.19,-1.237,-0.3900000000000001,1.6,121.30952380952381,184.0,52.35,17.0,-167.0,-131.65,0.09239130434782608,0.2845108695652174,5608194521753.509,12278644599.949677,11763701986622.424,38922178734970.945,958.061933535452,11751423342022.475,0.09860566448801743,0.29411764705882354,0.0,0.14285714285714285,0.5238095238095238,0.3333333333333333,0.0,-0.3519399456521739,2.9813935847813493,61.33333333333333,194.0952380952381,-12.981435729847496,19294.130952380954,0.0,104.71428571428572,17.099999999999998,0.0,0.0,0.0,19.157845229472827
9lx,Li10SnP2S12,2,Li20.0Sn2.0P4.0S24.0,0.007,,,P42/nmc ,137,8.7057,8.7057,12.7389,90.0,90.0,90.0,lgps,10.1021/ja407393y,1,D2 - 107,done,193755-ICSD; appendix,,,,,193755.0,107.0,,0.007,exact,0.007,1.0,-2.154901959985743,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8840000000000001,2.58,1.2415384615384615,2.1133333333333333,-1.3384615384615386,-0.4666666666666668,1.6,119.44,184.0,59.84615384615385,34.333333333333336,-149.66666666666666,-124.15384615384616,0.18659420289855075,0.32525083612040134,3188037130331.898,12278644599.949677,6119506501776.774,26103345478503.453,498.3861575244107,6107227857176.825,0.06110418898142684,0.2154021028701336,0.0,0.12,0.48,0.4,13.0,-0.43533573449961416,2.697565971463613,73.60000000000001,191.104,-7.58632007815561,18286.94,1.5384615384615385,106.66666666666667,20.153846153846153,0.6365141682948128,3861494956575.2715,7835.8507555555525,18.269338548160913
ukw,La0.52Li0.45TiO3,2,La1.04Li0.9Ti2.0O6.0,0.000501,,,P4/mmm,123,3.8673,3.8673,7.739,90.0,90.0,90.0,perovskites,10.1016/s0167-2738(98)00070-8,1,D2 - 97,not available,,,,,,,97.0,,0.000501,exact,0.000501,1.0,-3.300162274132754,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.590140845070423,3.44,1.2959390862944162,1.3894736842105264,-2.1440609137055837,-2.0505263157894733,2.46,114.15244802146209,138.2,77.53181049069373,80.5017543859649,-57.69824561403509,-60.66818950930626,0.5825018407088633,0.5610116533335292,174880221002.33328,28978758058.690765,397065189952.04266,477801815963.2088,13.701939508513972,368086431893.3519,0.04360166798447626,0.052124091620231294,0.0,0.3058350100603622,0.6036217303822938,0.09054325955734407,18.0,-1.2028431580457668,1.1367820458591364,12.51307847082495,280.81502213279674,-2.6452342562040574,14158.526709143753,6.558375634517766,90.46017699115045,72.55329949238578,0.6424220210762541,21776716058790.863,125927.14681440443,23.18631041177257
a8v,Li6.025P0.975Si0.025S5Br,4,Li24.1P3.9Si0.1S20.0Br4.0,0.000878,,,F-43m,216,9.9819,9.9819,9.9819,90.0,90.0,90.0,argyrodites,10.1039/c7ta08581h,1,D2 - 168,done,appendix; ICSD,,,,,234585.0,168.0,,0.000878,exact,0.000878,1.0,-3.0565054840938974,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8385604606525914,2.643333333333333,1.1512099644128115,2.18275,-1.4921233689205216,-0.4605833333333331,1.98,118.24088291746641,186.0,60.36832740213522,17.4,-168.6,-125.63167259786478,0.09354838709677418,0.3245609000114797,2984357519923.1973,11078757388.627398,5523812690771.229,38055546429896.29,498.59496846113365,5512733933382.602,0.053957902942621386,0.28979500891265597,0.07677543186180422,0.07677543186180422,0.3838771593090211,0.46257197696737046,2.0,-0.48428490354500564,2.697747891535202,86.03838771593091,234.1169481765835,-6.778821596554774,18077.267274472168,0.0,105.73214285714285,12.84341637010676,0.11690684913753106,23848946003.197987,45729.40344375,16.897010838340737
1xf,Li1.5Al0.5Ge1.5(PO4)3,6,Li9.0Al3.0Ge9.0P18.0O72.0,0.000336,,,R-3c,167,8.25658,8.25658,20.6523,90.0,90.0,120.0,nasicon,10.1021/acsami.8b00842,1,D2 - 133,done,263763-ICSD,downloaded,,,,263763.0,133.0,,0.000336,exact,0.000336,1.0,-3.473660722610156,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",2.872432432432433,3.44,1.8246153846153845,2.078,-1.6153846153846154,-1.362,2.46,102.8527027027027,138.2,37.59615384615385,28.625,-109.57499999999999,-100.60384615384615,0.20712735166425472,0.2720416341979294,6499361208431.257,28978758058.690765,18444682655272.918,23940781009227.16,636.4897563214009,18415703897214.227,0.16422190437535705,0.20904403124351972,0.0,0.2702702702702703,0.6486486486486487,0.08108108108108109,15.0,-0.43945187062742447,2.8037914185020245,11.205405405405406,253.01764864864865,-16.521355202870055,13034.366824324325,2.307692307692308,78.41176470588236,36.23076923076923,0.8979457248567797,1139962473618.6294,168991.94648100002,19.082271726117167
ik8,Li10(Ge0.416Sn0.584)P2S12,2,Li20.0Ge0.83Sn1.17P4.0S24.0,0.00743,,,P42/nmc ,137,8.72902,8.72902,12.7065,90.0,90.0,90.0,lgps,10.1021/acs.chemmater.8b00266,1,D2 - 108,done,appendix,,,,,,108.0,,0.00743,exact,0.00743,1.0,-2.1290111862394245,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.88483,2.58,1.2431346153846154,2.12025,-1.3368653846153846,-0.4597500000000001,1.6,119.0582,184.0,59.11192307692308,31.151666666666667,-152.84833333333333,-124.88807692307692,0.16930253623188407,0.3212604515050167,3206396523549.4346,12278644599.949677,6154813027195.113,26256340421982.92,501.26159911985224,6142534382595.164,0.06202949555890732,0.21941176470588233,0.0,0.12,0.48,0.4,13.0,-0.42948197706296626,2.700064435255099,73.60000000000001,190.49312,-7.746744412860476,18243.033,1.2192307692307691,106.08566666666667,19.004615384615384,0.8627230891133999,2703914740177.5215,91765.28519379557,18.12098719030218
pg8,Li1.5Fe0.5Ti1.5(PO4)3,6,Li9.0Fe3.0Ti9.0P18.0O72.0,0.000174,,,R-3c,167,8.5367,8.5367,20.8932,90.0,90.0,120.0,nasicon,10.1149/1.2086597,1,D2 - 134,done,,,,Yes,10.1039/b312865b,55751.0,134.0,,0.000174,exact,0.000174,1.0,-3.7594507517174005,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.84027027027027,3.44,1.7330769230769232,1.959,-1.7069230769230768,-1.4809999999999999,2.46,104.31216216216215,138.2,41.75,34.025,-104.17499999999998,-96.44999999999999,0.24620115774240234,0.30209840810419686,6413563956195.331,28978758058.690765,18200490475832.207,23623331175954.234,628.0631640241689,18171511717773.516,0.15848929771990386,0.20159164259143056,0.0,0.2702702702702703,0.6486486486486487,0.08108108108108109,15.0,-0.5156587442947791,2.7980033227303553,11.205405405405406,256.60791891891887,-15.286292765084726,13188.806013513513,0.9230769230769231,79.14705882352942,38.38461538461539,0.8979457248567797,48233749978570.734,608927.6856,18.81401093741378
kji,Li6.4La3Zr1.4Ta0.6O12,8,Li51.2La24.0Zr11.2Ta4.8O96.0,0.001,,,Ia-3d ,230,12.922,12.922,12.922,90.0,90.0,90.0,garnet,10.1039/c2jm31413d,1,D2 - 205; D1 - 804,done,,,,Yes,10.2109/jcersj2.19022,22958.0,205.0,,0.001,exact,0.001,1.0,-3.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.2911965811965813,3.44,1.0819298245614035,1.2124,-2.3580701754385966,-2.2276,2.46,111.02136752136751,138.2,82.41228070175437,101.49999999999999,-36.7,-55.78771929824562,0.7344428364688856,0.5963261989996699,91821216130.61942,28978758058.690765,157971171995.80746,201000116939.21494,5.451274746690937,128992413937.1167,0.025064858812322725,0.03818491512913285,0.0,0.2136752136752137,0.5128205128205129,0.27350427350427353,7.0,-1.406179024693783,0.7364980712158878,37.7982905982906,273.1125641025641,-1.3983113076720184,13341.20868945869,8.210526315789476,90.96470588235294,62.807017543859665,0.9173573878312139,374554946717.8266,508851.4464000001,19.837488189550402
09w,Li6.05P0.95Si0.05S5Br,4,Li24.2P3.8Si0.2S20.0Br4.0,0.000437,,,F-43m,216,9.9871,9.9871,9.9871,90.0,90.0,90.0,argyrodites,10.1039/c7ta08581h,1,D2 - 168,done,appendix; ICSD,,,,,234586.0,168.0,,0.000437,exact,0.000437,1.0,-3.359518563029578,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8363601532567049,2.643333333333333,1.1495744680851063,2.1755,-1.4937588652482268,-0.4678333333333331,1.98,118.1743295019157,186.0,60.45035460992907,17.799999999999997,-168.2,-125.54964539007094,0.09569892473118279,0.325001906504995,2912469981773.483,11078757388.627398,5381739108909.53,37188914124821.625,485.77100482713075,5370660351520.903,0.05320595750299546,0.2854723707664884,0.07662835249042145,0.07662835249042145,0.38314176245210724,0.4636015325670498,2.0,-0.4854744790644116,2.686431588650696,86.22988505747126,233.98517241379307,-6.679989097140265,18052.897509578543,0.0,105.74999999999999,12.829787234042554,0.1985152433458726,46474869134.4371,89113.709275,16.865073406795094
nip,Li9.81Sn0.81P2.19S12,2,Li19.62Sn1.62P4.38S24.0,0.0055,,,P42/nmc ,137,8.73764,8.73764,12.7166,90.0,90.0,90.0,lgps,10.1107/s2052520615022283,1,D2 - 109,done,252040-ICSD,,partial occupancy corrected,,,252040.0,109.0,609.0,0.0055,exact,0.0055,1.0,-2.2596373105057563,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8926844014510276,2.58,1.2488290398126463,2.1279,-1.3311709601873538,-0.45210000000000017,1.6,119.43954050785973,184.0,58.961358313817335,31.040000000000003,-152.96,-125.03864168618267,0.16869565217391305,0.3204421647490073,3506007085885.5195,12278644599.949677,6778820614021.886,28538923797232.277,552.0821584859349,6766541969421.937,0.06529332569330892,0.23035805626598468,0.0,0.12091898428053204,0.48367593712212814,0.39540507859733975,13.0,-0.4265633041334502,2.7420037123705154,72.75453446191051,191.1032648125756,-8.16418875586488,18357.84492140266,1.2646370023419207,106.274,19.37002341920375,0.583258840128597,3424952951734.437,6950.007827639998,18.216840761157627
wa3,Li51.2Al1.6La24Zr16O96,1,Li51.2Al1.6La24Zr16O96,0.000254,,,Ia-3d ,230,12.959,12.959,12.959,90.0,90.0,90.0,garnet,10.1038/srep18053,1,D2 - 229,done,ICSD ,,"Z, composition incorrect",,,241475.0,229.0,,0.000254,exact,0.000254,1.0,-3.595166283380062,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}]",2.2811016949152543,3.44,1.0822413793103447,1.208076923076923,-2.3577586206896552,-2.231923076923077,2.46,110.70127118644066,138.2,82.25431034482757,100.41346153846153,-37.786538461538456,-55.945689655172416,0.7265807636647,0.5951831428714007,94268001923.7889,28978758058.690765,161808599025.61453,207905571661.73047,5.583696813296936,132829840966.92377,0.02465545977009634,0.036767022791981296,0.0,0.22033898305084745,0.5084745762711864,0.2711864406779661,7.0,-1.4032981859942077,0.7469218286898054,37.47796610169491,272.32512711864405,-1.3793667006033985,13279.910840395478,7.499999999999999,91.74418604651163,60.068965517241374,0.8101502323878818,18148209796926.934,216587.4356841716,19.545940387626874
bd5,La0.54Li0.39TiO3,2,La1.08Li0.78Ti2.0O6.0,0.000651,,,P4/mmm,123,3.867,3.867,7.748,90.0,90.0,90.0,perovskites,10.1016/s0167-2738(98)00070-8,1,D2 - 97,not available,,,,,,,97.0,,0.000651,exact,0.000651,1.0,-3.1864190114318083,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.6036916835699797,3.44,1.3037305699481865,1.385714285714286,-2.1362694300518132,-2.0542857142857143,2.46,114.73975659229208,138.2,78.27305699481865,81.00129870129871,-57.19870129870128,-59.92694300518134,0.5861164884319733,0.5663752315109888,175062122447.79498,28978758058.690765,402134709581.1176,472481567581.5822,13.876878669771596,373155951522.4269,0.0443060828983096,0.05177465078958426,0.0,0.31237322515212984,0.6085192697768763,0.07910750507099393,18.0,-1.2099300930154437,1.1422917911232982,10.93265720081136,282.2598012170385,-2.655128104629839,14275.367971602433,6.9119170984455955,90.80616740088107,75.26943005181347,0.6478476860936295,22030712292905.49,127395.91836734694,23.700675209996216
fwz,Li2SiS3,4,Li8.0Si4.0S12.0,2e-06,,,Cmc21,36,6.735,11.664,5.926,90.0,90.0,90.0,thio_lisicon,10.1016/0025-5408(89)90053-6,1,D1 - 764; D2 - 15,done,,,appendix: diffraction data available,Yes,mp-1210789,,,635.0,2e-06,exact,2e-06,1.0,-5.698970004336019,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""S"", ""value"": -2.0}]",1.9333333333333333,2.58,1.2866666666666666,1.9,-1.2933333333333334,-0.6800000000000002,1.6,120.0,184.0,56.0,33.0,-151.0,-128.0,0.1793478260869565,0.30434782608695654,757072013883.6611,12278644599.949677,1501865383167.3728,4256886531984.5776,122.31524179578649,1489586738567.423,0.05028058361391694,0.12121212121212122,0.0,0.16666666666666666,0.5,0.3333333333333333,21.0,-0.3936231884057972,2.087480578175789,61.33333333333333,192.0,-6.4359147025813686,18628.25,0.0,106.25,18.0,0.0,0.0,0.0,18.832298540831772
ubi,Li2InTi(PO4)3,8,Li16.0In8.0Ti8.0P24.0O96.0,8.3e-06,,,Pbca,61,8.577,8.826,24.05,90.0,90.0,90.0,nasicon,10.1016/s0167-2738(96)00565-6,1,D1 - 407,not available,,,,,,,,335.0,8.3e-06,exact,8.3e-06,1.0,-5.080921907623926,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""In"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.7963157894736845,3.44,1.692857142857143,1.9780000000000002,-1.7471428571428569,-1.4619999999999997,2.46,104.46842105263157,138.2,46.642857142857146,38.3,-99.89999999999999,-91.55714285714285,0.2771345875542692,0.3375025842464338,6225152993872.084,28978758058.690765,16847165969552.186,23536290433869.555,581.3625944711491,16818187211493.494,0.14508546761220556,0.19719372873116187,0.0,0.2631578947368421,0.631578947368421,0.10526315789473684,15.0,-0.5896652293334121,2.7644470853336647,14.54736842105263,256.99231578947365,-13.283610884666077,13117.401578947367,3.1428571428571423,80.1764705882353,41.42857142857142,0.9502705392332347,35758405985471.84,409240.6656,19.112694638705122
1wm,Li1.2Sc0.2Ti1.8(PO4)3,6,Li7.2Sc1.2Ti10.8P18.0O72.0,0.00069,,,R-3c,167,8.5482,8.5482,20.9418,90.0,90.0,120.0,nasicon,10.1149/1.2086597,1,D2 - 134,not available,,,,,,,134.0,,0.00069,exact,0.00069,1.0,-3.161150909262745,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.860989010989011,3.44,1.7403225806451614,1.9228,-1.6996774193548385,-1.5171999999999999,2.46,105.2445054945055,138.2,41.45967741935484,35.21000000000001,-102.98999999999998,-96.74032258064514,0.2547756874095515,0.2999976658419308,6513767709846.575,28978758058.690765,19064972132661.832,23610720290398.57,657.8947273740816,19035993374603.14,0.16557569741521513,0.2017583092393112,0.0,0.2747252747252747,0.6593406593406593,0.06593406593406594,15.0,-0.5098992584906882,2.8181564058051234,9.112087912087912,258.90148351648355,-16.017846379463204,13374.612225274723,0.6129032258064516,79.7294117647059,39.80645161290323,0.8030448563658357,56965026487513.52,623457.6839999999,19.031852185485647
