ID,Reduced Composition,Z,True Composition,Ionic conductivity (S cm-1),IC (Total),IC (Bulk),Space group,Space group #,a,b,c,alpha,beta,gamma,Family,DOI,Checked,Ref,Cif ID,Cif ref_1,Cif ref_2,note,close match,close match DOI,ICSD ID,Laskowski ID,Liion ID
uw9,SrLi6La2(BiO6)2,,Sr1 Li6 La2 Bi2 O12,2e-05,,,,,,,,,,,garnet,10.1016/j.mseb.2007.07.009,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2007,,,,,
qy4,Na5Li3(TiS4)2,,Na5 Li3 Ti2 S8,8.8e-06,,,,,,,,,,,sulfides,10.1016/j.jssc.2008.01.023,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2008,,,,,
vqu,Li5Nd3(SbO6)2,,Li5 Nd3 Sb2 O12,1.3e-07,,,,,,,,,,,garnet,10.1016/j.materresbull.2007.04.002,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2008,,,,,
xog,Li5La3(SbO6)2,,Li5 La3 Sb2 O12,7.8e-06,,,,,,,,,,,garnet,10.1016/j.materresbull.2007.10.035,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2008,,,,,
bi3,SrLi6La2(SbO6)2,,Sr1 Li6 La2 Sb2 O12,6.3e-06,,,,,,,,,,,garnet,10.1016/j.materresbull.2007.10.035,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2008,,,,,
tbj,Li5La3(SbO6)2,,Li5 La3 Sb2 O12,3.33e-06,,,,,,,,,,,garnet,10.1016/j.ssi.2008.01.002,1,data/database/obelix/processed/all-v1.csv,,,,duplicate with line 536; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2008,,,,,
gcj,Li6CaLa2Nb2O12,,Li6 Ca1 La2 Nb2 O12,1.33e-06,,,,,,,,,,,garnet,10.1016/j.ssi.2008.01.047,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2008,,,,,
20k,SrLi6La2Nb2O12,,Sr1 Li6 La2 Nb2 O12,3.69e-06,,,,,,,,,,,garnet,10.1016/j.ssi.2008.01.047,1,data/database/obelix/processed/all-v1.csv,,,,"Value for annealed, quenched also available: 6.2e-7; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2008",,,,,
lpt,Li4Nd3SbTeO12,,Li4 Nd3 Sb1 Te1 O12,8.7e-09,,,,,,,,,,,garnet,10.1021/cm703677q,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2008,,,,,
n27,LiBO2,,Li1 B1 O2,1e-08,,,,,,,,,,,borates,10.1140/epjst/e2008-00753-4,1,data/database/obelix/processed/all-v1.csv,,,,"Value for nanocrystalline ceramic (16h) other values for micro, single crystal and amorphous; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2008",,,,,
mde,LiB6O9F,,Li1 B6 O9 F1,1e-10,,,,,,,,,,,fluorooxoborate,10.1002/zaac.200900056,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2009,,,,,
jej,Li6CaLa2Ta2O12,,Li6 Ca1 La2 Ta2 O12,2.2e-06,,,,,,,,,,,garnet,10.1016/j.ssi.2008.10.022,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2009,,,,,
hud,BaLi6La2Ta2O12,,Ba1 Li6 La2 Ta2 O12,1.3e-05,,,,,,,,,,,garnet,10.1016/j.ssi.2008.10.022,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2009,,,,,
rgo,Li7La3Ta2O13,,Li7 La3 Ta2 O13,2.65e-06,,,,,,,,,,,garnet,10.1016/j.ssi.2009.07.002,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2009,,,,,
jy6,Li6PClO5,,Li6 P1 Cl1 O5,1e-09,,,,,,,,,,,argyrodites,10.1002/zaac.201000121,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2010,,,,,
jl4,Li1.07Mg0.395Ti1.535O4,,Li1.07 Mg0.395 Ti1.535 O4,6.56e-10,,,,,,,,,,,oxides,10.1016/j.ssi.2010.06.003,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2010,,,,,
jkq,Li0.995Mg0.505Ti1.5O4,,Li0.995 Mg0.505 Ti1.5 O4,1.53e-11,,,,,,,,,,,oxides,10.1016/j.ssi.2010.06.003,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2010,,,,,
m0v,Li1.34Ti1.66O4,,Li1.34 Ti1.66 O4,6.03e-08,,,,,,,,,,,oxides,10.1016/j.ssi.2010.06.003,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2010,,,,,
6du,Li1.268Mg0.1Ti1.634O4,,Li1.268 Mg0.1 Ti1.634 O4,1.73e-08,,,,,,,,,,,oxides,10.1016/j.ssi.2010.06.003,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2010,,,,,
u0c,Li1.2Mg0.2Ti1.6O4,,Li1.2 Mg0.2 Ti1.6 O4,4.24e-09,,,,,,,,,,,oxides,10.1016/j.ssi.2010.06.003,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2010,,,,,
xub,Li1.14Mg0.3Ti1.56O4,,Li1.14 Mg0.3 Ti1.56 O4,1.51e-09,,,,,,,,,,,oxides,10.1016/j.ssi.2010.06.003,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2010,,,,,
tvf,Li3H4IN2,,Li3 H4 I1 N2,1e-05,,,,,,,,,,,hydrides,10.1021/cm1006857,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2010,,,,,
gvd,Li3N,,Li3 N1,0.0005767,,,,,,,,,,,nitrides,10.1039/c0ee00052c,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2010,,,,,
883,LiAlH4,,Li1 Al1 H4,8.7e-09,,,,,,,,,,,hydrides,10.1063/1.3356981,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2010,,,,,
95j,Li3AlH6,,Li3 Al1 H6,1.4e-07,,,,,,,,,,,hydrides,10.1063/1.3356981,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2010,,,,,
tws,Li6Zr2O7,,Li6 Zr2 O7,5.2e-10,,,,,,,,,,,zirconates,10.3103/s1062873810050199,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2010,,,,,
xz4,Li0.5Ce0.5Mo1O4,,Li0.5 Ce0.5 Mo1 O4,1.3e-08,,,,,,,,,,,molybdates,10.1007/s12039-011-0068-5,1,data/database/obelix/processed/all-v1.csv,,,,partial occupancy corrected; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2011,,,,,
hja,Li0.5Ce0.25Pr0.25Mo1O4,,Li0.5 Ce0.25 Pr0.25 Mo1 O4,1e-09,,,,,,,,,,,molybdates,10.1007/s12039-011-0068-5,1,data/database/obelix/processed/all-v1.csv,,,,partial occupancy corrected; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2011,,,,,
3nb,Li0.5Ce0.25Sm0.25Mo1O4,,Li0.5 Ce0.25 Sm0.25 Mo1 O4,1.8e-10,,,,,,,,,,,molybdates,10.1007/s12039-011-0068-5,1,data/database/obelix/processed/all-v1.csv,,,,partial occupancy corrected; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2011,,,,,
dvs,Li7.06La3Y0.06Zr1.94O12,,Li7.06 La3 Y0.06 Zr1.94 O12,0.00081,,,,,,,,,,,garnet,10.1016/j.elecom.2011.08.014,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2011,,,,,
66a,Li6.75La3Zr1.75Nb0.25O12,,Li6.75 La3 Zr1.75 Nb0.25 O12,0.0008,,,,,,,,,,,garnet,10.1016/j.jpowsour.2010.11.089,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2011,,,,,
gkl,Li5La3Nb2O12,,Li5 La3 Nb2 O12,5.08e-06,,,,,,,,,,,garnet,10.1016/j.jpowsour.2011.05.031,1,data/database/obelix/processed/all-v1.csv,,,,ic # incorrect；close match: Yes；close match DOI: 10.1039/b514640b; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2011,,,,,
ijh,Li5La3Y0.05Nb1.95O11.95,,Li5 La3 Y0.05 Nb1.95 O11.95,1.34e-05,,,,,,,,,,,garnet,10.1016/j.jpowsour.2011.05.031,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2011,,,,,
q46,Li5La3Y0.1Nb1.9O11.9,,Li5 La3 Y0.1 Nb1.9 O11.9,1.44e-05,,,,,,,,,,,garnet,10.1016/j.jpowsour.2011.05.031,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2011,,,,,
8m3,Li5La3Y0.15Nb1.85O11.85,,Li5 La3 Y0.15 Nb1.85 O11.85,5.71e-06,,,,,,,,,,,garnet,10.1016/j.jpowsour.2011.05.031,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2011,,,,,
zyx,Li5La3Y0.2Nb1.8O11.8,,Li5 La3 Y0.2 Nb1.8 O11.8,9.13e-06,,,,,,,,,,,garnet,10.1016/j.jpowsour.2011.05.031,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2011,,,,,
qvu,Li5La3Y0.25Nb1.75O11.75,,Li5 La3 Y0.25 Nb1.75 O11.75,9.68e-06,,,,,,,,,,,garnet,10.1016/j.jpowsour.2011.05.031,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2011,,,,,
1xt,LiSbO2,,Li1 Sb1 O2,1e-10,,,,,,,,,,,oxides,10.1021/ic201183e,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2011,,,,,
ku9,Na0.1Li0.4La0.5Nb2O6,,Na0.1 Li0.4 La0.5 Nb2 O6,9.92e-06,,,,,,,,,,,perovskites,10.1134/s002016851103006x,1,data/database/obelix/processed/all-v1.csv,,,,partial occupancy corrected; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2011,,,,,
9n0,Na0.2Li0.3La0.5Nb2O6,,Na0.2 Li0.3 La0.5 Nb2 O6,1.11e-05,,,,,,,,,,,perovskites,10.1134/s002016851103006x,1,data/database/obelix/processed/all-v1.csv,,,,partial occupancy corrected; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2011,,,,,
ozo,Na0.3Li0.2La0.5Nb2O6,,Na0.3 Li0.2 La0.5 Nb2 O6,1.18e-05,,,,,,,,,,,perovskites,10.1134/s002016851103006x,1,data/database/obelix/processed/all-v1.csv,,,,partial occupancy corrected; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2011,,,,,
h5i,Na0.4Li0.1La0.5Nb2O6,,Na0.4 Li0.1 La0.5 Nb2 O6,1.21e-05,,,,,,,,,,,perovskites,10.1134/s002016851103006x,1,data/database/obelix/processed/all-v1.csv,,,,"partial occupancy corrected, changed symmetry to reflect actual higher symmetry; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2011",,,,,
o9h,Na0.43Li0.07La0.5Nb2O6,,Na0.43 Li0.07 La0.5 Nb2 O6,1.23e-05,,,,,,,,,,,perovskites,10.1134/s002016851103006x,1,data/database/obelix/processed/all-v1.csv,,,,partial occupancy corrected; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2011,,,,,
4xq,Na0.46Li0.04La0.5Nb2O6,,Na0.46 Li0.04 La0.5 Nb2 O6,5.91e-06,,,,,,,,,,,perovskites,10.1134/s002016851103006x,1,data/database/obelix/processed/all-v1.csv,,,,partial occupancy corrected; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2011,,,,,
0ii,Na0.48Li0.02La0.5Nb2O6,,Na0.48 Li0.02 La0.5 Nb2 O6,3.99e-06,,,,,,,,,,,perovskites,10.1134/s002016851103006x,1,data/database/obelix/processed/all-v1.csv,,,,partial occupancy corrected; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2011,,,,,
dq4,Li1.3Sc0.2Ti1.7Al0.1P3O12,,Li1.3 Sc0.2 Ti1.7 Al0.1 P3 O12,0.000426,,,,,,,,,,,NASICON,10.1007/s10008-012-1780-x,1,data/database/obelix/processed/all-v1.csv,,,,refer D2 - 144; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
4uu,Li6.15La3Zr1.75Ta0.25Ga0.2O12,,Li6.15 La3 Zr1.75 Ta0.25 Ga0.2 O12,0.00041,,,,,,,,,,,garnet,10.1016/j.jpowsour.2012.01.131,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
sdz,Li6.15La3Zr1.75Ta0.25Al0.2O12,,Li6.15 La3 Zr1.75 Ta0.25 Al0.2 O12,0.00037,,,,,,,,,,,garnet,10.1016/j.jpowsour.2012.01.131,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
7w5,Li6.75La3Zr1.75Ta0.25O12,,Li6.75 La3 Zr1.75 Ta0.25 O12,0.00087,,,,,,,,,,,garnet,10.1016/j.jpowsour.2012.01.131,1,data/database/obelix/processed/all-v1.csv,,,,close match: Yes；close match DOI: 10.1039/c1jm14588f; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
8ee,Li6.4La3Zr2Al0.19O11.8,,Li6.4 La3 Zr2 Al0.19 O11.8,0.00031,,,,,,,,,,,garnet,10.1016/j.jpowsour.2012.02.100,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
3o4,Li6.25La3Zr2Ga0.25O12,,Li6.25 La3 Zr2 Ga0.25 O12,0.00035,,,,,,,,,,,garnet,10.1016/j.matchemphys.2012.03.054,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
ner,BaLi6La2Ta2O12,,Ba1 Li6 La2 Ta2 O12,1.69e-05,,,,,,,,,,,garnet,10.1016/j.materresbull.2012.04.032,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
h7r,Li1Ti1.4Sn0.6P3O12,,Li1 Ti1.4 Sn0.6 P3 O12,2.28e-05,,,,,,,,,,,NASICON,10.1016/j.physb.2011.11.006,1,data/database/obelix/processed/all-v1.csv,,,,partial occupancy corrected; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
9ky,Li1Ti0.6Sn1.4P3O12,,Li1 Ti0.6 Sn1.4 P3 O12,9.42e-06,,,,,,,,,,,NASICON,10.1016/j.physb.2011.11.006,1,data/database/obelix/processed/all-v1.csv,,,,partial occupancy corrected; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
4ea,Li1Ti0.4Sn1.6P3O12,,Li1 Ti0.4 Sn1.6 P3 O12,3.15e-06,,,,,,,,,,,NASICON,10.1016/j.physb.2011.11.006,1,data/database/obelix/processed/all-v1.csv,,,,partial occupancy corrected; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
x61,Li1.3Sc0.15Ti1.7Al0.15P3O12,,Li1.3 Sc0.15 Ti1.7 Al0.15 P3 O12,0.00124,,,,,,,,,,,NASICON,10.1016/j.ssi.2012.03.045,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
czo,Li1.3Sc0.2Ti1.7Al0.1P3O12,,Li1.3 Sc0.2 Ti1.7 Al0.1 P3 O12,0.000429,,,,,,,,,,,NASICON,10.1016/j.ssi.2012.03.045,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
o8s,Li1.3Sc0.3Ti1.7P3O12,,Li1.3 Sc0.3 Ti1.7 P3 O12,0.000452,,,,,,,,,,,NASICON,10.1016/j.ssi.2012.03.045,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
f7p,Li1.3Y0.1Ti1.7Al0.2P3O12,,Li1.3 Y0.1 Ti1.7 Al0.2 P3 O12,0.00012,,,,,,,,,,,NASICON,10.1016/j.ssi.2012.05.011,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
l8t,Li1.3Y0.2Ti1.7Al0.1P3O12,,Li1.3 Y0.2 Ti1.7 Al0.1 P3 O12,7.3e-05,,,,,,,,,,,NASICON,10.1016/j.ssi.2012.05.011,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
3tt,Li1.3Y0.15Ti1.7Al0.15P3O12,,Li1.3 Y0.15 Ti1.7 Al0.15 P3 O12,1.9e-05,,,,,,,,,,,NASICON,10.1016/j.ssi.2012.05.011,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
ga9,LiCeB3H12Cl,,Li1 Ce1 B3 H12 Cl1,0.000103,,,,,,,,,,,argyrodites,10.1021/cm300792t,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
kmv,Li4SnS4,,Li4 Sn1 S4,7e-05,,,,,,,,,,,Chalcogenidotetrelates,10.1021/cm3011315,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
472,Li14Nd5Si11N19O7F2,,Li14 Nd5 Si11 N19 O7 F2,1.7e-10,,,,,,,,,,,nitridosilicates,10.1021/ja302255d,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
trv1_0002,Li3Br0.5Cl0.5O1,,Li3 Br0.5 Cl0.5 O1,0.00194,,,,,,,,,,,antiperovskite,10.1021/ja308741y,1,data/database/obelix/processed/all-v1.csv,,,,混合卤素固溶体；系列最高值; synthesis_method=unknow; measured_temperature=RT; amorphous=否; source_year=2012,,,,,
j5g,Li6La3Y0.5Nb1.5O12,,Li6 La3 Y0.5 Nb1.5 O12,0.000188,,,,,,,,,,,garnet,10.1021/jp304737x,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
dvb,Li5.2La3Y0.1Nb1.9O12,,Li5.2 La3 Y0.1 Nb1.9 O12,6.39e-05,,,,,,,,,,,garnet,10.1021/jp304737x,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
cti,Li5.4La3Y0.2Nb1.8O12,,Li5.4 La3 Y0.2 Nb1.8 O12,6.74e-05,,,,,,,,,,,garnet,10.1021/jp304737x,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
2d1,Li5.5La3Y0.25Nb1.75O12,,Li5.5 La3 Y0.25 Nb1.75 O12,9.18e-05,,,,,,,,,,,garnet,10.1021/jp304737x,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
3rh,Li6.5La3Y0.75Nb1.25O12,,Li6.5 La3 Y0.75 Nb1.25 O12,0.00027,,,,,,,,,,,garnet,10.1021/jp304737x,1,data/database/obelix/processed/all-v1.csv,,,,duplicate with line 550; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
a6v,Li5.4La3Y0.75Nb1.8O12,,Li5.4 La3 Y0.75 Nb1.8 O12,2.51e-05,,,,,,,,,,,garnet,10.1021/jp304737x,1,data/database/obelix/processed/all-v1.csv,,,,wrong composition;  may duplicate with 548; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
v07,Li5.5La3Zr2Ga0.5O12,,Li5.5 La3 Zr2 Ga0.5 O12,0.0001,,,,,,,,,,,garnet,10.1039/c2dt31318a,1,data/database/obelix/processed/all-v1.csv,,,,appendix: diffraction data available; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
kji,Li6.4La3Zr1.4Ta0.6O12,,Li6.4 La3 Zr1.4 Ta0.6 O12,0.001,,,,,,,,,,,garnet,10.1039/c2jm31413d,1,data/database/obelix/processed/all-v1.csv,,,,close match: Yes；close match DOI: 10.2109/jcersj2.19022; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
gdr,Li6.2La3Zr1.2Ta0.8O12,,Li6.2 La3 Zr1.2 Ta0.8 O12,0.00032,,,,,,,,,,,garnet,10.1039/c2jm31413d,1,data/database/obelix/processed/all-v1.csv,,,,close match: Yes；close match DOI: 10.2109/jcersj2.19022; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
zqx,Li6.6La3Zr1.6Ta0.4O12,,Li6.6 La3 Zr1.6 Ta0.4 O12,0.00073,,,,,,,,,,,garnet,10.1039/c2jm31413d,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
o5q,Li6.8La3Zr1.8Ta0.2O12,,Li6.8 La3 Zr1.8 Ta0.2 O12,0.00028,,,,,,,,,,,garnet,10.1039/c2jm31413d,1,data/database/obelix/processed/all-v1.csv,,,,close match: Yes；close match DOI: 10.2109/jcersj2.19022; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
0ew,Li6La3ZrTaO12,,Li6 La3 Zr1 Ta1 O12,0.00016,,,,,,,,,,,garnet,10.1039/c2jm31413d,1,data/database/obelix/processed/all-v1.csv,,,,duplicate with line 510; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
l9v,Li3AlF6,,Li3 Al1 F6,5e-07,,,,,,,,,,,fluorides,10.1149/2.012206eel,1,data/database/obelix/processed/all-v1.csv,,,,Ball milled conducvitity; structure may be different; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
v1q,Li6.8La3Zr1.8Ta0.2O12,,Li6.8 La3 Zr1.8 Ta0.2 O12,0.00073,,,,,,,,,,,garnet,10.1149/2.024205esl,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
4vd,Li6.75La3Zr1.75Ta0.25O12,,Li6.75 La3 Zr1.75 Ta0.25 O12,0.00063,,,,,,,,,,,garnet,10.1149/2.024205esl,1,data/database/obelix/processed/all-v1.csv,,,,duplicate with line 512; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
5xk,Li6.65La3Zr1.65Ta0.35O12,,Li6.65 La3 Zr1.65 Ta0.35 O12,0.00046,,,,,,,,,,,garnet,10.1149/2.024205esl,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
2wb,Li6.6La3Zr1.6Ta0.4O12,,Li6.6 La3 Zr1.6 Ta0.4 O12,0.00047,,,,,,,,,,,garnet,10.1149/2.024205esl,1,data/database/obelix/processed/all-v1.csv,,,,close match: Yes；close match DOI: 10.2109/jcersj2.19022; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
zfg,Li6.55La3Zr1.55Ta0.45O12,,Li6.55 La3 Zr1.55 Ta0.45 O12,0.0004,,,,,,,,,,,garnet,10.1149/2.024205esl,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
6hq,Li6La3ZrTaO12,,Li6 La3 Zr1 Ta1 O12,0.00035,,,,,,,,,,,garnet,10.1149/2.024205esl,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
e6a,Li6.7La3Zr1.7Ta0.3O12,,Li6.7 La3 Zr1.7 Ta0.3 O12,0.00069,,,,,,,,,,,garnet,10.1149/2.024205esl,1,data/database/obelix/processed/all-v1.csv,,,,close match: Yes；close match DOI: 10.1021/acsaem.1c03632; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
85t,Li0.29La0.57Ti1O3,,Li0.29 La0.57 Ti1 O3,0.0016,,,,,,,,,,,perovskites,10.1016/j.jpowsour.2012.11.098,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2013,,,,,
d6f,Li7La3Zr1.89Al0.15O12,,Li7 La3 Zr1.89 Al0.15 O12,0.00034,,,,,,,,,,,garnet,10.1016/j.jpowsour.2013.03.049,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2013,,,,,
r07,Li6.75La3Zr1.875Te0.125O12,,Li6.75 La3 Zr1.875 Te0.125 O12,0.00033,,,,,,,,,,,garnet,10.1016/j.jpowsour.2013.03.166,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2013,,,,,
uht,Li6.5La3Zr1.75Te0.25O12,,Li6.5 La3 Zr1.75 Te0.25 O12,0.00102,,,,,,,,,,,garnet,10.1016/j.jpowsour.2013.03.166,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2013,,,,,
lpx,Li1.15Y0.15Zr1.85P3O12,,Li1.15 Y0.15 Zr1.85 P3 O12,7.1e-05,,,,,,,,,,,NASICON,10.1016/j.jpowsour.2013.03.175,1,data/database/obelix/processed/all-v1.csv,,,,bulk ic (total ic 7.10E-05); synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2013,,,,,
