ID,Reduced Composition,Z,True Composition,Ionic conductivity (S cm-1),IC (Total),IC (Bulk),Space group,Space group #,a,b,c,alpha,beta,gamma,Family,DOI,Checked,Ref,Cif ID,Cif ref_1,Cif ref_2,note,close match,close match DOI,ICSD ID,Laskowski ID,Liion ID,removed_reason
3nb,Li0.5Ce0.25Sm0.25Mo1O4,,Li0.5 Ce0.25 Sm0.25 Mo1 O4,1.8e-10,,,,,,,,,,,molybdates,10.1007/s12039-011-0068-5,1,data/database/obelix/processed/all-v1.csv,,,,partial occupancy corrected; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2011,,,,,,model threshold: conductivity < 1e-06
1xt,LiSbO2,,Li1 Sb1 O2,1e-10,,,,,,,,,,,oxides,10.1021/ic201183e,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2011,,,,,,model threshold: conductivity < 1e-06
472,Li14Nd5Si11N19O7F2,,Li14 Nd5 Si11 N19 O7 F2,1.7e-10,,,,,,,,,,,nitridosilicates,10.1021/ja302255d,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,,model threshold: conductivity < 1e-06
l9v,Li3AlF6,,Li3 Al1 F6,5e-07,,,,,,,,,,,fluorides,10.1149/2.012206eel,1,data/database/obelix/processed/all-v1.csv,,,,Ball milled conducvitity; structure may be different; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,,model threshold: conductivity < 1e-06
cdk,Li2PNO2,,Li2 P1 N1 O2,1e-10,,,,,,,,,,,lipon,10.1016/j.ssi.2012.12.013,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2013,,,,,,model threshold: conductivity < 1e-06
2t8,LiVPO4F,,Li1 V1 P1 O4 F1,8.1e-07,,,,,,,,,,,tavorite,10.1016/j.ssi.2013.04.002,1,data/database/obelix/processed/all-v1.csv,,,,appendix: diffraction data available; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2013,,,,,,model threshold: conductivity < 1e-06
47i,Li4P2O7,,Li4 P2 O7,1e-10,,,,,,,,,,,diphosphate,10.1016/j.jssc.2013.12.015,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2014,,,,,,model threshold: conductivity < 1e-06
hln,Li2Ga2GeS6,,Li2 Ga2 Ge1 S6,3.8e-08,,,,,,,,,,,sulfides,10.1016/j.ssi.2014.04.015,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2014,,,,,,model threshold: conductivity < 1e-06
ro9,Li3B(PO4)2,,Li3 B1 P2 O8,9.6e-12,,,,,,,,,,,borophosphates,10.1039/c3dt52917g,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2014,,,,,,model threshold: conductivity < 1e-06
dc8,Li9Mg3P4O16F3,,Li9 Mg3 P4 O16 F3,1e-10,,,,,,,,,,,fluorophosphates,10.1039/c3ta15264b,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2014,,,,,,model threshold: conductivity < 1e-06
pe2,Li17Sb13S28,,Li17 Sb13 S28,1.05e-09,,,,,,,,,,,sulfides,10.1002/chem.201502052,1,data/database/obelix/processed/all-v1.csv,,,,partial occupancy corrected; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2015,,,,,,model threshold: conductivity < 1e-06
kfp,BaLi2P2O7,,Ba1 Li2 P2 O7,1.59881e-17,,,,,,,,,,,pyrophosphate,10.1007/s11581-014-1261-6,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2015,,,,,,model threshold: conductivity < 1e-06
7cr,NaLi2B(PO4)2,,Na1 Li2 B1 P2 O8,4.4e-18,,,,,,,,,,,borophosphates,10.1016/j.jssc.2014.11.024,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2015,,,,,,model threshold: conductivity < 1e-06
bq9,Li3BiO3,,Li3 Bi1 O3,2.4e-10,,,,,,,,,,,oxides,10.1016/j.ssi.2015.10.016,1,data/database/obelix/processed/all-v1.csv,,,,D - Rhi - 1_si_1_ Li3BiO3；close match: Yes；close match DOI: 10.1002/zaac.19895760119; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2015,,,,,,model threshold: conductivity < 1e-06
skm,Li5BiO5,,Li5 Bi1 O5,3.9e-09,,,,,,,,,,,oxides,10.1016/j.ssi.2015.10.016,1,data/database/obelix/processed/all-v1.csv,,,,D - Rhi - 1_si_2_ Li5BiO5; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2015,,,,,,model threshold: conductivity < 1e-06
x2i,LiBiO2,,Li1 Bi1 O2,3.8e-08,,,,,,,,,,,oxides,10.1016/j.ssi.2015.10.016,1,data/database/obelix/processed/all-v1.csv,,,,close match: Yes；close match DOI: icsd-46022; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2015,,,,,,model threshold: conductivity < 1e-06
d7f,Li3BiO4,,Li3 Bi1 O4,4.1e-10,,,,,,,,,,,oxides,10.1016/j.ssi.2015.10.016,1,data/database/obelix/processed/all-v1.csv,,,,close match: Yes；close match DOI: icsd-109087; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2015,,,,,,model threshold: conductivity < 1e-06
pwr,Li7.22Si1.5P0.5O8,,Li7.22 Si1.5 P0.5 O8,1.64e-07,,,,,,,,,,,lisicon,10.1021/jacs.5b04444,1,data/database/obelix/processed/all-v1.csv,,,,partial occupancy corrected; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2015,,,,,,model threshold: conductivity < 1e-06
fj5,Li6.5Si0.5P1.5O8,,Li6.5 Si0.5 P1.5 O8,4.49e-07,,,,,,,,,,,lisicon,10.1021/jacs.5b04444,1,data/database/obelix/processed/all-v1.csv,,,,partial occupancy corrected; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2015,,,,,,model threshold: conductivity < 1e-06
kbo,Sr2Li2Al(PO4)3,,Sr2 Li2 Al1 P3 O12,1e-10,,,,,,,,,,,nasicon,10.1016/j.jssc.2016.08.006,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2016,,,,,,model threshold: conductivity < 1e-06
u8r,Ba3LiZrTa5(Si2O13)2,,Ba3 Li1 Zr1 Ta5 Si4 O26,1e-10,,,,,,,,,,,oxides,10.1016/j.ssi.2015.08.011,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2016,,,,,,model threshold: conductivity < 1e-06
ecp,LiLaO2,,Li1 La1 O2,1e-10,,,,,,,,,,,lanthanumlithiumoxide,10.1016/j.ssi.2015.09.001,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2016,,,,,,model threshold: conductivity < 1e-06
me3,Sr0.1Li1La0.9O2,,Sr0.1 Li1 La0.9 O2,6.29e-10,,,,,,,,,,,lanthanumlithiumoxide,10.1016/j.ssi.2015.09.001,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2016,,,,,,model threshold: conductivity < 1e-06
zs0,Li0.76La1Mg0.08O2,,Li0.76 La1 Mg0.08 O2,7.27e-10,,,,,,,,,,,lanthanumlithiumoxide,10.1016/j.ssi.2015.09.001,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2016,,,,,,model threshold: conductivity < 1e-06
bnu,Li1Al0.5Ga0.5Ge1O4,,Li1 Al0.5 Ga0.5 Ge1 O4,1e-10,,,,,,,,,,,oxides,10.1149/2.1111610jes,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2016,,,,,,model threshold: conductivity < 1e-06
kxw,LiAlGeO4,,Li1 Al1 Ge1 O4,1e-10,,,,,,,,,,,oxides,10.1149/2.1111610jes,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2016,,,,,,model threshold: conductivity < 1e-06
um1,LiGaGeO4,,Li1 Ga1 Ge1 O4,1e-10,,,,,,,,,,,oxides,10.1149/2.1111610jes,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2016,,,,,,model threshold: conductivity < 1e-06
sg0,LiScO2,,Li1 Sc1 O2,1e-10,,,,,,,,,,,oxides,10.2320/matertrans.y-m2016816,1,data/database/obelix/processed/all-v1.csv,,,,ICSD request; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2016,,,,,,model threshold: conductivity < 1e-06
97b,Li0.9Zr0.1Sc0.9O2,,Li0.9 Zr0.1 Sc0.9 O2,1e-10,,,,,,,,,,,oxides,10.2320/matertrans.y-m2016816,1,data/database/obelix/processed/all-v1.csv,,,,ICSD request; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2016,,,,,,model threshold: conductivity < 1e-06
gwu,Li0.3La0.7Ti0.6Al0.4O3,,Li0.3 La0.7 Ti0.6 Al0.4 O3,1.04e-07,,,,,,,,,,,perovskites,10.1016/j.jallcom.2017.05.278,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2017,,,,,,model threshold: conductivity < 1e-06
cfy,LiPS3,,Li2 P2 S6,7.8e-11,,,,,,,,,,,thio_lisicon,10.1021/acs.inorgchem.7b00751,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2017,,,,,,model threshold: conductivity < 1e-06
max,Li4.25Al0.25Si0.75O4,,Li4.25 Al0.25 Si0.75 O4,2.02e-08,,,,,,,,,,,lisicon,10.1021/acsami.6b14402,1,data/database/obelix/processed/all-v1.csv,,,,appendix: diffraction data available; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2017,,,,,,model threshold: conductivity < 1e-06
k5y,Li3.75Si0.75P0.25O4,,Li3.75 Si0.75 P0.25 O4,5.54e-07,,,,,,,,,,,lisicon,10.1021/acsami.6b14402,1,data/database/obelix/processed/all-v1.csv,,,,appendix: diffraction data available; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2017,,,,,,model threshold: conductivity < 1e-06
y2l,Li5AlS4,,Li5 Al1 S4,1.4e-09,,,,,,,,,,,thio_lisicon,10.1016/j.jssc.2017.09.018,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2018,,,,,,model threshold: conductivity < 1e-06
uex,KNa2Li3Fe2(Si2O5)6,,K1 Na2 Li3 Fe2 Si12 O30,1e-10,,,,,,,,,,,sugilites,10.1016/j.jssc.2018.05.008,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2018,,,,,,model threshold: conductivity < 1e-06
i47,LiZnPS4,,Li1 Zn1 P1 S4,5.4e-08,,,,,,,,,,,sulfides,10.1021/acs.chemmater.7b05108,1,data/database/obelix/processed/all-v1.csv,,,,close match: Yes；close match DOI: 10.1002/1521-3749(200208)628:8<1765::aid-zaac1765>3.0.co;2-e; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2018,,,,,,model threshold: conductivity < 1e-06
uox,Li3.7Zn0.7Ga0.3P2O8,,Li3.7 Zn0.7 Ga0.3 P2 O8,5.65e-12,,,,,,,,,,,phosphates,10.1021/acs.chemmater.7b05139,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2018,,,,,,model threshold: conductivity < 1e-06
tbu,Li3.5Zn0.5Ga0.5P2O8,,Li3.5 Zn0.5 Ga0.5 P2 O8,1e-10,,,,,,,,,,,phosphates,10.1021/acs.chemmater.7b05139,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2018,,,,,,model threshold: conductivity < 1e-06
ssv,Li3V0.8P0.2O4,,Li3 V0.8 P0.2 O4,1.31e-13,,,,,,,,,,,lisicon,10.1021/acs.chemmater.8b01504,1,data/database/obelix/processed/all-v1.csv,,,,D_0 calculation; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2018,,,,,,model threshold: conductivity < 1e-06
ldd,Li3.4V0.6Ge0.4O4,,Li3.4 V0.6 Ge0.4 O4,8.89e-07,,,,,,,,,,,lisicon,10.1021/acs.chemmater.8b01504,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2018,,,,,,model threshold: conductivity < 1e-06
dku,Li3V0.6P0.4O4,,Li3 V0.6 P0.4 O4,3.55e-13,,,,,,,,,,,lisicon,10.1021/acs.chemmater.8b01504,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2018,,,,,,model threshold: conductivity < 1e-06
ndx,Li3V0.4P0.6O4,,Li3 V0.4 P0.6 O4,3.2e-13,,,,,,,,,,,lisicon,10.1021/acs.chemmater.8b01504,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2018,,,,,,model threshold: conductivity < 1e-06
m0j,Li3V0.2P0.8O4,,Li3 V0.2 P0.8 O4,2.05e-13,,,,,,,,,,,lisicon,10.1021/acs.chemmater.8b01504,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2018,,,,,,model threshold: conductivity < 1e-06
clt,Li6Cu(B2O5)2,,Li6 Cu1 B4 O10,1e-13,,,,,,,,,,,copper_pyroborate,10.1021/acs.inorgchem.8b01785,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2018,,,,,,model threshold: conductivity < 1e-06
ek5,SrLiNb2O6F,,Sr1 Li1 Nb2 O6 F1,1e-10,,,,,,,,,,,pyrochlore,10.2497/jjspm.65.26,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2018,,,,,,model threshold: conductivity < 1e-06
xut,SrLiTa2O6F,,Sr1 Li1 Ta2 O6 F1,1e-10,,,,,,,,,,,pyrochlore,10.2497/jjspm.65.26,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2018,,,,,,model threshold: conductivity < 1e-06
ckw,Sr0.9Li1Nb2O6F0.8,,Sr0.9 Li1 Nb2 O6 F0.8,1e-10,,,,,,,,,,,pyrochlore,10.2497/jjspm.65.26,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2018,,,,,,model threshold: conductivity < 1e-06
yab,Sr0.9Li1Ta2O6F0.8,,Sr0.9 Li1 Ta2 O6 F0.8,1e-10,,,,,,,,,,,pyrochlore,10.2497/jjspm.65.26,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2018,,,,,,model threshold: conductivity < 1e-06
ysm,Sr1Li1.1Zr0.1Nb1.9O6F1,,Sr1 Li1.1 Zr0.1 Nb1.9 O6 F1,1e-10,,,,,,,,,,,pyrochlore,10.2497/jjspm.65.26,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2018,,,,,,model threshold: conductivity < 1e-06
e81,Sr1Li1.1Zr0.1Ta1.9O6F1,,Sr1 Li1.1 Zr0.1 Ta1.9 O6 F1,1e-10,,,,,,,,,,,pyrochlore,10.2497/jjspm.65.26,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2018,,,,,,model threshold: conductivity < 1e-06
mq1,Li3SbS4,,Li3 Sb1 S4,4.8e-09,,,,,,,,,,,thio_lisicon,10.1016/j.ssi.2019.01.017,1,data/database/obelix/processed/all-v1.csv,,,,diffraction data available; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2019,,,,,,model threshold: conductivity < 1e-06
dmq,Li3AlS3,,Li3 Al1 S3,1.31e-08,,,,,,,,,,,sulfides,10.1021/acs.chemmater.9b03230,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2019,,,,,,model threshold: conductivity < 1e-06
trv1_0006,Li14.8Mg0.1P4S16Cl3,,Li14.8 Mg0.1 P4 S16 Cl3,2e-07,,,,,,,,,,,sulfides,10.1021/acs.chemmater.9b01926,1,data/database/obelix/processed/all-v1.csv,,,,立方晶系I-43d; synthesis_method=高能球磨; measured_temperature=RT; amorphous=否; source_year=2020,,,,,,model threshold: conductivity < 1e-06
trv1_0010,Li15P4S16Cl3,,Li15 P4 S16 Cl3,4e-08,,,,,,,,,,,sulfides,10.1021/acs.chemmater.9b01926,1,data/database/obelix/processed/all-v1.csv,,,,立方晶系I-43d; synthesis_method=高能球磨; measured_temperature=RT; amorphous=否; source_year=2020,,,,,,model threshold: conductivity < 1e-06
cz2,Li4SnSe3S,,Li4 Sn1 Se3 S1,9.5e-07,,,,,,,,,,,chalcogenidotetrelates,10.1021/acs.chemmater.0c04150,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2021,,,,,,model threshold: conductivity < 1e-06
aab,Li4Sn0.75Ge0.25Se4,,Li4 Sn0.75 Ge0.25 Se4,8.3e-07,,,,,,,,,,,chalcogenidotetrelates,10.1021/acs.chemmater.0c04150,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2021,,,,,,model threshold: conductivity < 1e-06
an2,Li6Si(ClO2)2,,Li6 Si1 Cl2 O4,1e-10,,,,,,,,,,,argyrodites,10.1021/acs.chemmater.1c00157,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2021,,,,,,model threshold: conductivity < 1e-06
trv1_0095,Li3In1Br1.2Cl4.8,,Li3 In1 Br1.2 Cl4.8,1.5e-07,,,,,,,,,,,halides,10.1021/acs.jpclett.5c00947,1,data/database/obelix/processed/all-v1.csv,,,,x=1.2；原值为1.5e-4 mS/cm；杂相; synthesis_method=球磨+退火; measured_temperature=RT; amorphous=否; source_year=2025,,,,,,model threshold: conductivity < 1e-06
caltech_icsd_1485,Li2TeO4,,Li2 Te1 O4,3.79e-16,,,,,,,,,,,oxides,10.1016/0025-5408(94)90011-6,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=580,,,1485,,,model threshold: conductivity < 1e-06
caltech_icsd_2512,Li2SO4,,Li2 S1 O4,1.4e-14,,,,,,,,,,,oxides,10.1051/epjap/2014130433,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=473.15,,,2512,,,model threshold: conductivity < 1e-06
caltech_icsd_5926,Li1.8La1Ta1.2Ti0.8Nb1O7,,Li1.8 La1 Ta1.2 Ti0.8 Nb1 O7,4.26e-09,,,,,,,,,,,oxides,10.1039/c9dt03547h,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,5926,,,model threshold: conductivity < 1e-06
caltech_icsd_11770,LiMgPO4,,Li1 Mg1 P1 O4,5.23e-12,,,,,,,,,,,olivine,10.1021/cm504518q,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,11770,,,model threshold: conductivity < 1e-06
caltech_icsd_13429,Li6Zn(P2O7)2,,Li6 Zn1 P4 O14,1.43e-15,,,,,,,,,,,phosphates,10.1021/acs.inorgchem.8b01800,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=473.15,,,13429,,,model threshold: conductivity < 1e-06
caltech_icsd_14364,NaLiSO4,,Na1 Li1 S1 O4,1.66e-26,,,,,,,,,,,oxides,10.1016/0167-2738(90)90312-f,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=573.15,,,14364,,,model threshold: conductivity < 1e-06
caltech_icsd_14987,LiGaO2,,Li1 Ga1 O2,5e-08,,,,,,,,,,,oxides,10.1021/acs.chemmater.9b04540,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,14987,,,model threshold: conductivity < 1e-06
caltech_icsd_14988,LiGaS2,,Li1 Ga1 S2,3.1e-07,,,,,,,,,,,sulfides,10.1021/acs.chemmater.9b04540,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,14988,,,model threshold: conductivity < 1e-06
caltech_icsd_18420,Li3CaB2O5F,,Li3 Ca1 B2 O5 F1,2.56e-07,,,,,,,,,,,fluorooxoborate,10.1039/d0dt02423f,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,18420,,,model threshold: conductivity < 1e-06
caltech_icsd_31230,Na0.13Li0.87Cr1Mo2O8,,Na0.13 Li0.87 Cr1 Mo2 O8,1.49e-26,,,,,,,,,,,molybdates,10.1016/j.jallcom.2020.154740,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=672,,,31230,,,model threshold: conductivity < 1e-06
caltech_icsd_32139,Li5GaS4,,Li5 Ga1 S4,1.8e-07,,,,,,,,,,,sulfides,10.1039/d1dt00766a,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,32139,,,model threshold: conductivity < 1e-06
caltech_icsd_34311,Li1Mn0.33Co0.33Ni0.33O2,,Li1 Mn0.33 Co0.33 Ni0.33 O2,6.46e-08,,,,,,,,,,,oxides,10.1021/acsaem.0c02606,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,34311,,,model threshold: conductivity < 1e-06
caltech_icsd_34362,Li2ZnGeO4,,Li2 Zn1 Ge1 O4,7.17e-15,,,,,,,,,,,germanates,10.1016/0167-2738(83)90038-3,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=723,,,34362,,,model threshold: conductivity < 1e-06
caltech_icsd_34359,Sr0.96Li0.08Ta2O6,,Sr0.96 Li0.08 Ta2 O6,9.71e-12,,,,,,,,,,,oxides,10.1039/c8ra02779j,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=400,,,34359,,,model threshold: conductivity < 1e-06
caltech_icsd_34366,Sr0.92Li0.17Ta2O6,,Sr0.92 Li0.17 Ta2 O6,3.41e-10,,,,,,,,,,,oxides,10.1039/c8ra02779j,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,34366,,,model threshold: conductivity < 1e-06
caltech_icsd_34367,Sr0.88Li0.25Ta2O6,,Sr0.88 Li0.25 Ta2 O6,1.1e-10,,,,,,,,,,,oxides,10.1039/c8ra02779j,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,34367,,,model threshold: conductivity < 1e-06
caltech_icsd_35018,Li3PS4,,Li3 P1 S4,3e-07,,,,,,,,,,,thio_lisicon,10.1021/acs.chemmater.7b05108,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,35018,,,model threshold: conductivity < 1e-06
caltech_icsd_35168,Li3.75Si0.75P0.25O4,,Li3.75 Si0.75 P0.25 O4,4.8e-07,,,,,,,,,,,lisicon,10.1016/b978-0-08-021592-1.50024-6,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=340,,,35168,,,model threshold: conductivity < 1e-06
caltech_icsd_35473,LiIO3,,Li1 I1 O3,1.9e-07,,,,,,,,,,,oxyhalides,10.1016/s0038-1098(00)00247-7,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,35473,,,model threshold: conductivity < 1e-06
caltech_icsd_47145,Li3.4Si0.7S0.3O4,,Li3.4 Si0.7 S0.3 O4,4.21e-07,,,,,,,,,,,silicates,10.1039/jm9910101023,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,47145,,,model threshold: conductivity < 1e-06
caltech_icsd_51332,Li2Ti0.925Fe1.075P3O12,,Li2 Ti0.925 Fe1.075 P3 O12,3.34e-07,,,,,,,,,,,nasicon,10.1016/s0167-2738(96)00565-6,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=373,,,51332,,,model threshold: conductivity < 1e-06
caltech_icsd_55665,LiAlSiO4,,Li1 Al1 Si1 O4,5.82e-14,,,,,,,,,,,silicates,10.1016/0375-9601(75)90788-4,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=410,,,55665,,,model threshold: conductivity < 1e-06
caltech_icsd_62137,Li6ZnO4,,Li6 Zn1 O4,6.2e-11,,,,,,,,,,,oxides,10.1016/0025-5408(76)90169-0,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=400,,,62137,,,model threshold: conductivity < 1e-06
caltech_icsd_66007,LiPN2,,Li1 P1 N2,2.16e-09,,,,,,,,,,,nitrides,10.1016/0167-2738(90)90432-q,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=400,,,66007,,,model threshold: conductivity < 1e-06
caltech_icsd_68247,Li2Ge7O15,,Li2 Ge7 O15,5e-16,,,,,,,,,,,other,10.1016/0025-5408(76)90235-x,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=526,,,68247,,,model threshold: conductivity < 1e-06
caltech_icsd_69017,Li7PN4,,Li7 P1 N4,1.6e-07,,,,,,,,,,,nitrides,10.1016/0167-2738(90)90432-q,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=400,,,69017,,,model threshold: conductivity < 1e-06
caltech_icsd_69345,Li3Fe2(PO4)3,,Li3 Fe2 P3 O12,1.17e-08,,,,,,,,,,,glass_ceramic,10.1016/0167-2738(90)90442-t,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=370,,,69345,,,model threshold: conductivity < 1e-06
caltech_icsd_73217,Li6FeCl8,,Li6 Fe1 Cl8,1.81e-08,,,,,,,,,,,rocksalt,10.1002/zaac.19875531020,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=373.15,,,73217,,,model threshold: conductivity < 1e-06
caltech_icsd_80924,LiGa(SiO3)2,,Li1 Ga1 Si2 O6,2.74e-13,,,,,,,,,,,phenakite,10.1016/0167-2738(87)90048-8,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=395,,,80924,,,model threshold: conductivity < 1e-06
