audit_stage,duplicate_group,Reduced Composition,normalized_DOIs,candidate_rows,sources,IDs,conductivities,log10_min,log10_max,log10_span,kept_source,kept_ID,kept_conductivity,dropped_rows
doi_formula,104,Sr3Li4Nb5.77Fe0.23O19.77,10.1021/cm980736j,2,v1|caltech,xq3|caltech_icsd_87823,1e-10|1.9e-11,-10.721246399047171,-10.0,0.7212463990471711,v1,xq3,1e-10,1
doi_formula,866,Li6FeCl8,10.1002/zaac.19875531020,2,caltech|liverpool,caltech_icsd_73217|liverpool_2025_0814,1.81e-08|8.97e-08,-7.7423214251308154,-7.047207556955908,0.6951138681749072,caltech,caltech_icsd_73217,1.81e-08,1
doi_formula,138,Li4.8Al0.8Si0.2S4,10.1006/jssc.2002.9701,2,v1|liverpool,h8o|liverpool_2026_0815,2.29e-07|1.07e-06,-6.640164517660112,-5.97061622231479,0.6695482953453213,v1,h8o,2.29e-07,1
doi_formula,457,Li5B2P(H2S)4,10.1021/acsomega.8b00377,2,v1|liverpool,xnb|liverpool_584_0481,0.0018|0.00796,-2.744727494896694,-2.099086932262331,0.6456405626343629,v1,xnb,0.0018,1
doi_formula,218,LiAlH4,10.1063/1.3356981,3,v1|caltech|liverpool,883|caltech_icsd_22247|liverpool_727_0607,8.7e-09|8.7e-09|2e-09,-8.698970004336019,-8.060480747381382,0.638489256954637,v1,883,8.7e-09,2
doi_formula,481,SrLiNb2O6F,10.2497/jjspm.65.26,2,v1|caltech,ek5|caltech_icsd_236009,1e-10|2.62e-11,-10.581698708680255,-10.0,0.5816987086802552,v1,ek5,1e-10,1
doi_formula,482,SrLiTa2O6F,10.2497/jjspm.65.26,2,v1|caltech,xut|caltech_icsd_236010,1e-10|2.72e-11,-10.5654310959658,-10.0,0.5654310959658009,v1,xut,1e-10,1
doi_formula,483,Sr0.9Li1Nb2O6F0.8,10.2497/jjspm.65.26,2,v1|caltech,ckw|caltech_icsd_236011,1e-10|2.8e-11,-10.55284196865778,-10.0,0.5528419686577806,v1,ckw,1e-10,1
doi_formula,262,Li5.2La3Y0.1Nb1.9O12,10.1021/jp304737x,2,v1|caltech,dvb|caltech_icsd_237143,6.39e-05|1.81e-05,-4.7423214251308154,-4.1944991418416,0.5478222832892152,v1,dvb,6.39e-05,1
doi_formula,798,Li3YBr6,10.1021/acs.chemmater.0c04352,2,caltech|caltech,caltech_icsd_29957|caltech_icsd_29961,0.00409|0.00128,-2.8927900303521317,-2.388276691992658,0.5045133383594735,caltech,caltech_icsd_29957,0.00409,1
doi_formula,92,Li2MgTi3O8,10.1039/a800234g,2,v1|caltech,dl7|caltech_icsd_86165,1e-10|3.26e-11,-10.48678239993206,-10.0,0.4867823999320606,v1,dl7,1e-10,1
doi_formula,140,Li2.667Mg0.667P2S6,10.1016/s0167-2738(02)00007-3,2,v1|caltech,ob9|caltech_icsd_95607,4e-06|1.31e-06,-5.882728704344236,-5.3979400086720375,0.48478869567219807,v1,ob9,4e-06,1
doi_formula,392,Li10.5Si1.2Sn0.3P1.5S12,10.1021/acs.chemmater.7b00886,2,v1|caltech,8ub|caltech_icsd_257947,0.00879|0.00293,-2.5331323796458904,-2.0560111249262283,0.47712125471966216,v1,8ub,0.00879,1
doi_formula,313,Li9Mg3P4O16F3,10.1039/c3ta15264b,2,v1|caltech,dc8|caltech_icsd_426103,1e-10|3.39e-11,-10.469800301796917,-10.0,0.46980030179691745,v1,dc8,1e-10,1
doi_formula,393,Li10.2Si0.96Sn0.24P1.8S12,10.1021/acs.chemmater.7b00886,2,v1|caltech,7tu|caltech_icsd_257948,0.00782|0.00269,-2.570247719997592,-2.106793246940152,0.4634544730574399,v1,7tu,0.00782,1
doi_formula,991,Li5La3Ta2O12,10.1111/j.1151-2916.2003.tb03318.x,2,caltech|liverpool,caltech_icsd_154400|liverpool_812_0680,1.2e-06|3.4e-06,-5.920818753952375,-5.468521082957745,0.45229767099463025,caltech,caltech_icsd_154400,1.2e-06,1
doi_formula,195,SrLi6La2(BiO6)2,10.1016/j.mseb.2007.07.009,2,v1|caltech,uw9|caltech_icsd_158373,2e-05|5.2e-05,-4.698970004336019,-4.2839966563652006,0.4149733479708182,v1,uw9,2e-05,1
doi_formula,786,Li3PO4,10.1006/jssc.1995.1140,2,caltech|caltech,caltech_icsd_20208|caltech_icsd_79427,9.8e-18|4.2e-18,-17.3767507096021,-17.008773924307505,0.3679767852945943,caltech,caltech_icsd_20208,9.8e-18,1
doi_formula,263,Li5.4La3Y0.2Nb1.8O12,10.1021/jp304737x,2,v1|caltech,cti|caltech_icsd_237144,6.74e-05|2.92e-05,-4.534617148551582,-4.17134010346468,0.3632770450869014,v1,cti,6.74e-05,1
doi_formula,750,Li6PS5Br,10.1039/c9ta02126d,5,caltech|caltech|caltech|caltech|caltech,caltech_icsd_14761|caltech_icsd_14762|caltech_icsd_14763|caltech_icsd_14764|caltech_icsd_14765,0.00115|0.00138|0.00165|0.00258|0.00141,-2.939302159646388,-2.58838029403677,0.35092186560961824,caltech,caltech_icsd_14761,0.00115,4
doi_formula,84,Li0.36La0.55Ti1O3,10.1016/s0167-2738(98)00070-8,2,v1|v1,2lu|yhc,0.000688|0.00154,-3.162411561764489,-2.812479279163537,0.3499322826009519,v1,2lu,0.000688,1
doi_formula,1520,Li0.34La0.56Ti1O3,10.1016/s0167-2738(98)00070-8,2,liverpool|liverpool,liverpool_613_0509|liverpool_614_0510,0.00153|0.000688,-3.162411561764489,-2.815308569182401,0.34710299258208765,liverpool,liverpool_613_0509,0.00153,1
doi_formula,419,Li10Sn0.224Ge0.776P2S12,10.1021/acs.chemmater.8b00266,2,v1|caltech,9rc|caltech_icsd_255748,0.0141|0.0064,-2.193820026016113,-1.85078088734462,0.3430391386714928,v1,9rc,0.0141,1
doi_formula,194,Li5La3(BiO6)2,10.1016/j.mseb.2007.07.009,2,v1|caltech,kbq|caltech_icsd_158372,1.9e-05|4e-05,-4.721246399047171,-4.3979400086720375,0.32330639037513365,v1,kbq,1.9e-05,1
doi_formula,285,Li1.15Y0.15Zr1.85P3O12,10.1016/j.jpowsour.2013.03.175,3,v1|caltech|liverpool,lpx|caltech_icsd_191891|liverpool_390_0320,7.1e-05|0.00014|7.1e-05,-4.1487416512809245,-3.853871964321762,0.2948696869591627,v1,lpx,7.1e-05,2
doi_formula,544,Li6Si(ClO2)2,10.1021/acs.chemmater.1c00157,3,v1|caltech|liverpool,an2|caltech_icsd_143285|liverpool_915_0773,1e-10|1.97e-10|1e-10,-10.0,-9.705533773838408,0.29446622616159246,v1,an2,1e-10,2
doi_formula,85,Li0.39La0.54Ti1O3,10.1016/s0167-2738(98)00070-8,2,v1|v1,bd5|q3c,0.000651|0.00125,-3.1864190114318083,-2.9030899869919438,0.2833290244398645,v1,bd5,0.000651,1
doi_formula,391,Li4PS4I,10.1021/acs.chemmater.7b00013,2,v1|liverpool,lol|liverpool_784_0654,0.00012|6.26e-05,-4.20342566678957,-3.9208187539523753,0.2826069128371951,v1,lol,0.00012,1
doi_formula,417,Li3.7Zn0.7Ga0.3P2O8,10.1021/acs.chemmater.7b05139,2,v1|caltech,uox|caltech_icsd_255466,5.65e-12|1.02e-11,-11.247951552180561,-10.991399828238082,0.25655172394247927,v1,uox,5.65e-12,1
doi_formula,209,Li6PClO5,10.1002/zaac.201000121,3,v1|caltech|liverpool,jy6|caltech_icsd_421479|liverpool_8_0007,1e-09|5.54e-10|1e-09,-9.25649023527157,-9.0,0.25649023527157055,v1,jy6,1e-09,2
doi_formula,492,Li3InCl6,10.1039/c9ee02311a,2,v1|v1,v23|v49,0.00149|0.00083,-3.0809219076239263,-2.826813731587726,0.2541081760362003,v1,v23,0.00149,1
doi_formula,25,Li4SiS4,10.1016/0025-5408(89)90053-6,3,v1|caltech|liverpool,x94|caltech_icsd_59708|liverpool_764_0635,4.93e-08|2.76e-08|4.93e-08,-7.559090917934783,-7.30715308072277,0.25193783721201246,v1,x94,4.93e-08,2
doi_formula,288,Li10Sn(PS6)2,10.1021/ja407393y,3,v1|caltech|liverpool,9lx|caltech_icsd_193755|liverpool_673_0560,0.007|0.007|0.004,-2.3979400086720375,-2.154901959985743,0.24303804868629442,v1,9lx,0.007,2
doi_formula,858,Li3.5V0.5Ge0.5O4,10.1016/0025-5408(80)90249-4,2,caltech|liverpool,caltech_icsd_66576|liverpool_707_0590,4.2e-05|7e-05,-4.376750709602099,-4.154901959985743,0.22184874961635614,caltech,caltech_icsd_66576,4.2e-05,1
doi_formula,201,Li6CaLa2Nb2O12,10.1016/j.ssi.2008.01.047,3,v1|caltech|liverpool,gcj|caltech_icsd_161386|liverpool_890_0748,1.33e-06|1.33e-06|2.11e-06,-5.876148359032914,-5.675717544702307,0.20043081433060728,v1,gcj,1.33e-06,2
doi_formula,86,Li0.45La0.52Ti1O3,10.1016/s0167-2738(98)00070-8,2,v1|v1,ukw|pdv,0.000501|0.000785,-3.300162274132754,-3.1051303432547472,0.19503193087800685,v1,ukw,0.000501,1
doi_formula,1306,Li1.3Ti1.7Al0.3P3O12,10.1007/s11581-007-0197-5,2,liverpool|liverpool,liverpool_98_0079|liverpool_99_0080,5.2e-07|3.33e-07,-6.47755576649368,-6.2839966563652006,0.19355911012847926,liverpool,liverpool_98_0079,5.2e-07,1
doi_formula,421,Li10Sn0.584Ge0.416P2S12,10.1021/acs.chemmater.8b00266,2,v1|caltech,ik8|caltech_icsd_255747,0.00743|0.0048,-2.318758762624413,-2.1290111862394245,0.1897475763849883,v1,ik8,0.00743,1
doi_formula,566,Li2HBrO,10.1039/d2ta01462a,2,v1|v1,trv1_0020|trv1_0021,1.29e-06|1.99e-06,-5.889410289700751,-5.701146923590294,0.18826336611045758,v1,trv1_0020,1.29e-06,1
doi_formula,3,Li2CdCl4,10.1016/0025-5408(81)90142-2,2,v1|caltech,r5y|caltech_icsd_74958,5.8e-07|8.8e-07,-6.236572006437063,-6.055517327849832,0.18105467858723134,v1,r5y,5.8e-07,1
doi_formula,333,Li6.26La3Zr2Al0.24O12,10.1016/j.ssi.2015.04.011,2,v1|caltech,72f|caltech_icsd_195182,0.00021|0.00031,-3.677780705266081,-3.5086383061657274,0.16914239910035356,v1,72f,0.00021,1
doi_formula,247,BaLi6La2Ta2O12,10.1016/j.materresbull.2012.04.032,2,v1|caltech,ner|caltech_icsd_185602,1.69e-05|2.45e-05,-4.772113295386326,-4.610833915635467,0.1612793797508587,v1,ner,1.69e-05,1
doi_formula,7,Li3N,10.1016/0167-2738(83)90045-0,2,v1|caltech,fft|caltech_icsd_156894,0.0002085|0.0003,-3.6808939406902237,-3.5228787452803374,0.1580151954098863,v1,fft,0.0002085,1
doi_formula,26,Li3P,10.1016/0167-2738(89)90438-4,3,v1|caltech|liverpool,11b|caltech_icsd_642223|liverpool_710_0593,0.000703|0.000703|0.001,-3.153044674980176,-3.0,0.15304467498017615,v1,11b,0.000703,2
doi_formula,15,Li1.3Sc0.3Ti1.7P3O12,10.1016/0167-2738(86)90179-7,2,v1|liverpool,iwe|liverpool_335_0269,0.000407|0.000568,-3.39040559077478,-3.245651664288981,0.14475392648579888,v1,iwe,0.000407,1
doi_formula,87,Li0.27La0.58Ti1O3,10.1016/s0167-2738(98)00070-8,3,v1|v1|caltech,5h8|epv|caltech_icsd_82672,0.000599|0.000832|0.000599,-3.2225731776106885,-3.079876673709276,0.14269650390141253,v1,5h8,0.000599,2
doi_formula,800,Li3YCl6,10.1021/acs.chemmater.0c04352,2,caltech|caltech,caltech_icsd_29965|caltech_icsd_29969,4.75e-05|6.34e-05,-4.323306390375134,-4.1979107421182675,0.1253956482568661,caltech,caltech_icsd_29965,4.75e-05,1
doi_formula,368,Li9.6P3S12,10.1038/nenergy.2016.30,2,v1|liverpool,ikh|liverpool_25_0019,0.0012|0.00158,-2.9208187539523753,-2.8013429130455774,0.11947584090679797,v1,ikh,0.0012,1
doi_formula,264,Li5.5La3Y0.25Nb1.75O12,10.1021/jp304737x,2,v1|caltech,2d1|caltech_icsd_237145,9.18e-05|7.2e-05,-4.142667503568732,-4.037157318798758,0.1055101847699742,v1,2d1,9.18e-05,1
doi_formula,709,ZnH12C4(Br2N)2,10.1038/s41467-026-68394-4,2,v1|v1,trv1_0149|trv1_0150,0.00029|0.00023,-3.638272163982407,-3.537602002101044,0.10067016188136302,v1,trv1_0149,0.00029,1
doi_formula,80,Sr0.5Li0.5Ta0.75Fe0.25O3,10.1016/s0378-7753(97)02645-1,2,v1|liverpool,jce|liverpool_620_0516,0.0001|0.000126,-4.0,-3.899629454882437,0.10037054511756294,v1,jce,0.0001,1
doi_formula,108,Li4GeS4,10.1016/s0167-2738(00)00277-0,3,v1|caltech|liverpool,e6b|caltech_icsd_92200|liverpool_781_0651,2e-07|2e-07|2.51e-07,-6.698970004336019,-6.600326278518962,0.09864372581705716,v1,e6b,2e-07,2
doi_formula,743,LiMgPO4,10.1021/cm504518q,2,caltech|liverpool,caltech_icsd_11770|liverpool_903_0761,5.23e-12|6.31e-12,-11.281498311132726,-11.199970640755865,0.08152767037686104,caltech,caltech_icsd_11770,5.23e-12,1
doi_formula,781,Li0.29La0.57Ti1O3,10.1016/j.ssi.2020.115486,2,caltech|caltech,caltech_icsd_19945|caltech_icsd_19946,0.0012|0.001,-3.0,-2.9208187539523753,0.07918124604762466,caltech,caltech_icsd_19945,0.0012,1
doi_formula,126,Li3.35Ge0.35P0.65S4,10.1149/1.1379028,2,v1|liverpool,2yl|liverpool_2028_0817,0.00154|0.001830655,-2.812479279163537,-2.7373934938816933,0.07508578528184362,v1,2yl,0.00154,1
doi_formula,224,Li7.06La3Y0.06Zr1.94O12,10.1016/j.elecom.2011.08.014,2,v1|liverpool,dvs|liverpool_20_0014,0.00081|0.000956,-3.0915149811213505,-3.0195421077239,0.07197287339745051,v1,dvs,0.00081,1
doi_formula,474,Li6.2Si0.2P0.8S5Br1,10.1039/c7ta08581h,3,v1|caltech|liverpool,iiy|caltech_icsd_234592|liverpool_745_0619,0.00169|0.00169|0.00198,-2.7721132953863266,-2.703334809738469,0.06877848564785749,v1,iiy,0.00169,2
doi_formula,203,Li4Nd3SbTeO12,10.1021/cm703677q,3,v1|caltech|liverpool,lpt|caltech_icsd_159732|liverpool_252_0211,8.7e-09|7.63e-09|8.7e-09,-8.11747546204512,-8.060480747381382,0.05699471466373751,v1,lpt,8.7e-09,2
doi_formula,38,Li1.3Sc0.3Ti1.7P3O12,10.1149/1.2086597,2,v1|liverpool,do2|liverpool_452_0370,0.000703|0.000794,-3.153044674980176,-3.1001794975729036,0.05286517740727259,v1,do2,0.000703,1
doi_formula,477,Li6.3Si0.3P0.7S5Br1,10.1039/c7ta08581h,3,v1|caltech|liverpool,wsd|caltech_icsd_234595|liverpool_746_0620,0.00165|0.00165|0.00183,-2.7825160557860937,-2.7375489102695707,0.04496714551652303,v1,wsd,0.00165,2
doi_formula,345,Li2SnS3,10.1021/cm5037524,3,v1|caltech|liverpool,xas|caltech_icsd_251656|liverpool_791_0661,1.5e-05|1.5e-05|1.36e-05,-4.866461091629782,-4.823908740944319,0.04255235068546348,v1,xas,1.5e-05,2
doi_formula,390,Li5La3(BiO6)2,10.1016/j.ssi.2017.03.030,2,v1|liverpool,b7v|liverpool_713_0596,2.2e-05|2e-05,-4.698970004336019,-4.657577319177793,0.04139268515822536,v1,b7v,2.2e-05,1
doi_formula,537,Li4Sn0.25Ge0.75Se4,10.1021/acs.chemmater.0c04150,2,v1|caltech,o0a|caltech_icsd_111761,6e-06|5.48e-06,-5.261219441515631,-5.221848749616356,0.03937069189927467,v1,o0a,6e-06,1
doi_formula,1145,Li2PS3,10.1016/j.ssi.2015.10.015,2,caltech|liverpool,caltech_icsd_242170|liverpool_502_0417,2.38e-07|2.57e-07,-6.623423042943488,-6.590066876668706,0.033356166274781884,caltech,caltech_icsd_242170,2.38e-07,1
doi_formula,133,Li3.6Si0.6P0.4S4,10.1006/jssc.2002.9701,2,v1|liverpool,5e2|liverpool_762_0633,7.19e-05|7.76e-05,-4.1432711096171175,-4.110138278741812,0.03313283087530561,v1,5e2,7.19e-05,1
doi_formula,541,Li4Ge(SeS)2,10.1021/acs.chemmater.0c04150,2,v1|caltech,zv5|caltech_icsd_111751,2.8e-05|2.6e-05,-4.585026652029182,-4.552841968657781,0.032184683371401235,v1,zv5,2.8e-05,1
doi_formula,1046,Li7La3Zr2O12,10.1016/j.jssc.2009.05.020,3,caltech|liverpool|liverpool,caltech_icsd_183684|liverpool_24_0018|liverpool_775_0645,1.63e-06|1.63e-06|1.52e-06,-5.818156412055227,-5.787812395596042,0.030344016459185497,caltech,caltech_icsd_183684,1.63e-06,2
doi_formula,536,Li4Sn(SeS)2,10.1021/acs.chemmater.0c04150,2,v1|caltech,klr|caltech_icsd_111755,3.6e-05|3.38e-05,-4.471083299722345,-4.443697499232712,0.027385800489632572,v1,klr,3.6e-05,1
doi_formula,476,Li6.25Si0.25P0.75S5Br1,10.1039/c7ta08581h,3,v1|caltech|liverpool,vj7|caltech_icsd_234594|liverpool_747_0621,0.00141|0.00141|0.0015,-2.85078088734462,-2.8239087409443187,0.026872146400301222,v1,vj7,0.00141,2
doi_formula,329,Li6Br3N,10.1016/j.jallcom.2015.01.082,2,v1|caltech,kkn|caltech_icsd_84091,1e-08|9.47e-09,-8.023650020996726,-8.0,0.023650020996726084,v1,kkn,1e-08,1
doi_formula,862,Li3Fe2(PO4)3,10.1016/0167-2738(90)90442-t,2,caltech|liverpool,caltech_icsd_69345|liverpool_2008_0797,1.17e-08|1.11e-08,-7.954677021213342,-7.931814138253839,0.022862882959503672,caltech,caltech_icsd_69345,1.17e-08,1
doi_formula,79,Sr0.5Li0.5Ta0.75Cr0.25O3,10.1016/s0378-7753(97)02645-1,2,v1|liverpool,w1l|liverpool_619_0515,6e-05|6.31e-05,-4.221848749616356,-4.199970640755866,0.021878108860490464,v1,w1l,6e-05,1
doi_formula,198,Li5La3(SbO6)2,10.1016/j.materresbull.2007.10.035,2,v1|caltech,xog|caltech_icsd_161342,7.8e-06|8.2e-06,-5.107905397309519,-5.086186147616283,0.02171924969323591,v1,xog,7.8e-06,1
doi_formula,479,Li6.5Si0.5P0.5S5Br1,10.1039/c7ta08581h,3,v1|caltech|liverpool,fkj|caltech_icsd_234597|liverpool_744_0618,0.00219|0.00219|0.0023,-2.6595558851598815,-2.638272163982407,0.021283721177474568,v1,fkj,0.00219,2
doi_formula,199,SrLi6La2(SbO6)2,10.1016/j.materresbull.2007.10.035,2,v1|caltech,bi3|caltech_icsd_161343,6.3e-06|6.6e-06,-5.200659450546418,-5.180456064458132,0.0202033860882862,v1,bi3,6.3e-06,1
doi_formula,420,Li10Sn(PS6)2,10.1021/acs.chemmater.8b00266,3,v1|caltech|caltech,13q|caltech_icsd_30173|caltech_icsd_255750,0.00398|0.0038|0.0038,-2.42021640338319,-2.4001169279263124,0.020099475456877514,v1,13q,0.00398,2
doi_formula,383,Li0.3La0.7Ti0.6Al0.4O3,10.1016/j.jallcom.2017.05.278,2,v1|caltech,gwu|caltech_icsd_254048,1.04e-07|1e-07,-7.0,-6.982966660701219,0.017033339298780703,v1,gwu,1.04e-07,1
doi_formula,485,Sr1Li1.1Zr0.1Nb1.9O6F1,10.2497/jjspm.65.26,2,v1|caltech,ysm|caltech_icsd_236013,1e-10|9.67e-11,-10.014573525916997,-10.0,0.014573525916997454,v1,ysm,1e-10,1
doi_formula,244,Li6.75La3Zr1.75Ta0.25O12,10.1016/j.jpowsour.2012.01.131,3,v1|caltech|liverpool,7w5|caltech_icsd_183873|liverpool_301_0238,0.00087|0.00087|0.000896,-3.0604807473813813,-3.0476919903378747,0.012788757043506571,v1,7w5,0.00087,2
doi_formula,129,Li3.2Ge0.2P0.8S4,10.1149/1.1379028,2,v1|liverpool,j3x|liverpool_300_0237,0.000555|0.00054,-3.2676062401770314,-3.2557070168773237,0.011899223299707717,v1,j3x,0.000555,1
doi_formula,381,Li0.4La0.6Ti0.8Al0.2O3,10.1016/j.jallcom.2017.05.278,2,v1|caltech,lud|caltech_icsd_254046,0.000568|0.000552732,-3.257485391540673,-3.245651664288981,0.011833727251691961,v1,lud,0.000568,1
doi_formula,542,Li4GeSe4,10.1021/acs.chemmater.0c04150,2,v1|caltech,xk3|caltech_icsd_111754,5e-06|4.87e-06,-5.3124710387853655,-5.301029995663981,0.011441043121384276,v1,xk3,5e-06,1
doi_formula,380,Li0.45La0.55Ti0.9Al0.1O3,10.1016/j.jallcom.2017.05.278,2,v1|caltech,lk8|caltech_icsd_254045,0.00151|0.001471176,-2.8323353685664605,-2.8210230527068307,0.011312315859629773,v1,lk8,0.00151,1
doi_formula,992,Li3BN2,10.1016/0022-4596(87)90135-6,2,caltech|caltech,caltech_icsd_155126|caltech_icsd_655673,1.56e-10|1.6e-10,-9.806875401645538,-9.795880017344075,0.010995384301462963,caltech,caltech_icsd_155126,1.56e-10,1
doi_formula,382,Li0.35La0.65Ti0.7Al0.3O3,10.1016/j.jallcom.2017.05.278,2,v1|caltech,vlm|caltech_icsd_254047,0.000161|0.000157618,-3.80239418751722,-3.7931741239681505,0.009220063549069568,v1,vlm,0.000161,1
doi_formula,438,Li4.4Al0.4Sn0.6S4,10.1021/acs.chemmater.8b03175,3,v1|caltech|liverpool,usu|caltech_icsd_235207|liverpool_894_0752,4.3e-06|4.39e-06|4.39e-06,-5.366531544420414,-5.357535479757878,0.008996064662535552,v1,usu,4.3e-06,2
doi_formula,882,LiSn2(PO4)3,10.1149/1.2220723,2,caltech|liverpool,caltech_icsd_83832|liverpool_471_0389,2.04e-09|2e-09,-8.698970004336019,-8.6903698325741,0.008600171761917963,caltech,caltech_icsd_83832,2.04e-09,1
doi_formula,206,Li6CaLa2Ta2O12,10.1016/j.ssi.2008.10.022,3,v1|caltech|liverpool,jej|caltech_icsd_163860|liverpool_221_0181,2.2e-06|2.2e-06|2.24e-06,-5.657577319177793,-5.649751981665837,0.007825337511956576,v1,jej,2.2e-06,2
doi_formula,478,Li6.35Si0.35P0.65S5Br1,10.1039/c7ta08581h,3,v1|caltech|liverpool,10s|caltech_icsd_234596|liverpool_743_0617,0.00234|0.00234|0.0023,-2.638272163982407,-2.630784142589857,0.007488021392549893,v1,10s,0.00234,2
doi_formula,207,BaLi6La2Ta2O12,10.1016/j.ssi.2008.10.022,3,v1|caltech|liverpool,hud|caltech_icsd_163861|liverpool_220_0180,1.3e-05|1.3e-05|1.28e-05,-4.892790030352131,-4.886056647693163,0.006733382658968168,v1,hud,1.3e-05,2
doi_formula,36,Li1.4Ti1.6Fe0.4P3O12,10.1149/1.2086597,2,v1|liverpool,xr7|liverpool_460_0378,0.000392|0.000386,-3.413412695328245,-3.406713932979543,0.0066987623487020365,v1,xr7,0.000392,1
doi_formula,31,Li1.5Ti1.5Cr0.5P3O12,10.1149/1.2086597,2,v1|liverpool,d6b|liverpool_358_0288,0.000386|0.000391,-3.413412695328245,-3.4078232426041333,0.005589452724111599,v1,d6b,0.000386,1
doi_formula,1033,Li7La3Hf2O12,10.1016/j.jssc.2009.10.030,2,caltech|liverpool,caltech_icsd_174202|liverpool_776_0646,9.85e-07|9.73e-07,-6.011887159731648,-6.006563769502388,0.005323390229260205,caltech,caltech_icsd_174202,9.85e-07,1
doi_formula,538,Li4Sn0.5Ge0.5Se4,10.1021/acs.chemmater.0c04150,2,v1|caltech,qer|caltech_icsd_111760,1.8e-06|1.78e-06,-5.749579997691106,-5.7447274948966935,0.00485250279441285,v1,qer,1.8e-06,1
doi_formula,1089,Li6PS5Br,10.1039/c7ta08581h,2,caltech|liverpool,caltech_icsd_234584|liverpool_755_0629,0.000701|0.000694,-3.158640529545145,-3.1542819820333414,0.0043585475118037564,caltech,caltech_icsd_234584,0.000701,1
doi_formula,469,Li6.05Si0.05P0.95S5Br1,10.1039/c7ta08581h,3,v1|caltech|liverpool,09w|caltech_icsd_234586|liverpool_756_0630,0.000437|0.000437|0.000441,-3.359518563029578,-3.3555614105321614,0.003957152497416683,v1,09w,0.000437,2
doi_formula,437,Li4.4Al0.4Ge0.6S4,10.1021/acs.chemmater.8b03175,3,v1|caltech|liverpool,deu|caltech_icsd_235201|liverpool_893_0751,4.3e-05|4.33e-05|4.33e-05,-4.366531544420414,-4.363512103646634,0.0030194407737793583,v1,deu,4.3e-05,2
doi_formula,30,Li1.4Ti1.6Cr0.4P3O12,10.1149/1.2086597,2,v1|liverpool,v1t|liverpool_464_0382,0.000149|0.00015,-3.826813731587726,-3.8239087409443187,0.0029049906434073236,v1,v1t,0.000149,1
doi_formula,543,Li4GeSe3S,10.1021/acs.chemmater.0c04150,2,v1|caltech,i4l|caltech_icsd_111753,1.5e-05|1.51e-05,-4.823908740944319,-4.82102305270683,0.0028856882374883597,v1,i4l,1.5e-05,1
doi_formula,41,Li1.4Ti1.6In0.4P3O12,10.1149/1.2086597,2,v1|liverpool,yn6|liverpool_461_0379,0.000302|0.0003,-3.5228787452803374,-3.5199930570428495,0.0028856882374879156,v1,yn6,0.000302,1
doi_formula,37,Li1.5Ti1.5Fe0.5P3O12,10.1149/1.2086597,3,v1|caltech|liverpool,pg8|caltech_icsd_55751|liverpool_463_0381,0.000174|0.000174|0.000175,-3.7594507517174005,-3.7569619513137056,0.002488800403694924,v1,pg8,0.000174,2
doi_formula,377,Ba0.1Li6.5La2.9Zr1.4Ta0.6O12,10.3389/fenrg.2016.00028,2,v1|liverpool,dti|liverpool_45_0034,0.000834|0.00083,-3.0809219076239263,-3.078833949362261,0.0020879582616650794,v1,dti,0.000834,1
doi_formula,540,Li4GeSeS3,10.1021/acs.chemmater.0c04150,2,v1|caltech,1ty|caltech_icsd_111752,8.5e-06|8.54e-06,-5.070581074285707,-5.068542129310995,0.0020389449747124644,v1,1ty,8.5e-06,1
doi_formula,217,Li3N,10.1039/c0ee00052c,3,v1|caltech|liverpool,gvd|caltech_icsd_26540|liverpool_725_0605,0.0005767|0.0005767|0.000575,-3.2403321553103694,-3.2390500485891027,0.001282106721266718,v1,gvd,0.0005767,2
doi_formula,162,Li7BiO6,10.1021/ic030208w,2,v1|caltech,7bi|caltech_icsd_155950,8.81e-07|8.8e-07,-6.055517327849832,-6.055024091587952,0.0004932362618799147,v1,7bi,8.81e-07,1
doi_formula,487,Li3InCl6,10.1002/anie.201909805,4,v1|v1|caltech|caltech,de5|v12|caltech_icsd_17638|caltech_icsd_89617,0.00204|0.00204|0.00204|0.00204,-2.6903698325741012,-2.6903698325741012,0.0,v1,de5,0.00204,3
doi_formula,67,Li2.88P1N0.14O3.73,10.1006/jssc.1995.1140,3,v1|caltech|liverpool,uxo|caltech_icsd_79426|liverpool_738_0616,1.4e-13|1.4e-13|1.4e-13,-12.853871964321762,-12.853871964321762,0.0,v1,uxo,1.4e-13,2
doi_formula,163,BaLi6La2Ta2O12,10.1002/adfm.200400044,3,v1|liverpool|liverpool,544|liverpool_700_0584|liverpool_759_0631,4e-05|4e-05|4e-05,-4.3979400086720375,-4.3979400086720375,0.0,v1,544,4e-05,2
doi_formula,164,SrLi6La2Ta2O12,10.1002/adfm.200400044,3,v1|liverpool|liverpool,ps0|liverpool_760_0632|liverpool_840_0698,7e-06|7e-06|7e-06,-5.154901959985743,-5.154901959985743,0.0,v1,ps0,7e-06,2
doi_formula,169,SrLi6La2Nb2O12,10.1111/j.1551-2916.2005.00060.x,3,v1|caltech|liverpool,cjq|caltech_icsd_157628|liverpool_815_0683,4.2e-06|4.2e-06|4.2e-06,-5.376750709602099,-5.376750709602099,0.0,v1,cjq,4.2e-06,2
doi_formula,258,Li4SnS4,10.1021/cm3011315,3,v1|caltech|liverpool,kmv|caltech_icsd_290832|liverpool_789_0659,7e-05|7e-05|7e-05,-4.154901959985743,-4.154901959985743,0.0,v1,kmv,7e-05,2
