pair_id,group_id,doi,化学式_a,化学式_b,family,trend_label,pair_weight_group_equal,delta_entropy_c_l,delta_log10_rho_plus_incl_li,delta_log10_phi_plus_incl_li,delta_field_x_r_diff,delta_n_Li,delta_log_rho_ratio,delta_r_all_pm,delta_n_host_cation,delta_ir_mean_square_all,delta_atwt_geometric_mean_all,delta_chi_all,delta_chi_minus,delta_r_minus_pm,mean_entropy_c_l,mean_log10_rho_plus_incl_li,mean_log10_phi_plus_incl_li,mean_field_x_r_diff,mean_n_Li,mean_r_all_pm,mean_atwt_geometric_mean_all,mean_chi_all,abs_delta_entropy_c_l,abs_delta_log10_rho_plus_incl_li,abs_delta_log10_phi_plus_incl_li,abs_delta_field_x_r_diff,abs_delta_n_Li,composition_L1_distance
trpair_000723,trgrp_0080,10.1021/acs.chemmater.8b01504,Li3.4Ge0.4V0.6O4,Li3P0.2V0.8O4,lisicon,unchanged,0.009523809523809525,-0.17260924347106865,0.6203237969510838,0.14473582450512867,-1.2034476967674648,-0.029761904761904823,0.6203237969510829,0.6803571428571189,0.005952380952380931,273.0488690476177,0.03217391444380624,0.05834523809523784,0.0,0.0,0.5867070452737222,12.105572569888615,-1.3703091775495149,-3.3550672719498813,0.38988095238095244,98.57232142857143,13.336552933622528,2.276077380952381,0.17260924347106865,0.6203237969510838,0.14473582450512867,1.2034476967674648,0.029761904761904823,0.15476190476190477
trpair_000724,trgrp_0080,10.1021/acs.chemmater.8b01504,Li3.4Ge0.4V0.6O4,Li3P0.4V0.6O4,lisicon,unchanged,0.009523809523809525,0.0,0.848966182367402,0.21299719787827454,-1.9468839311794297,-0.029761904761904823,0.8489661823674013,0.0866071428571189,0.005952380952380931,238.7598065476177,-0.13288339231790047,0.07234523809523763,0.0,0.0,0.6730116670092565,12.219893762596774,-1.3361784908629422,-3.7267853891558635,0.38988095238095244,98.27544642857143,13.254024280241675,2.283077380952381,0.0,0.848966182367402,0.21299719787827454,1.9468839311794297,0.029761904761904823,0.15476190476190474
trpair_000725,trgrp_0080,10.1021/acs.chemmater.8b01504,Li3.4Ge0.4V0.6O4,Li3P0.6V0.4O4,lisicon,unchanged,0.009523809523809525,0.0,0.9979735558645473,0.27197247790360035,-2.7106760840323916,-0.029761904761904823,0.9979735558645471,-0.5071428571428811,0.005952380952380931,204.4707440476177,-0.2959003598853993,0.08634523809523786,0.0,0.0,0.6730116670092565,12.294397449345347,-1.3066908508502793,-4.108681465582345,0.38988095238095244,97.97857142857143,13.172515796457926,2.290077380952381,0.0,0.9979735558645473,0.27197247790360035,2.7106760840323916,0.029761904761904823,0.19761904761904758
trpair_000726,trgrp_0080,10.1021/acs.chemmater.8b01504,Li3.4Ge0.4V0.6O4,Li3P0.8V0.2O4,lisicon,unchanged,0.009523809523809525,-0.17260924347106865,1.1087094470389403,0.3238882786181272,-3.494824155326348,-0.029761904761904823,1.108709447038941,-1.100892857142881,0.005952380952380931,170.1816815476177,-0.45690220970516293,0.10034523809523765,0.0,0.0,0.5867070452737222,12.349765394932543,-1.2807329504930158,-4.500755501229323,0.38988095238095244,97.68169642857143,13.092014871548043,2.297077380952381,0.17260924347106865,1.1087094470389403,0.3238882786181272,3.494824155326348,0.029761904761904823,0.24761904761904763
trpair_000727,trgrp_0080,10.1021/acs.chemmater.8b01504,Li3.4Ge0.4V0.6O4,Li3PO4,lisicon,unchanged,0.009523809523809525,-0.6730116670092565,1.196869317816141,0.3702554274017511,-4.299328145061301,-0.029761904761904823,1.1968693178161416,-1.694642857142881,0.005952380952380931,135.8926190476177,-0.6159138514513067,0.11434523809523789,0.0,0.0,0.33650583350462826,12.393845330321144,-1.2575493761012038,-4.9030074960968,0.38988095238095244,97.38482142857143,13.012509050674971,2.304077380952381,0.6730116670092565,1.196869317816141,0.3702554274017511,4.299328145061301,0.029761904761904823,0.2976190476190476
trpair_000728,trgrp_0080,10.1021/acs.chemmater.8b01504,Li3.4Ge0.4V0.6O4,Li3VO4,lisicon,unchanged,0.009523809523809525,-0.6730116670092565,0.10754252706142786,0.06370745047721171,-0.48036738079649544,-0.029761904761904823,0.10754252706142786,1.274107142857119,0.005952380952380931,307.3379315476177,0.19929709752073066,0.044345238095237605,0.0,0.0,0.33650583350462826,11.849181934943786,-1.4108233645634733,-2.9935271139643964,0.38988095238095244,98.86919642857143,13.42011452516099,2.269077380952381,0.6730116670092565,0.10754252706142786,0.06370745047721171,0.48036738079649544,0.029761904761904823,0.15476190476190474
trpair_000729,trgrp_0080,10.1021/acs.chemmater.8b01504,Li3.6Ge0.6P0.4O4,Li3.6Ge0.6V0.4O4,lisicon,unchanged,0.009523809523809525,0.0,-0.8278331164209618,-0.15943229802210457,1.2305110093679952,0.0,-0.8278331164209625,1.104651162790688,0.0,63.79360465116224,0.30261574602871555,-0.026046511627907165,0.0,0.0,0.6730116670092565,12.15273990171858,-1.3938687108169265,-3.1636032211849145,0.41860465116279066,97.08720930232556,13.077465430460606,2.239302325581395,0.0,0.8278331164209618,0.15943229802210457,1.2305110093679952,0.0,0.09302325581395347
trpair_000730,trgrp_0080,10.1021/acs.chemmater.8b01504,Li3.6Ge0.6P0.4O4,Li3.8Ge0.8V0.2O4,lisicon,unchanged,0.009523809523809525,-0.17260924347106865,-0.8871023198223966,-0.18983682272025781,1.416368820810554,0.013213530655391104,-0.8871023198223957,0.5389799154334014,-0.0026427061310782124,-72.65663979915371,0.21567977585454834,-0.045734672304439616,0.0,0.0,0.5867070452737222,12.123105300017862,-1.4090709731660032,-3.070674315463635,0.4252114164904862,96.80437367864693,13.033997445373522,2.229458245243129,0.17260924347106865,0.8871023198223966,0.18983682272025781,1.416368820810554,0.013213530655391104,0.11416490486257923
trpair_000731,trgrp_0080,10.1021/acs.chemmater.8b01504,Li3.6Ge0.6P0.4O4,Li3.8Ge0.8P0.2O4,lisicon,unchanged,0.009523809523809525,-0.17260924347106865,-0.2695200696894986,-0.10065695047292156,0.8397694071704183,0.013213530655391104,-0.2695200696894977,-0.0007928118393181194,-0.0026427061310782124,-103.82851479915371,0.06791324514195729,-0.03300739957716692,0.0,0.0,0.5867070452737222,12.431896425084311,-1.364481037042335,-3.358974022283703,0.4252114164904862,96.53448731501057,12.960114180017225,2.235821881606765,0.17260924347106865,0.2695200696894986,0.10065695047292156,0.8397694071704183,0.013213530655391104,0.06871035940803377
trpair_000732,trgrp_0080,10.1021/acs.chemmater.8b01504,Li3.6Ge0.6P0.4O4,Li4GeO4,lisicon,unchanged,0.009523809523809525,-0.6730116670092565,-0.9498479758709522,-0.21982319418563967,1.5856220108930672,0.025839793281653756,-0.9498479758709517,-0.001550387596893188,-0.00516795865633074,-203.04242894056915,0.13314147491330708,-0.06454780361757129,0.0,0.0,0.33650583350462826,12.091732471993584,-1.4240641588986942,-2.9860477204223788,0.43152454780361754,96.53410852713178,12.9927282949029,2.220051679586563,0.6730116670092565,0.9498479758709522,0.21982319418563967,1.5856220108930672,0.025839793281653756,0.13436692506459946
trpair_000733,trgrp_0080,10.1021/acs.chemmater.8b01504,Li3.6Ge0.6P0.4O4,Li3P0.2V0.8O4,lisicon,unchanged,0.009523809523809525,-0.17260924347106865,-0.15092199156490338,0.01621129650892361,-0.17793239446470155,-0.043604651162790664,-0.15092199156490405,2.3776162790697697,0.008720930232558155,479.7903488372085,0.42648233339818375,0.05292441860465136,0.0,0.0,0.5867070452737222,12.491195464146609,-1.3060469135514126,-3.8678249231012627,0.39680232558139533,97.72369186046511,13.13939872414534,2.2787877906976743,0.17260924347106865,0.15092199156490338,0.01621129650892361,0.17793239446470155,0.043604651162790664,0.2697674418604651
trpair_000734,trgrp_0080,10.1021/acs.chemmater.8b01504,Li3.6Ge0.6P0.4O4,Li3P0.4V0.6O4,lisicon,unchanged,0.009523809523809525,0.0,0.07772039385141483,0.08447266988206947,-0.9213686288766665,-0.043604651162790664,0.07772039385141438,1.7838662790697697,0.008720930232558155,445.5012863372085,0.26142502663647704,0.06692441860465115,0.0,0.0,0.6730116670092565,12.605516656854768,-1.2719162268648394,-4.239543040307245,0.39680232558139533,97.42681686046511,13.056870070764486,2.2857877906976745,0.0,0.07772039385141483,0.08447266988206947,0.9213686288766665,0.043604651162790664,0.22674418604651164
trpair_000735,trgrp_0080,10.1021/acs.chemmater.8b01504,Li3.6Ge0.6P0.4O4,Li3P0.6V0.4O4,lisicon,unchanged,0.009523809523809525,0.0,0.22672776734856015,0.1434479499073953,-1.6851607817296284,-0.043604651162790664,0.22672776734856015,1.1901162790697697,0.008720930232558155,411.2122238372085,0.0984080590689782,0.08092441860465138,0.0,0.0,0.6730116670092565,12.68002034360334,-1.2424285868521765,-4.621439116733726,0.39680232558139533,97.12994186046511,12.975361586980735,2.292787790697674,0.0,0.22672776734856015,0.1434479499073953,1.6851607817296284,0.043604651162790664,0.22674418604651164
trpair_000736,trgrp_0080,10.1021/acs.chemmater.8b01504,Li3.6Ge0.6P0.4O4,Li3P0.8V0.2O4,lisicon,unchanged,0.009523809523809525,-0.17260924347106865,0.3374636585229531,0.19536375062192213,-2.469308853023585,-0.043604651162790664,0.337463658522954,0.5963662790697697,0.008720930232558155,376.9231613372085,-0.06259379075078542,0.09492441860465117,0.0,0.0,0.5867070452737222,12.735388289190537,-1.216470686494913,-5.013513152380705,0.39680232558139533,96.83306686046511,12.894860662070855,2.2997877906976743,0.17260924347106865,0.3374636585229531,0.19536375062192213,2.469308853023585,0.043604651162790664,0.22674418604651167
trpair_000737,trgrp_0080,10.1021/acs.chemmater.8b01504,Li3.6Ge0.6P0.4O4,Li3PO4,lisicon,unchanged,0.009523809523809525,-0.6730116670092565,0.4256235293001538,0.24173089940554604,-3.273812842758538,-0.043604651162790664,0.4256235293001547,0.002616279069769689,0.008720930232558155,342.6340988372085,-0.2216054324969292,0.10892441860465141,0.0,0.0,0.33650583350462826,12.779468224579137,-1.1932871121031012,-5.415765147248181,0.39680232558139533,96.53619186046511,12.815354841197783,2.3067877906976744,0.6730116670092565,0.4256235293001538,0.24173089940554604,3.273812842758538,0.043604651162790664,0.22674418604651164
trpair_000738,trgrp_0080,10.1021/acs.chemmater.8b01504,Li3.6Ge0.6P0.4O4,Li3VO4,lisicon,unchanged,0.009523809523809525,-0.6730116670092565,-0.6637032614545593,-0.06481707751899335,0.5451479215062678,-0.043604651162790664,-0.663703261454559,2.9713662790697697,0.008720930232558155,514.0794113372085,0.5936055164751082,0.03892441860465112,0.0,0.0,0.33650583350462826,12.234804829201781,-1.346561100565371,-3.5062847651157782,0.39680232558139533,98.02056686046511,13.222960315683801,2.2717877906976742,0.6730116670092565,0.6637032614545593,0.06481707751899335,0.5451479215062678,0.043604651162790664,0.31976744186046513
trpair_000739,trgrp_0080,10.1021/acs.chemmater.8b01504,Li3.6Ge0.6V0.4O4,Li3.8Ge0.8V0.2O4,lisicon,unchanged,0.009523809523809525,-0.17260924347106865,-0.05926920340143482,-0.030404524698153246,0.18585781144255886,0.013213530655391104,-0.05926920340143327,-0.5656712473572867,-0.0026427061310782124,-136.45024445031595,-0.08693597017416721,-0.01968816067653245,0.0,0.0,0.5867070452737222,11.709188741807381,-1.4887871221770554,-2.4554188107796375,0.4252114164904862,97.35669926004226,13.18530531838788,2.2164349894291755,0.17260924347106865,0.05926920340143482,0.030404524698153246,0.18585781144255886,0.013213530655391104,0.06871035940803377
trpair_000740,trgrp_0080,10.1021/acs.chemmater.8b01504,Li3.6Ge0.6V0.4O4,Li3.8Ge0.8P0.2O4,lisicon,unchanged,0.009523809523809525,-0.17260924347106865,0.5583130467314632,0.05877534754918301,-0.3907416021975769,0.013213530655391104,0.5583130467314648,-1.1054439746300062,-0.0026427061310782124,-167.62211945031595,-0.23470250088675826,-0.006960887949259753,0.0,0.0,0.5867070452737222,12.01797986687383,-1.4441971860533873,-2.7437185175997056,0.4252114164904862,97.08681289640592,13.111422053031584,2.2227986257928114,0.17260924347106865,0.5583130467314632,0.05877534754918301,0.3907416021975769,0.013213530655391104,0.11416490486257924
trpair_000741,trgrp_0080,10.1021/acs.chemmater.8b01504,Li3.6Ge0.6V0.4O4,Li4GeO4,lisicon,unchanged,0.009523809523809525,-0.6730116670092565,-0.12201485944999035,-0.0603908961635351,0.355111001525072,0.025839793281653756,-0.12201485944998924,-1.1062015503875813,-0.00516795865633074,-266.8360335917314,-0.16947427111540847,-0.03850129198966412,0.0,0.0,0.33650583350462826,11.677815913783103,-1.5037803079097465,-2.3707922157383807,0.43152454780361754,97.08643410852713,13.144036167917259,2.207028423772609,0.6730116670092565,0.12201485944999035,0.0603908961635351,0.355111001525072,0.025839793281653756,0.13436692506459946
trpair_000742,trgrp_0080,10.1021/acs.chemmater.8b01504,Li3.6Ge0.6V0.4O4,Li3P0.2V0.8O4,lisicon,unchanged,0.009523809523809525,-0.17260924347106865,0.6769111248560584,0.17564359453102818,-1.4084434038326967,-0.043604651162790664,0.6769111248560584,1.2729651162790816,0.008720930232558155,415.99674418604627,0.1238665873694682,0.07897093023255852,0.0,0.0,0.5867070452737222,12.077278905936128,-1.3857630625624648,-3.2525694184172655,0.39680232558139533,98.27601744186046,13.290706597159698,2.2657645348837208,0.17260924347106865,0.6769111248560584,0.17564359453102818,1.4084434038326967,0.043604651162790664,0.22674418604651164
trpair_000743,trgrp_0080,10.1021/acs.chemmater.8b01504,Li3.6Ge0.6V0.4O4,Li3P0.4V0.6O4,lisicon,unchanged,0.009523809523809525,0.0,0.9055535102723766,0.24390496790417404,-2.1518796382446617,-0.043604651162790664,0.9055535102723768,0.6792151162790816,0.008720930232558155,381.70768168604627,-0.041190719392238506,0.09297093023255831,0.0,0.0,0.6730116670092565,12.191600098644287,-1.3516323758758917,-3.624287535623248,0.39680232558139533,97.97914244186046,13.208177943778843,2.272764534883721,0.0,0.9055535102723766,0.24390496790417404,2.1518796382446617,0.043604651162790664,0.22674418604651167
trpair_000744,trgrp_0080,10.1021/acs.chemmater.8b01504,Li3.6Ge0.6V0.4O4,Li3P0.6V0.4O4,lisicon,unchanged,0.009523809523809525,0.0,1.054560883769522,0.30288024792949986,-2.9156717910976235,-0.043604651162790664,1.0545608837695226,0.0854651162790816,0.008720930232558155,347.41861918604627,-0.20420768695973734,0.10697093023255855,0.0,0.0,0.6730116670092565,12.26610378539286,-1.3221447358632288,-4.006183612049728,0.39680232558139533,97.68226744186046,13.126669459995094,2.2797645348837206,0.0,1.054560883769522,0.30288024792949986,2.9156717910976235,0.043604651162790664,0.22674418604651167
trpair_000745,trgrp_0080,10.1021/acs.chemmater.8b01504,Li3.6Ge0.6V0.4O4,Li3P0.8V0.2O4,lisicon,unchanged,0.009523809523809525,-0.17260924347106865,1.165296774943915,0.3547960486440267,-3.69981986239158,-0.043604651162790664,1.1652967749439165,-0.5082848837209184,0.008720930232558155,313.12955668604627,-0.36520953677950097,0.12097093023255834,0.0,0.0,0.5867070452737222,12.321471730980056,-1.2961868355059654,-4.398257647696707,0.39680232558139533,97.38539244186046,13.046168535085211,2.2867645348837207,0.17260924347106865,1.165296774943915,0.3547960486440267,3.69981986239158,0.043604651162790664,0.2697674418604651
trpair_000746,trgrp_0080,10.1021/acs.chemmater.8b01504,Li3.6Ge0.6V0.4O4,Li3PO4,lisicon,unchanged,0.009523809523809525,-0.6730116670092565,1.2534566457211156,0.4011631974276506,-4.504323852126533,-0.043604651162790664,1.2534566457211171,-1.1020348837209184,0.008720930232558155,278.84049418604627,-0.5242211785256448,0.13497093023255857,0.0,0.0,0.33650583350462826,12.365551666368656,-1.2730032611141535,-4.800509642564183,0.39680232558139533,97.08851744186046,12.966662714212141,2.293764534883721,0.6730116670092565,1.2534566457211156,0.4011631974276506,4.504323852126533,0.043604651162790664,0.31976744186046513
trpair_000747,trgrp_0080,10.1021/acs.chemmater.8b01504,Li3.6Ge0.6V0.4O4,Li3VO4,lisicon,unchanged,0.009523809523809525,-0.6730116670092565,0.16412985496640253,0.09461522050311122,-0.6853630878617274,-0.043604651162790664,0.16412985496640342,1.8667151162790816,0.008720930232558155,450.28580668604627,0.2909897704463926,0.06497093023255829,0.0,0.0,0.33650583350462826,11.8208882709913,-1.4262772495764233,-2.8910292604317807,0.39680232558139533,98.57289244186046,13.37426818869816,2.2587645348837206,0.6730116670092565,0.16412985496640253,0.09461522050311122,0.6853630878617274,0.043604651162790664,0.22674418604651164
trpair_000748,trgrp_0080,10.1021/acs.chemmater.8b01504,Li3.8Ge0.8V0.2O4,Li3.8Ge0.8P0.2O4,lisicon,unchanged,0.009523809523809525,0.0,0.617582250132898,0.08917987224733626,-0.5765994136401358,0.0,0.617582250132898,-0.5397727272727195,0.0,-31.171875,-0.14776653071259105,0.012727272727272698,0.0,0.0,0.5004024235381879,11.988345265173113,-1.459399448402464,-2.6507896118784258,0.43181818181818177,96.80397727272727,13.0679540679445,2.2129545454545454,0.0,0.617582250132898,0.08917987224733626,0.5765994136401358,0.0,0.045454545454545456
trpair_000749,trgrp_0080,10.1021/acs.chemmater.8b01504,Li3.8Ge0.8V0.2O4,Li4GeO4,lisicon,unchanged,0.009523809523809525,-0.5004024235381879,-0.06274565604855553,-0.029986371465381856,0.16925319008251316,0.012626262626262652,-0.06274565604855598,-0.5405303030302946,-0.0025252525252525276,-130.38578914141544,-0.08253830094124126,-0.01881313131313167,0.0,0.0,0.25020121176909393,11.648181312082386,-1.518982570258823,-2.2778633100171017,0.4381313131313131,96.80359848484848,13.100568182830175,2.197184343434343,0.5004024235381879,0.06274565604855553,0.029986371465381856,0.16925319008251316,0.012626262626262652,0.06565656565656569
trpair_000750,trgrp_0080,10.1021/acs.chemmater.8b01504,Li3.8Ge0.8V0.2O4,Li3P0.2V0.8O4,lisicon,unchanged,0.009523809523809525,0.0,0.7361803282574932,0.20604811922918143,-1.5943012152752556,-0.05681818181818177,0.7361803282574917,1.8386363636363683,0.011363636363636367,552.4469886363622,0.21080255754363542,0.09865909090909097,0.0,0.0,0.5004024235381879,12.04764430423541,-1.4009653249115415,-3.1596405126959857,0.4034090909090909,97.99318181818181,13.247238612072614,2.2559204545454543,0.0,0.7361803282574932,0.20604811922918143,1.5943012152752556,0.05681818181818177,0.2954545454545454
trpair_000751,trgrp_0080,10.1021/acs.chemmater.8b01504,Li3.8Ge0.8V0.2O4,Li3P0.4V0.6O4,lisicon,unchanged,0.009523809523809525,0.17260924347106865,0.9648227136738114,0.2743094926023273,-2.3377374496872205,-0.05681818181818177,0.9648227136738101,1.2448863636363683,0.011363636363636367,518.1579261363622,0.045745250781928704,0.11265909090909076,0.0,0.0,0.5867070452737222,12.16196549694357,-1.3668346382249683,-3.5313586299019684,0.4034090909090909,97.69630681818181,13.164709958691759,2.2629204545454544,0.17260924347106865,0.9648227136738114,0.2743094926023273,2.3377374496872205,0.05681818181818177,0.2954545454545454
trpair_000752,trgrp_0080,10.1021/acs.chemmater.8b01504,Li3.8Ge0.8V0.2O4,Li3P0.6V0.4O4,lisicon,unchanged,0.009523809523809525,0.17260924347106865,1.1138300871709568,0.3332847726276531,-3.1015296025401824,-0.05681818181818177,1.1138300871709559,0.6511363636363683,0.011363636363636367,483.8688636363622,-0.11727171678557013,0.126659090909091,0.0,0.0,0.5867070452737222,12.236469183692142,-1.3373469982123054,-3.9132547063284493,0.4034090909090909,97.39943181818181,13.08320147490801,2.2699204545454545,0.17260924347106865,1.1138300871709568,0.3332847726276531,3.1015296025401824,0.05681818181818177,0.2954545454545454
trpair_000753,trgrp_0080,10.1021/acs.chemmater.8b01504,Li3.8Ge0.8V0.2O4,Li3P0.8V0.2O4,lisicon,unchanged,0.009523809523809525,0.0,1.2245659783453497,0.38520057334217994,-3.885677673834139,-0.05681818181818177,1.2245659783453497,0.05738636363636829,0.011363636363636367,449.5798011363622,-0.27827356660533376,0.1406590909090908,0.0,0.0,0.5004024235381879,12.291837129279338,-1.311389097855042,-4.305328741975428,0.4034090909090909,97.10255681818181,13.002700549998128,2.276920454545454,0.0,1.2245659783453497,0.38520057334217994,3.885677673834139,0.05681818181818177,0.2954545454545454
trpair_000754,trgrp_0080,10.1021/acs.chemmater.8b01504,Li3.8Ge0.8V0.2O4,Li3PO4,lisicon,unchanged,0.009523809523809525,-0.5004024235381879,1.3127258491225504,0.43156772212580385,-4.690181663569092,-0.05681818181818177,1.3127258491225504,-0.5363636363636317,0.011363636363636367,415.2907386363622,-0.43728520835147755,0.15465909090909102,0.0,0.0,0.25020121176909393,12.335917064667939,-1.2882055234632301,-4.707580736842904,0.4034090909090909,96.80568181818181,12.923194729125058,2.283920454545455,0.5004024235381879,1.3127258491225504,0.43156772212580385,4.690181663569092,0.05681818181818177,0.3409090909090909
trpair_000755,trgrp_0080,10.1021/acs.chemmater.8b01504,Li3.8Ge0.8V0.2O4,Li3VO4,lisicon,unchanged,0.009523809523809525,-0.5004024235381879,0.22339905836783736,0.12501974520126446,-0.8712208993042863,-0.05681818181818177,0.2233990583678367,2.4323863636363683,0.011363636363636367,586.7360511363622,0.37792574062055984,0.08465909090909074,0.0,0.0,0.25020121176909393,11.791253669290583,-1.4414795119255,-2.7981003547105012,0.4034090909090909,98.29005681818181,13.330800203611076,2.2489204545454546,0.5004024235381879,0.22339905836783736,0.12501974520126446,0.8712208993042863,0.05681818181818177,0.2954545454545454
trpair_000756,trgrp_0080,10.1021/acs.chemmater.8b01504,Li3.8Ge0.8P0.2O4,Li4GeO4,lisicon,unchanged,0.009523809523809525,-0.5004024235381879,-0.6803279061814536,-0.11916624371271811,0.7458526037226489,0.012626262626262652,-0.680327906181454,-0.0007575757575750686,-0.0025252525252525276,-99.21391414141544,0.06522822977134979,-0.03154040404040437,0.0,0.0,0.25020121176909393,11.956972437148835,-1.474392634135155,-2.5661630168371694,0.4381313131313131,96.53371212121212,13.02668491747388,2.2035479797979796,0.5004024235381879,0.6803279061814536,0.11916624371271811,0.7458526037226489,0.012626262626262652,0.06565656565656569
trpair_000757,trgrp_0080,10.1021/acs.chemmater.8b01504,Li3.8Ge0.8P0.2O4,Li3P0.2V0.8O4,lisicon,unchanged,0.009523809523809525,0.0,0.11859807812459522,0.11686824698184517,-1.0177018016351198,-0.05681818181818177,0.11859807812459366,2.378409090909088,0.011363636363636367,583.6188636363622,0.35856908825622646,0.08593181818181828,0.0,0.0,0.5004024235381879,12.35643542930186,-1.3563753887878733,-3.447940219516054,0.4034090909090909,97.72329545454545,13.173355346716317,2.262284090909091,0.0,0.11859807812459522,0.11686824698184517,1.0177018016351198,0.05681818181818177,0.2954545454545454
trpair_000758,trgrp_0080,10.1021/acs.chemmater.8b01504,Li3.8Ge0.8P0.2O4,Li3P0.4V0.6O4,lisicon,unchanged,0.009523809523809525,0.17260924347106865,0.3472404635409134,0.18512962035499103,-1.7611380360470847,-0.05681818181818177,0.3472404635409121,1.7846590909090878,0.011363636363636367,549.3298011363622,0.19351178149451975,0.09993181818181807,0.0,0.0,0.5867070452737222,12.470756622010018,-1.3222447021013002,-3.8196583367220365,0.4034090909090909,97.42642045454545,13.090826693335465,2.269284090909091,0.17260924347106865,0.3472404635409134,0.18512962035499103,1.7611380360470847,0.05681818181818177,0.2954545454545454
trpair_000759,trgrp_0080,10.1021/acs.chemmater.8b01504,Li3.8Ge0.8P0.2O4,Li3P0.6V0.4O4,lisicon,unchanged,0.009523809523809525,0.17260924347106865,0.49624783703805875,0.24410490038031685,-2.5249301889000466,-0.05681818181818177,0.49624783703805786,1.1909090909090878,0.011363636363636367,515.0407386363622,0.030494813927020914,0.1139318181818183,0.0,0.0,0.5867070452737222,12.545260308758591,-1.2927570620886373,-4.201554413148517,0.4034090909090909,97.12954545454545,13.009318209551715,2.276284090909091,0.17260924347106865,0.49624783703805875,0.24410490038031685,2.5249301889000466,0.05681818181818177,0.2954545454545454
trpair_000760,trgrp_0080,10.1021/acs.chemmater.8b01504,Li3.8Ge0.8P0.2O4,Li3P0.8V0.2O4,lisicon,unchanged,0.009523809523809525,0.0,0.6069837282124517,0.2960207010948437,-3.309078260194003,-0.05681818181818177,0.6069837282124517,0.5971590909090878,0.011363636363636367,480.7516761363622,-0.1305070358927427,0.1279318181818181,0.0,0.0,0.5004024235381879,12.600628254345787,-1.2667991617313739,-4.593628448795496,0.4034090909090909,96.83267045454545,12.928817284641834,2.283284090909091,0.0,0.6069837282124517,0.2960207010948437,3.309078260194003,0.05681818181818177,0.2954545454545454
trpair_000761,trgrp_0080,10.1021/acs.chemmater.8b01504,Li3.8Ge0.8P0.2O4,Li3PO4,lisicon,unchanged,0.009523809523809525,-0.5004024235381879,0.6951435989896524,0.3423878498784676,-4.113582249928957,-0.05681818181818177,0.6951435989896524,0.0034090909090878085,0.011363636363636367,446.4626136363622,-0.2895186776388865,0.14193181818181833,0.0,0.0,0.25020121176909393,12.644708189734388,-1.243615587339562,-4.995880443662972,0.4034090909090909,96.53579545454545,12.84931146376876,2.2902840909090907,0.5004024235381879,0.6951435989896524,0.3423878498784676,4.113582249928957,0.05681818181818177,0.2954545454545454
trpair_000762,trgrp_0080,10.1021/acs.chemmater.8b01504,Li3.8Ge0.8P0.2O4,Li3VO4,lisicon,unchanged,0.009523809523809525,-0.5004024235381879,-0.39418319176506067,0.03583987295392821,-0.2946214856641505,-0.05681818181818177,-0.39418319176506134,2.972159090909088,0.011363636363636367,617.9079261363622,0.5256922713331509,0.07193181818181804,0.0,0.0,0.25020121176909393,12.100044794357032,-1.3968895758018318,-3.0864000615305693,0.4034090909090909,98.02017045454545,13.25691693825478,2.2552840909090905,0.5004024235381879,0.39418319176506067,0.03583987295392821,0.2946214856641505,0.05681818181818177,0.3409090909090909
trpair_000763,trgrp_0080,10.1021/acs.chemmater.8b01504,Li4GeO4,Li3P0.2V0.8O4,lisicon,unchanged,0.009523809523809525,0.5004024235381879,0.7989259843060488,0.23603449069456328,-1.7635544053577688,-0.06944444444444442,0.7989259843060477,2.379166666666663,0.013888888888888895,682.8327777777777,0.2933408584848767,0.11747222222222264,0.0,0.0,0.25020121176909393,12.016271476211132,-1.4159585106442323,-3.0750139176547293,0.4097222222222222,97.72291666666666,13.205969461601992,2.246513888888889,0.5004024235381879,0.7989259843060488,0.23603449069456328,1.7635544053577688,0.06944444444444442,0.3611111111111111
trpair_000764,trgrp_0080,10.1021/acs.chemmater.8b01504,Li4GeO4,Li3P0.4V0.6O4,lisicon,unchanged,0.009523809523809525,0.6730116670092565,1.027568369722367,0.30429586406770914,-2.5069906397697337,-0.06944444444444442,1.027568369722366,1.7854166666666629,0.013888888888888895,648.5437152777777,0.12828355172316996,0.13147222222222243,0.0,0.0,0.33650583350462826,12.130592668919292,-1.3818278239576594,-3.4467320348607116,0.4097222222222222,97.42604166666666,13.12344080822114,2.2535138888888886,0.6730116670092565,1.027568369722367,0.30429586406770914,2.5069906397697337,0.06944444444444442,0.3611111111111111
trpair_000765,trgrp_0080,10.1021/acs.chemmater.8b01504,Li4GeO4,Li3P0.6V0.4O4,lisicon,unchanged,0.009523809523809525,0.6730116670092565,1.1765757432195123,0.36327114409303496,-3.2707827926226956,-0.06944444444444442,1.1765757432195119,1.1916666666666629,0.013888888888888895,614.2546527777777,-0.034733415844328874,0.14547222222222267,0.0,0.0,0.33650583350462826,12.205096355667864,-1.3523401839449964,-3.828628111287193,0.4097222222222222,97.12916666666666,13.04193232443739,2.2605138888888887,0.6730116670092565,1.1765757432195123,0.36327114409303496,3.2707827926226956,0.06944444444444442,0.3611111111111111
