ID,True Composition,Z_by_element,χₐₗₗ,χ⁻,χ⁺(incl Li⁺),χ⁺(excl Li⁺),χ⁺(incl Li⁺) - χ⁻,χ⁺(excl Li⁺) - χ⁻,χₘₐₓ - χₘᵢₙ,rₐₗₗ (pm),r⁻ (pm),r⁺(incl Li⁺) (pm),r⁺(excl Li⁺) (pm),r⁺(excl Li⁺) - r⁻,r⁺(incl Li⁺) - r⁻,r⁺(excl Li⁺) / r⁻,r⁺(incl Li⁺) / r⁻,ρₐₗₗ (C m⁻³),ρ⁻ (C m⁻³),ρ⁺(incl Li⁺) (C m⁻³),ρ⁺(excl Li⁺) (C m⁻³),ρ⁺(incl Li⁺) / ρ⁻,ρ⁺(incl Li⁺) - ρ⁻,Φ⁺(incl Li⁺) (|Z| pm⁻¹),Φ⁺(excl Li⁺) (|Z| pm⁻¹),nₕₐₗᵢdₑ,nₕₒₛₜ cₐₜᵢₒₙ,nₐₙᵢₒₙ,n_Li,Ionic conductivity (S cm-1),ir_mean_nonLi,d_electrons_mean_nonLi,covalent_radius_mean_nonLi,cation_entropy,d_electrons_std_nonLi,s_electrons_mean_nonLi,p_electrons_mean_nonLi,atomic_mass_mean_nonLi,ir_std_nonLi,n_elements
nip,Li19.62Sn1.62P4.38S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.892684401451028,2.58,1.2488290398126465,2.1279,-1.3311709601873538,-0.4521000000000001,1.6,119.43954050785972,184.0,58.961358313817335,31.040000000000003,-152.96,-125.03864168618269,0.168695652173913,0.3204421647490073,3506007085885.5195,12278644599.949677,6778820614021.886,28538923797232.28,552.0821584859349,6766541969421.937,0.0652933256933089,0.2303580562659846,0.0,0.120918984280532,0.4836759371221281,0.3954050785973397,0.0055,136.0,1.08,102.43,0.0,4.5203539684409675,6.216000000000001,10.394,36.584509252000004,68.0,4
1hh,Li20.0Ge2.0P4.0S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.886,2.58,1.2453846153846155,2.13,-1.3346153846153843,-0.4500000000000002,1.6,118.52,184.0,58.07692307692308,26.666666666666668,-157.33333333333334,-125.92307692307692,0.144927536231884,0.3156354515050167,3232276632060.902,12278644599.949677,6204582466640.243,26472007992911.816,505.3149324531856,6192303822040.294,0.0633338433849942,0.2250639386189258,0.0,0.12,0.48,0.4,0.012,136.0,0.6666666666666666,101.66666666666667,0.0,2.4944382578492945,6.133333333333335,10.133333333333333,34.6245016,68.0,4
8ub,Li21.0Sn0.6Si2.4P3.0S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.858941176470588,2.58,1.2179999999999995,2.051,-1.3620000000000003,-0.5289999999999999,1.6,117.7470588235294,184.0,58.85555555555556,28.6,-155.4,-125.14444444444445,0.1554347826086956,0.3198671497584541,2552325680693.135,12278644599.949677,4810145268331.521,21210411876836.152,391.7488798683232,4797866623731.572,0.0562650278478638,0.2013407734635356,0.0,0.1176470588235294,0.4705882352941176,0.4117647058823529,0.00879,136.0,0.4,101.7,0.0,2.8000000000000003,6.080000000000001,9.94,33.3704162,68.0,5
7tu,Li20.4Sn0.48Si1.92P3.6S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8727142857142856,2.58,1.2297272727272728,2.0788,-1.3502727272727273,-0.5012000000000003,1.6,118.06904761904762,184.0,58.131818181818176,26.28,-157.72,-125.86818181818182,0.1428260869565217,0.3159337944664031,3002938830552.705,12278644599.949677,5721720817782.483,24752765248463.11,465.9896107593124,5709442173182.534,0.0614242087620371,0.2198961481825931,0.0,0.119047619047619,0.4761904761904762,0.4047619047619047,0.00782,136.0,0.32,101.36,0.0,2.5095019426172995,6.064000000000001,9.912,33.06568344,68.0,5
ui6,Li20.7Sn0.54Si2.16P3.3S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8657869822485205,2.58,1.2237977528089887,2.0649,-1.3562022471910111,-0.5151000000000003,1.6,117.90710059171596,184.0,58.49775280898877,27.44,-156.56,-125.50224719101124,0.1491304347826086,0.3179225696140694,2776299080623.335,12278644599.949677,5260811832105.03,22981588562649.63,428.45216255600326,5248533187505.081,0.0588156341425113,0.2106184608230644,0.0,0.1183431952662721,0.4733727810650887,0.408284023668639,0.011,136.0,0.36000000000000004,101.53,0.0,2.6590223767392405,6.072000000000001,9.926,33.218049820000005,68.0,5
nkr,Li20.0Ge2.0P4.0S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.886,2.58,1.2453846153846155,2.13,-1.3346153846153843,-0.4500000000000002,1.6,118.52,184.0,58.07692307692308,26.666666666666668,-157.33333333333334,-125.92307692307692,0.144927536231884,0.3156354515050167,3232276632060.902,12278644599.949677,6204582466640.243,26472007992911.816,505.3149324531856,6192303822040.294,0.0633338433849942,0.2250639386189258,0.0,0.12,0.48,0.4,0.00143,136.0,0.6666666666666666,101.66666666666667,0.0,2.4944382578492945,6.133333333333335,10.133333333333333,34.6245016,68.0,4
906,Li19.6Ba0.2Ge2.0P4.0S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8892771084337352,2.58,1.2467441860465118,2.09,-1.3332558139534882,-0.4900000000000002,1.69,119.04589787722318,184.0,58.6234772978959,30.56221198156681,-153.4377880184332,-125.3765227021041,0.1660989781606892,0.318605854879869,3244354693796.658,12278644599.949677,6250937065142.434,25618842262742.4,509.0901535799849,6238658420542.484,0.0637002783092441,0.218241420969053,0.0,0.1244979919678715,0.4819277108433735,0.3935742971887551,0.000561,136.08609271523179,0.794701986754967,102.41721854304636,0.0,2.9393829167115424,6.172185430463577,10.225165562913908,35.30465059602649,67.78266206624012,5
fnu,Li19.2Ba0.4Ge2.0P4.0S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8925806451612903,2.58,1.248125,2.0525,-1.331875,-0.5275000000000003,1.69,119.57603686635947,184.0,59.17857142857143,34.21428571428571,-149.78571428571428,-124.82142857142856,0.185947204968944,0.3216226708074534,3256530159256.0903,12278644599.949677,6298015954246.223,24818999390708.57,512.9243625368906,6285737309646.273,0.0640724387791854,0.2118453106722972,0.0,0.1290322580645161,0.4838709677419355,0.3870967741935484,0.000572,136.17105263157896,0.9210526315789473,103.15789473684211,0.0,3.3156850443037245,6.2105263157894735,10.31578947368421,35.975850263157895,67.56739095114298,5
pfi,Li18.8Ba0.6Ge2.0P4.0S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.895910931174089,2.58,1.249527559055118,2.017272727272728,-1.330472440944882,-0.5627272727272725,1.69,120.11046847888952,184.0,59.74240719910011,37.64502164502165,-146.35497835497836,-124.25759280089989,0.204592508940335,0.3246869956472832,3268804211480.3745,12278644599.949677,6345836243178.415,24067631844252.56,516.8189527372119,6333557598578.466,0.0644504600439289,0.2058368434238296,0.0,0.1336032388663967,0.4858299595141699,0.3805668016194332,0.000707,136.2549019607843,1.0457516339869282,103.8888888888889,0.0,3.644926403555212,6.248366013071895,10.405228758169933,36.638276078431375,67.3541541689443,5
f0h,Li18.4Ba0.8Ge2.0P4.0S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8992682926829267,2.58,1.250952380952381,1.9841176470588235,-1.329047619047619,-0.5958823529411765,1.69,120.6492450638792,184.0,60.31519274376417,40.87394957983193,-143.12605042016807,-123.68480725623584,0.2221410303251735,0.3277999605639357,3281178052747.135,12278644599.949677,6394415584315.883,23360462388764.543,520.7753618296022,6382136939715.934,0.064834481646208,0.200181815425272,0.0,0.1382113821138211,0.4878048780487805,0.3739837398373983,0.000316,136.33766233766232,1.168831168831169,104.61038961038962,0.0,3.9391560748319745,6.2857142857142865,10.493506493506494,37.29209896103896,67.14291994269715,5
7iw,Li18.0Ba1.0Ge2.0P4.0S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.9026530612244896,2.58,1.2524000000000002,1.9528571428571424,-1.3276,-0.6271428571428574,1.69,121.19241982507288,184.0,60.89714285714285,43.91836734693878,-140.0816326530612,-123.10285714285716,0.2386867790594498,0.3309627329192546,3293652904963.0107,12278644599.949677,6443772194911.55,22693702616447.27,524.7950734674705,6431493550311.601,0.0652246475941236,0.1948499318837747,0.0,0.1428571428571428,0.4897959183673469,0.3673469387755102,9.98e-05,136.41935483870967,1.2903225806451613,105.3225806451613,0.0,4.205937035614612,6.32258064516129,10.580645161290322,37.937485419354836,66.93365718455772,5
ikh,Li19.2P6.0S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.9080487804878048,2.58,1.2680952380952382,2.19,-1.311904761904762,-0.3900000000000001,1.6,118.17073170731706,184.0,55.47619047619048,17.0,-167.0,-128.52380952380952,0.092391304347826,0.3015010351966873,4801125451390.099,12278644599.949677,9361931934047.385,38922178734970.95,762.4564631576479,9349653289447.434,0.0813154891586264,0.2941176470588235,0.0,0.1219512195121951,0.4878048780487805,0.3902439024390243,0.0012,136.0,0.0,100.0,0.0,0.0,6.000000000000001,9.8,31.8467524,68.0,3
hd3,Li14.0Ge2.0P2.0S16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8647058823529408,2.58,1.2288888888888887,2.1,-1.3511111111111114,-0.4800000000000004,1.6,118.08823529411764,184.0,59.5,31.5,-152.5,-124.5,0.171195652173913,0.3233695652173913,2438974003639.735,12278644599.949677,4596036545008.434,20246922621882.25,374.3113914240396,4583757900408.484,0.0538642080557397,0.1905370843989769,0.0,0.1176470588235294,0.4705882352941176,0.4117647058823529,0.007,136.0,1.0,102.5,0.0,3.0,6.200000000000001,10.3,36.0133762,68.0,4
ete,Li19.08Si3.48P2.88S23.4Cl0.6,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.898980582524272,2.5945,1.2428301886792454,2.0313207547169814,-1.3516698113207546,-0.5631792452830187,2.18,118.64684466019418,183.925,57.06367924528302,25.75471698113208,-158.1702830188679,-126.86132075471696,0.140028364720033,0.3102551542491941,2620827664459.326,12132920488.712069,5081860441790.094,19954377340884.062,418.848903404422,5069727521301.382,0.060988351887353,0.1995089631049675,0.012135922330097,0.1286407766990291,0.4733009708737864,0.3859223300970874,0.025,134.32806324110672,0.0,101.14624505928855,0.0,0.0,6.0,9.695652173913043,31.57229165217391,69.15085676338816,5
k4x,Li20.7Si2.7P3.3S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8651479289940824,2.58,1.2225842696629212,2.0595,-1.3574157303370789,-0.5205000000000002,1.6,117.52366863905324,184.0,57.76966292134831,24.2,-159.8,-126.2303370786517,0.1315217391304347,0.3139655593551538,2816678806182.797,12278644599.949677,5337487940189.852,23322797243627.08,434.6968345522215,5325209295589.902,0.0600946677615547,0.2163101604278074,0.0,0.1183431952662721,0.4733727810650887,0.408284023668639,0.0065,136.0,0.0,100.9,0.0,0.0,6.000000000000001,9.71,31.58680882,68.0,4
ia5,Li2.0La2.0Nb4.0O14.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.669090909090909,3.44,1.32,1.4333333333333336,-2.12,-2.0066666666666664,2.46,116.48787878787878,138.2,78.49166666666666,82.15555555555555,-56.04444444444444,-59.70833333333333,0.594468564077826,0.5679570670525808,170137133938.70212,28978758058.690765,417164291728.722,514767452718.7059,14.395520017933062,388185533670.03125,0.0492236768933157,0.0606932975861494,0.0,0.2727272727272727,0.6363636363636364,0.0909090909090909,<1E-8,115.51999999999998,4.9,90.5,0.6365141682948128,7.7,5.8,8.8,43.671403,18.939736006607905,4
sg0,Li4.0Sc4.0O8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",2.305,3.44,1.17,1.36,-2.27,-2.08,2.46,106.1625,138.2,74.125,80.75,-57.44999999999999,-64.07499999999999,0.5842981186685963,0.5363603473227208,100054377451.10112,28978758058.690765,171129996843.51147,217905184928.2526,5.905359936299595,142151238784.8207,0.0259832588005962,0.0371517027863777,0.0,0.25,0.5,0.25,<1E-10,113.5,0.3333333333333333,93.33333333333333,0.0,0.4714045207910317,5.333333333333333,6.666666666666666,25.651570666666665,17.67766952966369,3
97b,Li3.6Sc3.6Zr0.4O8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}]",2.338205128205128,3.44,1.178421052631579,1.3570000000000002,-2.261578947368421,-2.083,2.46,107.08333333333331,138.2,74.32894736842105,80.475,-57.725,-63.87105263157893,0.5823082489146165,0.5378360880493565,102109788184.7194,28978758058.690765,179089819896.32846,228351329920.1308,6.180037789529052,150111061837.6377,0.027314774194357,0.038564737635945,0.0,0.2564102564102564,0.5128205128205128,0.2307692307692307,<1E-10,113.41666666666667,0.7,93.16666666666666,0.3250829733914482,2.147091055358389,5.4,6.866666666666665,27.193840266666665,17.800788059958343,4
wyu,Li56.0La24.0Zr16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}]",2.254166666666667,3.44,1.0683333333333334,1.1920000000000002,-2.3716666666666666,-2.248,2.46,110.15833333333332,138.2,82.11666666666666,102.58,-35.61999999999999,-56.08333333333333,0.7422575976845153,0.594187168355041,86141254143.4846,28978758058.690765,143303750228.27844,169832268285.58978,4.945130841633894,114324992169.58768,0.0234932707707527,0.0356431091090659,0.0,0.2083333333333333,0.5,0.2916666666666667,1.63e-06,119.74117647058824,5.117647058823529,95.0,0.6730116670092565,8.28096579292946,6.117647058823529,9.176470588235295,46.538659411764705,12.756500480079556,4
019,Li6.0Ti12.0P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8838888888888894,3.44,1.7716666666666667,1.93,-1.6683333333333332,-1.5099999999999998,2.46,105.43888888888888,138.2,39.91666666666666,34.4,-103.79999999999998,-98.28333333333332,0.2489146164978292,0.2888326097443319,6590015846261.276,28978758058.690765,19712090022666.45,23629637065447.984,680.2254942307567,19683111264607.76,0.1715665268249938,0.2029168692270296,0.0,0.2777777777777778,0.6666666666666666,0.0555555555555555,0.000161,97.70588235294119,0.23529411764705882,76.47058823529412,0.0,0.6443794794178425,4.8235294117647065,5.8235294117647065,22.391063882352938,48.09489970009949,4
yqu,Li7.2Ti10.8Al1.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.863736263736264,3.44,1.7483870967741937,1.9328,-1.6916129032258065,-1.5072,2.46,104.8653846153846,138.2,40.346774193548384,33.830000000000005,-104.36999999999998,-97.8532258064516,0.2447901591895804,0.2919448205032445,6524117522716.212,28978758058.690765,19095353841408.188,23648393609244.05,658.9431404456433,19066375083349.496,0.1664696703854889,0.2028668357224506,0.0,0.2747252747252747,0.6593406593406593,0.0659340659340659,0.00482,97.62352941176472,0.21176470588235297,76.29411764705884,0.32508297339144826,0.6153739684998598,4.800000000000001,5.764705882352942,22.145352571764704,48.14053604887117,5
95j,Li18.0Al6.0H36.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""H"", ""value"": -1.0}]",1.775,2.2,1.1375,1.61,-1.0625000000000002,-0.5900000000000001,1.2200000000000002,108.875,140.0,62.1875,46.25,-93.75,-77.8125,0.3303571428571428,0.4441964285714285,161642852875.1871,13937657735.05191,383200645585.3899,1159738156065.2483,27.49390556647664,369262987850.338,0.0273273273273273,0.0648648648648648,0.0,0.1,0.6,0.3,1.4e-07,9.642857142857142,0.0,39.285714285714285,0.0,0.0,1.7142857142857142,1.0,4.718454085714286,23.620079662552076,3
0iv,Li4.0P2.0S6.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 4.0}, {""element"": ""S"", ""value"": -2.0}]",1.981666666666667,2.58,1.3833333333333335,2.19,-1.1966666666666663,-0.3900000000000001,1.6,117.33333333333331,184.0,50.66666666666666,17.0,-167.0,-133.33333333333334,0.092391304347826,0.2753623188405797,5237214756549.024,12278644599.949677,10462150868498.1,31137742987976.76,852.0607289619718,10449872223898.15,0.0883079157588961,0.2352941176470588,0.0,0.1666666666666666,0.5,0.3333333333333333,2.38e-07,127.5,0.0,100.0,0.0,0.0,6.0,9.75,31.792190499999997,73.61215932167728,3
2ro,Li4.0P2.0S6.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 4.0}, {""element"": ""S"", ""value"": -2.0}]",1.981666666666667,2.58,1.3833333333333335,2.19,-1.1966666666666663,-0.3900000000000001,1.6,117.33333333333331,184.0,50.66666666666666,17.0,-167.0,-133.33333333333334,0.092391304347826,0.2753623188405797,5237214756549.024,12278644599.949677,10462150868498.1,31137742987976.76,852.0607289619718,10449872223898.15,0.0883079157588961,0.2352941176470588,0.0,0.1666666666666666,0.5,0.3333333333333333,1.6e-10,127.5,0.0,100.0,0.0,0.0,6.0,9.75,31.792190499999997,73.61215932167728,3
deu,Li8.8Al0.8Ge1.2S8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""S"", ""value"": -2.0}]",1.753404255319149,2.58,1.141111111111111,1.85,-1.438888888888889,-0.7300000000000002,1.6,114.79787234042551,184.0,63.53703703703704,46.1,-137.9,-120.46296296296296,0.2505434782608695,0.3453099838969404,213103287727.72583,12278644599.949677,361862282637.1896,1406895167702.2346,29.470865427497813,349583638037.24,0.0265379711434461,0.0781198589894242,0.0,0.1063829787234042,0.425531914893617,0.4680851063829787,4.3e-05,141.4,1.2,105.0,0.0,3.249615361854384,6.24,10.24,36.527323088,59.0807921409319,4
usu,Li8.8Al0.8Sn1.2S8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""S"", ""value"": -2.0}]",1.750212765957447,2.58,1.1355555555555557,1.82,-1.4444444444444444,-0.76,1.6,116.26595744680851,184.0,66.09259259259258,59.9,-124.1,-117.90740740740742,0.3255434782608695,0.3591988727858292,142508338160.16647,12278644599.949677,238974777834.40112,743302641767.1765,19.46263497482292,226696133234.45145,0.023317359227182,0.0607285546415981,0.0,0.1063829787234042,0.425531914893617,0.4680851063829787,4.3e-06,141.4,2.4,107.4,0.6730116670092565,6.499230723708768,6.48,10.96,42.055723088,59.0807921409319,4
ur9,Li6.0Zr12.0P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",2.8605555555555555,3.44,1.7016666666666669,1.846,-1.738333333333333,-1.594,2.46,107.38333333333333,138.2,45.75,41.4,-96.79999999999998,-92.45,0.2995658465991317,0.331041968162084,6549076076670.554,28978758058.690765,19589270713894.28,23482253894921.38,675.9872412137217,19560291955835.586,0.166621976425898,0.1969834087481146,0.0,0.2777777777777778,0.6666666666666666,0.0555555555555555,1e-09,99.05882352941177,1.4117647058823528,78.23529411764707,0.0,3.866276876507055,5.0588235294117645,6.529411764705882,27.491887411764708,47.58209078342186,4
0o6,Li7.2Ti10.8Sc1.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.860989010989011,3.44,1.7403225806451614,1.9228,-1.6996774193548383,-1.5172,2.46,105.2445054945055,138.2,41.45967741935484,35.21000000000001,-102.98999999999998,-96.74032258064514,0.2547756874095515,0.2999976658419308,6513767709846.575,28978758058.690765,19064972132661.832,23610720290398.57,657.8947273740816,19035993374603.14,0.1655756974152151,0.2017583092393112,0.0,0.2747252747252747,0.6593406593406593,0.0659340659340659,9.98e-05,97.87058823529414,0.22352941176470592,76.70588235294119,0.32508297339144826,0.6207485156834315,4.8235294117647065,5.8235294117647065,22.356815788235295,48.03908659446441,5
a3l,Li6.0Hf12.0P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Hf"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",2.8572222222222226,3.44,1.6916666666666669,1.834,-1.748333333333333,-1.606,2.46,106.71666666666668,138.2,43.75,39.0,-99.2,-94.45,0.2821997105643994,0.3165701881331404,6558797652785.732,28978758058.690765,19618435442239.816,23517251568936.023,676.9936586829064,19589456684181.125,0.1680464778503994,0.1986928104575163,0.0,0.2777777777777778,0.6666666666666666,0.0555555555555555,2.83e-07,98.94117647058825,2.588235294117647,78.23529411764707,0.0,7.088174273596267,5.294117647058824,7.23529411764706,37.75847564705882,47.615457930277586,4
4ba,Li6.0Ge12.0P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",2.936111111111112,3.44,1.9283333333333332,2.118,-1.5116666666666665,-1.322,2.46,103.82777777777775,138.2,35.083333333333336,28.6,-109.6,-103.11666666666665,0.2069464544138929,0.2538591413410516,6687887173775.724,28978758058.690765,20005704005209.79,23981973844499.992,690.3575358437438,19976725247151.098,0.1785134665782577,0.2112531969309463,0.0,0.2777777777777778,0.6666666666666666,0.0555555555555555,3.33e-07,88.94117647058825,1.1764705882352942,74.70588235294119,0.0,3.2218973970892124,4.8235294117647065,6.0588235294117645,25.305534470588235,57.41128254378054,4
qea,Li6.0Ti12.0P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8838888888888894,3.44,1.7716666666666667,1.93,-1.6683333333333332,-1.5099999999999998,2.46,105.43888888888888,138.2,39.91666666666666,34.4,-103.79999999999998,-98.28333333333332,0.2489146164978292,0.2888326097443319,6590015846261.276,28978758058.690765,19712090022666.45,23629637065447.984,680.2254942307567,19683111264607.76,0.1715665268249938,0.2029168692270296,0.0,0.2777777777777778,0.6666666666666666,0.0555555555555555,2e-06,97.70588235294119,0.23529411764705882,76.47058823529412,0.0,0.6443794794178425,4.8235294117647065,5.8235294117647065,22.391063882352938,48.09489970009949,4
ldx,Li6.0Ge12.0P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",2.936111111111112,3.44,1.9283333333333332,2.118,-1.5116666666666665,-1.322,2.46,103.82777777777775,138.2,35.083333333333336,28.6,-109.6,-103.11666666666665,0.2069464544138929,0.2538591413410516,6687887173775.724,28978758058.690765,20005704005209.79,23981973844499.992,690.3575358437438,19976725247151.098,0.1785134665782577,0.2112531969309463,0.0,0.2777777777777778,0.6666666666666666,0.0555555555555555,4.83e-09,88.94117647058825,1.1764705882352942,74.70588235294119,0.0,3.2218973970892124,4.8235294117647065,6.0588235294117645,25.305534470588235,57.41128254378054,4
0fh,Li7.2Al1.2Ge10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",2.91021978021978,3.44,1.8848387096774195,2.102,-1.5551612903225809,-1.338,2.46,103.43131868131869,138.2,36.13709677419354,28.61,-109.59,-102.06290322580644,0.2070188133140376,0.2614840577003874,6611233759295.006,28978758058.690765,19351082148784.645,23965496710390.86,667.7678218505031,19322103390725.957,0.1725202308157509,0.2103695306559756,0.0,0.2747252747252747,0.6593406593406593,0.0659340659340659,4.83e-05,89.73529411764707,1.058823529411765,74.70588235294119,0.0,3.076869842499299,4.800000000000001,5.976470588235294,24.76837610117647,56.63716241205915,5
gw2,Li8.4Al2.4Ge9.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",2.884891304347826,3.44,1.8440625,2.086,-1.5959375,-1.354,2.46,103.04347826086956,138.2,37.125,28.62,-109.57999999999998,-101.075,0.2070911722141823,0.2686324167872648,6536246723389.955,28978758058.690765,18737374158386.08,23949019576281.727,646.5899649818401,18708395400327.387,0.1669015722884009,0.209485864381005,0.0,0.2717391304347826,0.6521739130434783,0.0760869565217391,0.000188,90.5294117647059,0.9411764705882353,74.70588235294119,0.0,2.919923210821378,4.776470588235294,5.894117647058824,24.23121773176471,55.84102186729207,5
