ID,True Composition,Z_by_element,n_Li,χ⁻,χ⁺(excl Li⁺),r⁺(excl Li⁺) (pm),r⁻ (pm),r⁺(incl Li⁺) (pm),nₕₒₛₜ cₐₜᵢₒₙ,ρ⁺(excl Li⁺) (C m⁻³),Φ⁺(excl Li⁺) (|Z| pm⁻¹),chi_range_x_r_avg,Ionic conductivity (S cm-1)
mtn,Li20.0Ge2.0P4.0S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4,2.58,2.13,26.666666666666668,184.0,58.07692307692308,0.12,26472007992911.816,0.22506393861892585,189.632,0.0246
9rc,Li20.0Ge1.55Sn0.45P4.0S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4,2.58,2.12625,28.391666666666666,184.0,58.474999999999994,0.12,26389058927169.934,0.22289002557544757,189.96320000000003,0.0141
13q,Li20.0Sn2.0P4.0S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4,2.58,2.1133333333333333,34.333333333333336,184.0,59.84615384615385,0.12,26103345478503.453,0.2154021028701336,191.104,0.00398
ik8,Li20.0Ge0.83Sn1.17P4.0S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4,2.58,2.12025,31.151666666666667,184.0,59.11192307692308,0.12,26256340421982.92,0.21941176470588233,190.49312,0.00743
nip,Li19.62Sn1.62P4.38S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.39540507859733975,2.58,2.1279,31.040000000000003,184.0,58.961358313817335,0.12091898428053204,28538923797232.277,0.23035805626598468,191.1032648125756,0.0055
1hh,Li20.0Ge2.0P4.0S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4,2.58,2.13,26.666666666666668,184.0,58.07692307692308,0.12,26472007992911.816,0.22506393861892585,189.632,0.012
8ub,Li21.0Sn0.6Si2.4P3.0S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4117647058823529,2.58,2.051,28.599999999999998,184.0,58.85555555555556,0.11764705882352941,21210411876836.152,0.2013407734635356,188.39529411764707,0.00879
7tu,Li20.4Sn0.48Si1.92P3.6S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.40476190476190477,2.58,2.0787999999999998,26.28,184.0,58.131818181818176,0.11904761904761905,24752765248463.11,0.21989614818259318,188.9104761904762,0.00782
ui6,Li20.7Sn0.54Si2.16P3.3S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.40828402366863903,2.58,2.0648999999999997,27.439999999999998,184.0,58.497752808988764,0.11834319526627218,22981588562649.63,0.21061846082306443,188.65136094674554,0.011
fnu,Li19.2Ba0.4Ge2.0P4.0S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.38709677419354843,2.58,2.0524999999999998,34.21428571428571,184.0,59.17857142857143,0.12903225806451615,24818999390708.574,0.21184531067229723,202.08350230414752,0.000572
pfi,Li18.8Ba0.6Ge2.0P4.0S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.3805668016194332,2.58,2.0172727272727276,37.64502164502165,184.0,59.74240719910011,0.13360323886639675,24067631844252.56,0.20583684342382969,202.98669172932327,0.000707
f0h,Li18.4Ba0.8Ge2.0P4.0S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.3739837398373983,2.58,1.9841176470588235,40.87394957983193,184.0,60.31519274376417,0.1382113821138211,23360462388764.543,0.200181815425272,203.89722415795586,0.000316
7iw,Li18.0Ba1.0Ge2.0P4.0S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.3673469387755102,2.58,1.9528571428571426,43.91836734693878,184.0,60.89714285714285,0.14285714285714285,22693702616447.27,0.19484993188377472,204.81518950437317,9.98e-05
ikh,Li19.2P6.0S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.39024390243902435,2.58,2.19,17.0,184.0,55.476190476190474,0.12195121951219512,38922178734970.945,0.29411764705882354,189.0731707317073,0.0012
hd3,Li14.0Ge2.0P2.0S16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4117647058823529,2.58,2.0999999999999996,31.5,184.0,59.5,0.11764705882352941,20246922621882.25,0.19053708439897699,188.94117647058826,0.007
ete,Li19.08Si3.48P2.88S23.4Cl0.6,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.3859223300970874,2.5945,2.0313207547169814,25.75471698113208,183.92499999999998,57.06367924528302,0.12864077669902912,19954377340884.066,0.19950896310496755,258.6501213592233,0.025
k4x,Li20.7Si2.7P3.3S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.40828402366863903,2.58,2.0595,24.2,184.0,57.769662921348306,0.11834319526627218,23322797243627.08,0.21631016042780749,188.0378698224852,0.0065
wyu,Li56.0La24.0Zr16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}]",0.2916666666666667,3.44,1.1920000000000002,102.58,138.2,82.11666666666666,0.20833333333333334,169832268285.58978,0.035643109109065964,270.98949999999996,1.63e-06
019,Li6.0Ti12.0P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.05555555555555555,3.44,1.9300000000000002,34.4,138.2,39.916666666666664,0.2777777777777778,23629637065447.984,0.20291686922702964,259.37966666666665,0.000161
ob9,Li2.67Mg0.67P2.0S6.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Mg"", ""value"": 2.0}, {""element"": ""P"", ""value"": 4.0}, {""element"": ""S"", ""value"": -2.0}]",0.23544973544973544,2.58,1.9691760299625467,30.801498127340828,184.0,49.15074906367042,0.23544973544973544,23375576535810.688,0.1832207289907224,192.7992945326279,4e-06
ei3,Li9.0Y3.0Cl18.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""Cl"", ""value"": -1.0}]",0.3,3.16,1.22,95.94999999999999,181.0,74.6125,0.1,129885365241.86926,0.031266284523189164,301.8101000000001,0.000539
deu,Li8.8Al0.8Ge1.2S8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""S"", ""value"": -2.0}]",0.46808510638297873,2.58,1.8499999999999999,46.099999999999994,184.0,63.53703703703704,0.10638297872340426,1406895167702.2346,0.07811985898942421,183.67659574468084,4.3e-05
usu,Li8.8Al0.8Sn1.2S8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""S"", ""value"": -2.0}]",0.46808510638297873,2.58,1.82,59.9,184.0,66.09259259259258,0.10638297872340426,743302641767.1765,0.060728554641598126,186.02553191489363,4.3e-06
0o6,Li7.2Ti10.8Sc1.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.06593406593406594,3.44,1.9228,35.21000000000001,138.2,41.45967741935484,0.2747252747252747,23610720290398.57,0.2017583092393112,258.90148351648355,9.98e-05
qea,Li6.0Ti12.0P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.05555555555555555,3.44,1.9300000000000002,34.4,138.2,39.916666666666664,0.2777777777777778,23629637065447.984,0.20291686922702964,259.37966666666665,2e-06
0fh,Li7.2Al1.2Ge10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.06593406593406594,3.44,2.102,28.61,138.2,36.137096774193544,0.2747252747252747,23965496710390.86,0.21036953065597566,254.44104395604393,4.83e-05
gw2,Li8.4Al2.4Ge9.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.07608695652173914,3.44,2.086,28.619999999999997,138.2,37.125,0.2717391304347826,23949019576281.727,0.20948586438100503,253.48695652173913,0.000188
1xf,Li9.0Al3.0Ge9.0P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.08108108108108109,3.44,2.078,28.625,138.2,37.59615384615385,0.2702702702702703,23940781009227.16,0.20904403124351972,253.01764864864865,0.000336
tjh,Li10.2Al4.2Ge7.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.0909090909090909,3.44,2.062,28.634999999999998,138.2,38.49626865671642,0.26737967914438504,23924303875118.023,0.20816036496854912,252.09409090909088,0.000264
mdj,Li7.2Ti12.0Si1.2P16.8O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.06593406593406594,3.44,1.9184000000000003,35.04,138.2,41.32258064516128,0.2747252747252747,22243025377328.527,0.19600064819316157,258.78659340659334,8.6e-05
t1l,Li7.8Ti12.0Si1.8P16.2O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.07103825136612021,3.44,1.9125999999999999,35.36,138.2,41.9920634920635,0.273224043715847,21549719533268.8,0.19254253767622753,258.4949180327869,0.00032
my9,Li7.2Al1.2Ti10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.06593406593406594,3.44,1.9328,33.830000000000005,138.2,40.346774193548384,0.2747252747252747,23648393609244.05,0.20286683572245068,257.96884615384613,0.000595
9s4,Li7.8Al1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.07103825136612021,3.44,1.9342,33.544999999999995,138.2,40.551587301587304,0.273224043715847,23657771881142.082,0.2028418189701612,257.27500000000003,0.000722
xa0,Li9.0Al3.0Ti9.0P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.08108108108108109,3.44,1.937,32.975,138.2,40.94230769230769,0.2702702702702703,23676528424938.152,0.20279178546558227,255.9098108108108,0.000248
txm,Li7.8Cr1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Cr"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.07103825136612021,3.44,1.9372,34.46,138.2,41.27777777777778,0.273224043715847,23617782776854.793,0.20187675634656202,257.89,3.51e-05
v1t,Li8.4Cr2.4Ti9.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Cr"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.07608695652173914,3.44,1.9396,34.480000000000004,138.2,41.70312500000001,0.2717391304347826,23613831347323.727,0.20153005205307278,257.40423913043475,0.000149
d6b,Li9.0Cr3.0Ti9.0P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Cr"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.08108108108108109,3.44,1.9420000000000002,34.5,138.2,42.11538461538461,0.2702702702702703,23609879917792.664,0.20118334775958358,256.9237297297297,0.000386
3ta,Li7.8Ga1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ga"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.07103825136612021,3.44,1.9462,34.04,138.2,40.94444444444444,0.273224043715847,23630713823444.004,0.2022526793718473,257.60770491803277,0.000261
gjy,Li8.4Ga2.4Ti9.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ga"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.07608695652173914,3.44,1.9516,33.919999999999995,138.2,41.265625,0.2717391304347826,23631072742776.01,0.2020312827534532,257.0298913043478,0.000128
6st,Li7.2Fe1.2Ti10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.06593406593406594,3.44,1.9416000000000002,34.25,138.2,40.68548387096774,0.2747252747252747,23627114709650.484,0.20238677857279003,258.2526923076923,0.00018
t9r,Li7.8Fe1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.07103825136612021,3.44,1.9473999999999998,34.175,138.2,41.051587301587304,0.273224043715847,23625853531751.734,0.2021217332456702,257.69844262295084,0.000246
xr7,Li8.4Fe2.4Ti9.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.07608695652173914,3.44,1.9532,34.1,138.2,41.40625,0.2717391304347826,23624592353852.984,0.20185668791855038,257.15021739130435,0.000392
pg8,Li9.0Fe3.0Ti9.0P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.08108108108108109,3.44,1.959,34.025,138.2,41.75,0.2702702702702703,23623331175954.234,0.20159164259143056,256.60791891891887,0.000174
1wm,Li7.2Sc1.2Ti10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.06593406593406594,3.44,1.9228,35.21000000000001,138.2,41.45967741935484,0.2747252747252747,23610720290398.57,0.2017583092393112,258.90148351648355,0.00069
do2,Li7.8Sc1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.07103825136612021,3.44,1.9192,35.614999999999995,138.2,42.19444444444444,0.273224043715847,23601261902873.867,0.20117902924545197,258.6663114754098,0.000703
5u3,Li7.2In1.2Ti10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""In"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.06593406593406594,3.44,1.9396,35.18,138.2,41.435483870967744,0.2747252747252747,23610967739132.297,0.2017722411278561,258.88120879120873,0.00039
2eq,Li7.8In1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""In"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.07103825136612021,3.44,1.9444000000000001,35.57,138.2,42.15873015873016,0.273224043715847,23601633075974.453,0.2011999270782693,258.6360655737705,0.000393
yn6,Li8.4In2.4Ti9.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""In"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.07608695652173914,3.44,1.9492,35.96,138.2,42.859375,0.2717391304347826,23592298412816.61,0.20062761302868254,258.3935869565217,0.000302
p4l,Li7.2La1.2Ti10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.06593406593406594,3.44,1.9124,36.73866666666667,138.2,42.692473118279565,0.2747252747252747,23604729790624.56,0.20128092703427247,259.93459340659336,8e-05
qkr,Li7.8La1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.07103825136612021,3.44,1.9036000000000002,37.907999999999994,138.2,44.01428571428571,0.273224043715847,23592276153212.848,0.20046295593789384,260.20750819672134,0.000523
e0z,Li8.4La2.4Ti9.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.07608695652173914,3.44,1.8948,39.07733333333333,138.2,45.29479166666667,0.2717391304347826,23579822515801.137,0.19964498484151527,260.4774565217391,0.000498
vus,Li9.0La3.0Ti9.0P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.08108108108108109,3.44,1.886,40.24666666666667,138.2,46.53589743589744,0.2702702702702703,23567368878389.426,0.19882701374513667,260.74448648648644,0.000281
h7r,Li6.0Ti8.4Sn3.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.05555555555555555,3.44,1.9804000000000002,35.419999999999995,138.2,40.76666666666667,0.2777777777777778,23602619593976.57,0.2019395066686394,260.07666666666665,2.28e-05
9ky,Li6.0Ti3.6Sn8.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.05555555555555555,3.44,2.0476,36.78,138.2,41.900000000000006,0.2777777777777778,23566596298681.363,0.20063635659078577,261.006,9.42e-06
4ea,Li6.0Ti2.4Sn9.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.05555555555555555,3.44,2.0644,37.12,138.2,42.18333333333333,0.2777777777777778,23557590474857.56,0.2003105690713224,261.23833333333334,3.15e-06
7kf,Li10.2Al1.8Ti9.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0913978494623656,3.44,1.942244897959184,32.994897959183675,138.2,41.88257575757576,0.26344086021505375,24126485091753.89,0.2056321478781372,255.89620967741934,0.00122
i8k,Li7.2In1.2Ti10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""In"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.06593406593406594,3.44,1.9396,35.18,138.2,41.435483870967744,0.2747252747252747,23610967739132.297,0.2017722411278561,258.88120879120873,8.22e-05
hzf,Li7.8Al1.2Sc0.6Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.07103825136612021,3.44,1.9292000000000002,34.235,138.2,41.09920634920635,0.273224043715847,23638935221719.348,0.20228755572859144,257.7387704918033,0.000972
x61,Li7.8Al0.9Sc0.9Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.07103825136612021,3.44,1.9267,34.58,138.2,41.37301587301587,0.273224043715847,23629516892007.977,0.2020104241078066,257.9706557377049,0.00124
czo,Li7.8Al0.6Sc1.2Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.07103825136612021,3.44,1.9242,34.925,138.2,41.6468253968254,0.273224043715847,23620098562296.605,0.2017332924870217,258.2025409836065,0.000429
o8s,Li7.8Sc1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.07103825136612021,3.44,1.9192,35.614999999999995,138.2,42.19444444444444,0.273224043715847,23601261902873.867,0.20117902924545197,258.6663114754098,0.000452
lap,Li7.8Al1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.07103825136612021,3.44,1.9342,33.544999999999995,138.2,40.551587301587304,0.273224043715847,23657771881142.082,0.2028418189701612,257.27500000000003,0.00113
yp3,Li6.0Ti12.0P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.05555555555555555,3.44,1.9300000000000002,34.4,138.2,39.916666666666664,0.2777777777777778,23629637065447.984,0.20291686922702964,259.37966666666665,6e-05
tzl,Li6.3Al0.3Ti11.7P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.05817174515235457,3.44,1.9307000000000003,34.2575,138.2,40.02685950413223,0.2770083102493075,23634326201397.0,0.2029043608508849,259.0240304709141,0.0011
hyj,Li6.6Al0.6Ti11.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.06077348066298342,3.44,1.9314000000000002,34.115,138.2,40.135245901639344,0.27624309392265195,23639015337346.016,0.20289185247474018,258.6703591160221,0.00067
