ID,True Composition,Z_by_element,χₐₗₗ,χ⁻,χ⁺(incl Li⁺),χ⁺(excl Li⁺),χ⁺(incl Li⁺) - χ⁻,χ⁺(excl Li⁺) - χ⁻,χₘₐₓ - χₘᵢₙ,rₐₗₗ (pm),r⁻ (pm),r⁺(incl Li⁺) (pm),r⁺(excl Li⁺) (pm),r⁺(excl Li⁺) - r⁻,r⁺(incl Li⁺) - r⁻,r⁺(excl Li⁺) / r⁻,r⁺(incl Li⁺) / r⁻,ρₐₗₗ (C m⁻³),ρ⁻ (C m⁻³),ρ⁺(incl Li⁺) (C m⁻³),ρ⁺(excl Li⁺) (C m⁻³),ρ⁺(incl Li⁺) / ρ⁻,ρ⁺(incl Li⁺) - ρ⁻,Φ⁺(incl Li⁺) (|Z| pm⁻¹),Φ⁺(excl Li⁺) (|Z| pm⁻¹),nₕₐₗᵢdₑ,nₕₒₛₜ cₐₜᵢₒₙ,nₐₙᵢₒₙ,n_Li,Ionic conductivity (S cm-1)
dth,Li16.0Ge4.0O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}]",2.1877777777777774,3.44,1.186,2.01,-2.254,-1.4300000000000002,2.46,96.53333333333333,138.2,63.2,46.0,-92.19999999999999,-74.99999999999999,0.3328509406657019,0.4573082489146166,242777864007.0448,28978758058.690765,413817148765.728,1571666508793.5586,14.280016691109498,384838390707.03723,0.02924315619967794,0.08695652173913043,0.0,0.1111111111111111,0.4444444444444444,0.4444444444444444,1e-10
45e,Li8.0Mg4.0Br16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Mg"", ""value"": 2.0}, {""element"": ""Br"", ""value"": -1.0}]",2.1585714285714284,2.96,1.09,1.31,-1.8699999999999999,-1.65,1.98,141.57142857142858,196.0,69.0,72.0,-124.0,-127.0,0.3673469387755102,0.3520408163265306,67708187541.06086,5079321332.016004,151213342486.454,204930409941.8213,29.770383207166933,146134021154.43802,0.019135802469135803,0.027777777777777776,0.5714285714285714,0.14285714285714285,0.0,0.2857142857142857,7.8e-10
85t,La4.56Li2.32Ti8.0O24.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.6278189300411525,3.44,1.3178494623655914,1.3802547770700637,-2.1221505376344085,-2.0597452229299362,2.46,115.73786008230454,138.2,79.50860215053764,81.72675159235668,-56.47324840764331,-58.69139784946235,0.5913657857623493,0.5753155003656849,175445486318.74304,28978758058.690765,411682144802.6983,464755347001.89514,14.206341899432585,382703386744.00757,0.04558374889358512,0.05126718257692486,0.0,0.32304526748971196,0.617283950617284,0.05967078189300412,0.0016
i9a,Li5.0Zn0.5P2.0S8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Zn"", ""value"": 2.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.9835483870967743,2.58,1.3473333333333335,2.082,-1.2326666666666666,-0.4980000000000002,1.6,121.10752688172043,184.0,54.022222222222226,27.066666666666663,-156.93333333333334,-129.97777777777776,0.1471014492753623,0.29359903381642516,5076751044754.039,12278644599.949677,10478854938251.736,31187855197237.668,853.4211453839688,10466576293651.787,0.09028811377869814,0.24123471170646477,0.0,0.16129032258064516,0.5161290322580645,0.3225806451612903,0.00084
dco,Li4.0Zn1.0P2.0S8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Zn"", ""value"": 2.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",2.0393333333333334,2.58,1.4214285714285713,2.01,-1.1585714285714288,-0.5700000000000003,1.6,122.88888888888889,184.0,53.047619047619044,33.77777777777778,-150.22222222222223,-130.95238095238096,0.18357487922705315,0.2883022774327122,5246037793872.075,12278644599.949677,11227476821611.646,26031639505415.484,914.3905689442026,11215198177011.697,0.09674250338199086,0.20597942147155893,0.0,0.2,0.5333333333333333,0.26666666666666666,0.00013
tqb,Li3.0Zn1.5P2.0S8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Zn"", ""value"": 2.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",2.0989655172413793,2.58,1.5069230769230766,1.9585714285714284,-1.0730769230769235,-0.6214285714285717,1.6,124.79310344827586,184.0,51.92307692307692,38.57142857142857,-145.42857142857144,-132.0769230769231,0.20962732919254656,0.282190635451505,5426999491205.146,12278644599.949677,12091271302411.543,22348628296971.062,984.7399038213956,12078992657811.594,0.10418987600117478,0.18079707130376904,0.0,0.2413793103448276,0.5517241379310345,0.20689655172413793,1.65e-05
xz4,Li2.0Ce2.0Mo4.0O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ce"", ""value"": 3.0}, {""element"": ""Mo"", ""value"": 6.0}]",2.828333333333333,3.44,1.605,1.8133333333333335,-1.835,-1.6266666666666665,2.46,115.82638888888887,138.2,71.07916666666667,72.27222222222223,-65.92777777777776,-67.12083333333332,0.5229538511014633,0.5143210323203088,341639438981.89453,28978758058.690765,966960800828.3021,1247829464851.4792,33.36791724717511,937982042769.6113,0.07012402043932933,0.0885604223141675,0.0,0.25,0.6666666666666666,0.08333333333333333,1.3e-08
hja,Li2.0Ce1.0Pr1.0Mo4.0O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ce"", ""value"": 3.0}, {""element"": ""Pr"", ""value"": 3.0}, {""element"": ""Mo"", ""value"": 6.0}]",2.82875,3.44,1.6062500000000002,1.8150000000000002,-1.8337499999999998,-1.6249999999999998,2.46,115.53541666666666,138.2,70.20625,71.10833333333333,-67.09166666666665,-67.99374999999999,0.5145320791123975,0.5080047033285094,342248610912.4055,28978758058.690765,968788316619.8351,1250266152573.5232,33.43098122623976,939809558561.1443,0.07032812610793533,0.08883256320564216,0.0,0.25,0.6666666666666666,0.08333333333333333,1e-09
3nb,Li2.0Ce1.0Sm1.0Mo4.0O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sm"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ce"", ""value"": 3.0}, {""element"": ""Mo"", ""value"": 6.0}]",2.830416666666667,3.44,1.61125,1.8216666666666665,-1.8287499999999999,-1.6183333333333334,2.46,115.48319444444444,138.2,70.04958333333333,70.89944444444444,-67.30055555555555,-68.15041666666666,0.5130205820871523,0.5068710805595755,342375003855.0877,28978758058.690765,969167495447.8817,1250771724344.2522,33.44406594254398,940188737389.1909,0.07036753678140784,0.08888511077027218,0.0,0.25,0.6666666666666666,0.08333333333333333,1.8e-10
qa9,Li6.0B2.0N4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""B"", ""value"": 3.0}, {""element"": ""N"", ""value"": -3.0}]",1.8433333333333335,3.04,1.245,2.04,-1.795,-1.0,2.06,83.41666666666667,146.0,52.125,6.0,-140.0,-93.875,0.0410958904109589,0.3570205479452055,88604403465032.03,36866897357.61785,132888171748869.23,531179622569200.6,3604.539065487983,132851304851511.61,0.1361111111111111,0.5,0.0,0.16666666666666666,0.3333333333333333,0.5,1.6e-10
1sz,Li0.66La1.12Ti1.94Al0.06O5.94F0.06,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""F"", ""value"": -1.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.6212065439672805,3.4454000000000007,1.3129629629629629,1.3833974358974357,-2.132437037037038,-2.062002564102565,3.0,115.20277777777777,138.12425,78.81948853615519,81.21399572649572,-56.910254273504265,-59.3047614638448,0.587977822333846,0.5706419295392026,178051257185.27972,28860561670.45888,414861884986.5827,476315304957.85065,14.374698930798266,386001323316.12384,0.04502045975112307,0.05141011541072673,0.0061349693251533735,0.31901840490797545,0.607361963190184,0.06748466257668712,0.000928
yh8,Li0.66La1.12Ti1.92Al0.08O5.92F0.08,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""F"", ""value"": -1.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.6224539877300614,3.4472,1.3133333333333332,1.383846153846154,-2.133866666666667,-2.063353846153846,3.0,115.1581458759373,138.099,78.74409171075837,81.12264957264956,-56.976350427350425,-59.35490828924162,0.5874238739791713,0.5702003034834313,178986009651.698,28821162874.381588,417342909298.23193,479321161335.4258,14.480432698612505,388521746423.85034,0.0450138415626867,0.05140209722089036,0.0081799591002045,0.3190184049079755,0.6053169734151329,0.06748466257668713,0.000622
coh,Li0.66La1.12Ti1.9Al0.1O5.9F0.1,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""F"", ""value"": -1.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.623701431492843,3.449,1.3137037037037036,1.3842948717948715,-2.1352962962962962,-2.0647051282051283,3.0,115.1135139740968,138.07375,78.66869488536155,81.03130341880342,-57.04244658119657,-59.405055114638444,0.5868697230197878,0.5697585159044464,179920762118.11624,28781764078.30429,419823933609.8812,482327017713.00085,14.586455940216142,391042169531.5769,0.045007223374250324,0.05139407903105399,0.010224948875255624,0.3190184049079755,0.6032719836400818,0.06748466257668713,0.000176
1pw,Li0.66La1.12Ti1.88Al0.12O5.88F0.12,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""F"", ""value"": -1.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.624948875255624,3.4507999999999996,1.314074074074074,1.3847435897435898,-2.1367259259259255,-2.06605641025641,3.0,115.06888207225632,138.04849999999996,78.59329805996472,80.93995726495726,-57.108542735042704,-59.45520194003524,0.5863153693445222,0.569316566713617,180855514584.5345,28742365282.22699,422304957921.5304,485332874090.57587,14.692769846003772,393562592639.3034,0.045000605185813954,0.05138606084121762,0.012269938650306749,0.3190184049079755,0.6012269938650308,0.06748466257668713,0.000106
my5,Li0.66La1.12Ti1.84Al0.16O5.84F0.16,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""F"", ""value"": -1.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.627443762781186,3.4544,1.3148148148148149,1.3856410256410256,-2.1395851851851853,-2.0687589743589747,3.0,114.97961826857532,137.998,78.44250440917108,80.75726495726497,-57.240735042735025,-59.55549559082891,0.5852060534012448,0.5684321831415752,182725019517.37097,28663567690.072403,427267006544.829,491344586845.726,14.906274444433953,398603438854.7566,0.04498736880894122,0.05137002446154488,0.016359918200408996,0.31901840490797545,0.5971370143149284,0.06748466257668712,0.000494
hta,La1.13Li0.61Ti2.0O6.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.624312114989733,3.44,1.3157219251336898,1.3811501597444091,-2.12427807486631,-2.058849840255591,2.46,115.58596851471593,138.2,79.30677361853833,81.60777422790201,-56.592225772097976,-58.89322638146166,0.5905048786389437,0.5738550913063556,175398289976.91638,28978758058.690765,410295934765.5137,466022480089.51154,14.158506514825104,381317176706.8229,0.04539139541496712,0.05135040952553992,0.0,0.32135523613963035,0.6160164271047228,0.06262833675564682,0.000957
s3h,La1.0Li1.0Ti2.0O6.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.58,3.44,1.29,1.3933333333333333,-2.15,-2.046666666666667,2.46,113.66666666666666,138.2,76.86666666666666,79.98888888888888,-58.21111111111111,-61.33333333333333,0.5787908023798038,0.5561987457790641,174801917001.59512,28978758058.690765,393536655415.95166,483263937635.01215,13.580176714920656,364557897357.26086,0.043065841858475395,0.052482850873028924,0.0,0.3,0.6,0.1,0.000925
2lu,La1.1Li0.72Ti2.0O6.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.610549898167006,3.44,1.3077486910994764,1.3838709677419354,-2.1322513089005235,-2.0561290322580645,2.46,115.03699932111338,138.2,78.65532286212915,81.24623655913979,-56.9537634408602,-59.544677137870835,0.5878888318316917,0.5691412652831342,175154184584.6529,28978758058.690765,404749095358.4154,469872929665.42975,13.967095985917542,375770337299.7246,0.044669354463820504,0.0516033120597186,0.0,0.31568228105906315,0.6109979633401221,0.07331975560081466,0.000688
bd5,La1.08Li0.78Ti2.0O6.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.6036916835699797,3.44,1.3037305699481865,1.385714285714286,-2.1362694300518132,-2.0542857142857143,2.46,114.73975659229208,138.2,78.27305699481865,81.00129870129871,-57.19870129870128,-59.92694300518134,0.5861164884319733,0.5663752315109888,175062122447.79498,28978758058.690765,402134709581.1176,472481567581.5822,13.876878669771596,373155951522.4269,0.0443060828983096,0.05177465078958426,0.0,0.31237322515212984,0.6085192697768763,0.07910750507099393,0.000651
ukw,La1.04Li0.9Ti2.0O6.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.590140845070423,3.44,1.2959390862944162,1.3894736842105264,-2.1440609137055837,-2.0505263157894733,2.46,114.15244802146209,138.2,77.53181049069373,80.5017543859649,-57.69824561403509,-60.66818950930626,0.5825018407088633,0.5610116533335292,174880221002.33328,28978758058.690765,397065189952.04266,477801815963.2088,13.701939508513972,368086431893.3519,0.04360166798447626,0.052124091620231294,0.0,0.3058350100603622,0.6036217303822938,0.09054325955734407,0.000501
5h8,La1.16Li0.54Ti2.0O6.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.6314639175257737,3.44,1.3203243243243243,1.3784810126582276,-2.1196756756756754,-2.0615189873417723,2.46,115.94343642611683,138.2,79.8517117117117,81.96244725738396,-56.23755274261603,-58.34828828828829,0.5930712536713746,0.577798203413254,175434926647.35983,28978758058.690765,412931416250.607,462245140315.6677,14.24945180239594,383952658191.91626,0.04580629628236546,0.05110230893821272,0.0,0.3257731958762887,0.6185567010309279,0.055670103092783516,0.000599
vwy,La1.12Li0.66Ti2.0O6.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.6174642126789363,3.44,1.3118518518518518,1.382051282051282,-2.1281481481481483,-2.057948717948718,2.46,115.33667348329922,138.2,79.04567901234569,81.48803418803419,-56.7119658119658,-59.1543209876543,0.5896384528801317,0.5719658394525737,175246999786.02496,28978758058.690765,407418812051.6349,467297735825.1255,14.059222663251763,378440053992.9441,0.04504031431643218,0.05143416998023586,0.0,0.31901840490797545,0.6134969325153373,0.06748466257668712,0.000668
il5,Nd0.5Li0.5Ta2.0O6.0,"[{""element"": ""Nd"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.744444444444445,3.44,1.3533333333333335,1.428,-2.0866666666666664,-2.012,2.46,117.37777777777777,138.2,75.73333333333333,77.38,-60.81999999999999,-62.466666666666654,0.5599131693198264,0.5479980704293296,160256387574.08972,28978758058.690765,422811646604.88763,482503014174.11115,14.59039913817445,393832888546.1969,0.05528688082235474,0.06338129402386274,0.0,0.2777777777777778,0.6666666666666666,0.05555555555555555,1.31e-08
r1m,Sm0.5Li0.5Ta2.0O6.0,"[{""element"": ""Sm"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.746111111111111,3.44,1.3583333333333334,1.434,-2.0816666666666666,-2.0060000000000002,2.46,117.24888888888889,138.2,75.34666666666666,76.916,-61.28399999999999,-62.853333333333325,0.5565557163531114,0.5452001929570671,160562396312.11823,28978758058.690765,423729672818.97314,483604645631.0138,14.622078418985112,394750914760.28235,0.05538321415961892,0.06349689402857975,0.0,0.2777777777777778,0.6666666666666666,0.05555555555555555,4.32e-10
nua,Li2.0La2.0Ti2.0O8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.4828571428571427,3.44,1.2066666666666668,1.32,-2.2333333333333334,-2.12,2.46,114.25238095238095,138.2,82.32222222222221,89.73333333333332,-48.46666666666667,-55.87777777777778,0.6493005306319344,0.5956745457469046,142748156105.00452,28978758058.690765,294440686833.42285,379483625870.7491,10.160569553639643,265461928774.7321,0.03538255498485424,0.045666425069873964,0.0,0.2857142857142857,0.5714285714285714,0.14285714285714285,1e-10
7e5,La2.6Li0.2Mg2.0W2.0O12.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""Mg"", ""value"": 2.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""W"", ""value"": 6.0}]",2.6785106382978725,3.44,1.3347058823529412,1.3454545454545457,-2.105294117647059,-2.0945454545454543,2.46,118.46879432624112,138.2,83.64901960784312,84.13838383838383,-54.06161616161616,-54.55098039215687,0.6088160914499554,0.6052751057007462,235074313549.39832,28978758058.690765,598772352650.6469,613148641859.4917,20.662457357142475,569793594591.956,0.05284959118862366,0.054002160169648185,0.0,0.351063829787234,0.6382978723404255,0.010638297872340425,1.8e-07
sib,La2.52Li0.44Mg2.0W2.0O12.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""Mg"", ""value"": 2.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""W"", ""value"": 6.0}]",2.6636708860759493,3.44,1.3251724137931036,1.3484662576687116,-2.1148275862068964,-2.091533742331288,2.46,117.82151898734175,138.2,82.68620689655172,83.71104294478529,-54.4889570552147,-55.513793103448265,0.6057238997451903,0.5983082988173063,234377153670.07153,28978758058.690765,588512318517.2798,619835831445.7682,20.308403739227334,559533560458.589,0.051855661469161464,0.05435535050718486,0.0,0.34388185654008435,0.6329113924050632,0.02320675105485232,6.8e-06
r99,La2.48Li0.56Mg2.0W2.0O12.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""Mg"", ""value"": 2.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""W"", ""value"": 6.0}]",2.6563445378151265,3.44,1.320568181818182,1.35,-2.119431818181818,-2.09,2.46,117.50196078431374,138.2,82.22121212121213,83.49341563786008,-54.70658436213991,-55.978787878787855,0.6041491724881338,0.594943647765645,234032967595.19382,28978758058.690765,583557188396.0513,623241344661.0015,20.137411935120586,554578430337.3605,0.05137563859328483,0.0545352159568563,0.0,0.3403361344537815,0.6302521008403361,0.029411764705882356,1.2e-05
d7f,Li12.0Bi4.0O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Bi"", ""value"": 5.0}]",2.325,3.44,1.21,1.9,-2.23,-1.54,2.46,103.9125,138.2,69.625,76.0,-62.19999999999999,-68.57499999999999,0.5499276410998554,0.5037988422575977,115574345438.09615,28978758058.690765,202169932817.50153,435615304993.695,6.976487136130753,173191174758.81076,0.02755847953216374,0.06578947368421052,0.0,0.125,0.5,0.375,4.1e-10
52b,Li20.1Ge2.1P3.9S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8838323353293411,2.58,1.2436781609195402,2.1270000000000002,-1.3363218390804599,-0.45299999999999985,1.6,118.4760479041916,184.0,58.22413793103448,27.150000000000002,-156.85,-125.77586206896552,0.14755434782608698,0.31643553223388304,3151521274676.711,12278644599.949677,6038181164402.469,25849499455808.86,491.76284200189457,6025902519802.52,0.06235422593714036,0.22161125319693095,0.0,0.11976047904191617,0.47904191616766467,0.40119760479041916,0.0122
8po,Li20.4Ge2.4P3.6S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8773809523809526,2.58,1.2386363636363635,2.118,-1.3413636363636365,-0.4620000000000002,1.6,118.3452380952381,184.0,58.65909090909092,28.599999999999998,-155.4,-125.34090909090908,0.15543478260869564,0.31879940711462457,2911177949128.525,12278644599.949677,5546540953245.412,23981973844499.99,451.72257475944406,5534262308645.463,0.059459901659390156,0.21125319693094627,0.0,0.11904761904761905,0.4761904761904762,0.40476190476190477,0.0132
j8q,Li20.0Ge2.0P4.0S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8860000000000001,2.58,1.2453846153846155,2.13,-1.3346153846153845,-0.4500000000000002,1.6,118.52,184.0,58.07692307692308,26.666666666666668,-157.33333333333334,-125.92307692307692,0.14492753623188406,0.31563545150501676,3232276632060.902,12278644599.949677,6204582466640.243,26472007992911.816,505.31493245318563,6192303822040.294,0.06333384338499429,0.22506393861892585,0.0,0.12,0.48,0.4,0.0121
izs,Li20.85Si2.85P3.15S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8616814159292034,2.58,1.219608938547486,2.05225,-1.360391061452514,-0.5277500000000002,1.6,117.42330383480827,184.0,57.91340782122904,24.599999999999998,-159.4,-126.08659217877096,0.13369565217391302,0.3147467816371144,2706479348364.477,12278644599.949677,5114703441114.893,22456164938552.418,416.55277172334274,5102424796514.943,0.058875755030865125,0.21198752228163995,0.0,0.11799410029498525,0.471976401179941,0.41002949852507375,0.00527
8nc,Li20.55Si2.55P3.45S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8686350148367952,2.58,1.225593220338983,2.0667500000000003,-1.354406779661017,-0.5132499999999998,1.6,117.62462908011871,184.0,57.62429378531074,23.8,-160.2,-126.37570621468926,0.12934782608695652,0.31317550970277575,2927532266718.139,12278644599.949677,5562789778237.407,24189429548701.74,453.04591504018333,5550511133637.458,0.061327353517449903,0.22063279857397508,0.0,0.11869436201780416,0.47477744807121663,0.4065281899109793,0.00565
xga,Li20.01Sn1.98P4.02S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8839112177564485,2.58,1.2416147635524797,2.1141,-1.3383852364475204,-0.4659,1.6,119.40881823635272,184.0,59.80911188004613,34.16,-149.84,-124.19088811995387,0.18565217391304345,0.32504952108720725,3202804040393.3315,12278644599.949677,6146772110329.556,26231533811068.125,500.60672904847723,6134493465729.606,0.06126797363769962,0.2161892583120205,0.0,0.11997600479904018,0.4799040191961607,0.40011997600479904,0.00373
sg4,Li19.71Sn1.68P4.32S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8907543753771878,2.58,1.2473512252042007,2.1256,-1.3326487747957994,-0.45440000000000014,1.6,119.40826795413398,184.0,59.11260210035006,31.560000000000002,-152.44,-124.88739789964994,0.1715217391304348,0.32126414184972857,3453467582946.362,12278644599.949677,6665779310690.971,28154358799538.254,542.875824479706,6653500666091.021,0.064565520795097,0.22799658994032398,0.0,0.12070006035003017,0.4828002414001207,0.39649969824984915,0.00436
ns3,Li19.62Sn1.62P4.38S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8926844014510276,2.58,1.2488290398126463,2.1279,-1.3311709601873538,-0.45210000000000017,1.6,119.43954050785973,184.0,58.961358313817335,31.040000000000003,-152.96,-125.03864168618267,0.16869565217391305,0.3204421647490073,3506007085885.5195,12278644599.949677,6778820614021.886,28538923797232.277,552.0821584859349,6766541969421.937,0.06529332569330892,0.23035805626598468,0.0,0.12091898428053204,0.48367593712212814,0.39540507859733975,0.00496
9lx,Li20.0Sn2.0P4.0S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8840000000000001,2.58,1.2415384615384615,2.1133333333333333,-1.3384615384615386,-0.4666666666666668,1.6,119.44,184.0,59.84615384615385,34.333333333333336,-149.66666666666666,-124.15384615384616,0.18659420289855075,0.32525083612040134,3188037130331.898,12278644599.949677,6119506501776.774,26103345478503.453,498.3861575244107,6107227857176.825,0.06110418898142684,0.2154021028701336,0.0,0.12,0.48,0.4,0.007
mtn,Li20.0Ge2.0P4.0S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8860000000000001,2.58,1.2453846153846155,2.13,-1.3346153846153845,-0.4500000000000002,1.6,118.52,184.0,58.07692307692308,26.666666666666668,-157.33333333333334,-125.92307692307692,0.14492753623188406,0.31563545150501676,3232276632060.902,12278644599.949677,6204582466640.243,26472007992911.816,505.31493245318563,6192303822040.294,0.06333384338499429,0.22506393861892585,0.0,0.12,0.48,0.4,0.0246
9rc,Li20.0Ge1.55Sn0.45P4.0S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.88555,2.58,1.2445192307692308,2.12625,-1.3354807692307693,-0.4537499999999999,1.6,118.727,184.0,58.474999999999994,28.391666666666666,-155.60833333333335,-125.525,0.15430253623188406,0.31779891304347824,3222322744171.8755,12278644599.949677,6185440374545.962,26389058927169.934,503.7559580942112,6173161729946.013,0.06283217114419161,0.22289002557544757,0.0,0.12,0.48,0.4,0.0141
