ID,True Composition,Z_by_element,χₐₗₗ,χ⁻,χ⁺(incl Li⁺),χ⁺(excl Li⁺),χ⁺(incl Li⁺) - χ⁻,χ⁺(excl Li⁺) - χ⁻,χₘₐₓ - χₘᵢₙ,rₐₗₗ (pm),r⁻ (pm),r⁺(incl Li⁺) (pm),r⁺(excl Li⁺) (pm),r⁺(excl Li⁺) - r⁻,r⁺(incl Li⁺) - r⁻,r⁺(excl Li⁺) / r⁻,r⁺(incl Li⁺) / r⁻,ρₐₗₗ (C m⁻³),ρ⁻ (C m⁻³),ρ⁺(incl Li⁺) (C m⁻³),ρ⁺(excl Li⁺) (C m⁻³),ρ⁺(incl Li⁺) / ρ⁻,ρ⁺(incl Li⁺) - ρ⁻,Φ⁺(incl Li⁺) (|Z| pm⁻¹),Φ⁺(excl Li⁺) (|Z| pm⁻¹),nₕₐₗᵢdₑ,nₕₒₛₜ cₐₜᵢₒₙ,nₐₙᵢₒₙ,n_Li,Ionic conductivity (S cm-1)
kmv,Li16.0Sn4.0S16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""S"", ""value"": -2.0}]",1.7999999999999998,2.58,1.176,1.96,-1.4040000000000001,-0.6200000000000001,1.6,119.44444444444444,184.0,67.8,69.0,-115.0,-116.2,0.375,0.3684782608695652,112468086555.92688,12278644599.949677,192619640120.70865,465678965568.46185,15.687369933445105,180340995520.75897,0.023446054750402578,0.057971014492753624,0.0,0.1111111111111111,0.4444444444444444,0.4444444444444444,7e-05
n7a,Li10.0Y2.0Zr2.0Cl24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Cl"", ""value"": -1.0}]",2.3878947368421053,3.16,1.0642857142857143,1.275,-2.095714285714286,-1.8850000000000002,2.18,141.2342105263158,181.0,73.06428571428572,86.975,-94.025,-107.93571428571428,0.480524861878453,0.4036700868192581,60601168720.426346,6449680150.445432,153432291983.25076,226126000044.45175,23.78913192658931,146982611832.80533,0.022374629982759218,0.04127416790262022,0.631578947368421,0.10526315789473684,0.0,0.2631578947368421,0.0014
i6k,Sm2.08Li1.52Ti4.0O11.88,"[{""element"": ""Sm"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.615523613963039,3.44,1.3267368421052632,1.413421052631579,-2.1132631578947367,-2.026578947368421,2.46,113.56583162217659,138.2,75.05873684210528,76.94842105263159,-61.2515789473684,-63.14126315789471,0.5567903115241071,0.5431167644146547,178799397964.84955,28978758058.690765,412992714028.6873,485152190346.1665,14.251567068272973,384013955969.9966,0.04532243100111389,0.05294933504768866,0.0,0.31211498973305957,0.6098562628336756,0.07802874743326489,2e-07
x94,Li16.0Si4.0S16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""S"", ""value"": -2.0}]",1.7933333333333334,2.58,1.1640000000000001,1.9,-1.416,-0.6800000000000002,1.6,115.44444444444444,184.0,60.6,33.0,-151.0,-123.4,0.1793478260869565,0.3293478260869565,533713371713.27313,12278644599.949677,950861153403.9319,4256886531984.5776,77.44023745160186,938582508803.9822,0.036094276094276095,0.12121212121212122,0.0,0.1111111111111111,0.4444444444444444,0.4444444444444444,4.93e-08
e6e,Li12.8Ge0.8P3.2O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",2.3231707317073176,3.44,1.2595238095238095,2.154,-2.1804761904761905,-1.286,2.46,96.53658536585365,138.2,56.857142857142854,22.800000000000004,-115.39999999999998,-81.34285714285713,0.16497829232995662,0.4114120322513955,3898283745121.7437,28978758058.690765,7583336113753.223,31452076289735.47,261.6860287247186,7554357355694.532,0.07145067366721246,0.2526854219948849,0.0,0.12195121951219513,0.48780487804878053,0.39024390243902446,1.14e-06
ylh,Li12.8Ge0.8V3.2O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""V"", ""value"": 5.0}]",2.2685365853658537,3.44,1.152857142857143,1.706,-2.287142857142857,-1.734,2.46,98.85365853658536,138.2,61.38095238095238,41.800000000000004,-96.39999999999998,-76.81904761904761,0.30246020260492046,0.4441458204121012,376698291699.2382,28978758058.690765,707859752309.2832,2575075571670.925,24.426849172613014,678880994250.5924,0.03879957641849702,0.11555081355028007,0.0,0.12195121951219513,0.48780487804878053,0.39024390243902446,1.9e-05
eij,Li13.6Ge1.6P2.4O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",2.286904761904762,3.44,1.2386363636363638,2.118,-2.201363636363636,-1.322,2.46,96.5357142857143,138.2,58.65909090909092,28.6,-109.6,-79.54090909090907,0.20694645441389295,0.4244507301670834,2919130384108.878,28978758058.690765,5546540953245.412,23981973844499.99,191.40022985153422,5517562195186.722,0.05945990165939015,0.2112531969309463,0.0,0.11904761904761907,0.4761904761904763,0.4047619047619048,4.5e-06
ldd,Li13.6Ge1.6V2.4O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""V"", ""value"": 5.0}]",2.246904761904762,3.44,1.1622727272727273,1.7819999999999998,-2.2777272727272724,-1.6580000000000001,2.46,98.23214285714288,138.2,61.89772727272729,42.85,-95.35,-76.30227272727271,0.3100578871201158,0.447885146691225,340826748567.4007,28978758058.690765,624324921757.137,2324223305951.583,21.54422630854952,595346163698.4462,0.03608468431087796,0.10840224059749265,0.0,0.11904761904761907,0.4761904761904763,0.4047619047619048,8.89e-07
efb,Li14.4Ge2.4P1.6O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",2.2523255813953487,3.44,1.2195652173913043,2.082,-2.2204347826086956,-1.358,2.46,96.53488372093022,138.2,60.30434782608695,34.4,-103.79999999999998,-77.89565217391304,0.24891461649782926,0.43635562826401564,1985519039887.308,28978758058.690765,3686858415390.4536,16511871399264.514,127.226239576018,3657879657331.7627,0.048511805478335,0.16982097186700768,0.0,0.11627906976744184,0.4651162790697674,0.41860465116279066,1.1e-05
lcm,Li14.4Ge2.4V1.6O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""V"", ""value"": 5.0}]",2.2262790697674415,3.44,1.1708695652173913,1.8579999999999997,-2.2691304347826087,-1.5820000000000003,2.46,97.63953488372091,138.2,62.369565217391305,43.9,-94.29999999999998,-75.83043478260868,0.31765557163531116,0.45129931416346825,306623649302.1602,28978758058.690765,548053989513.87274,2073371040232.2417,18.912266302230666,519075231455.182,0.033605869777834474,0.10125366764470525,0.0,0.11627906976744184,0.4651162790697674,0.41860465116279066,3.19e-05
mgs,Li15.2Ge3.2P0.8O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",2.2193181818181817,3.44,1.2020833333333334,2.046,-2.2379166666666666,-1.3940000000000001,2.46,96.5340909090909,138.2,61.8125,40.2,-97.99999999999999,-76.38749999999999,0.2908827785817656,0.4472684515195369,1094344574948.5371,28978758058.690765,1982149422356.7424,9041768954029.037,68.40008182346149,1953170664298.0518,0.03847605064570112,0.12838874680306905,0.0,0.11363636363636363,0.45454545454545453,0.43181818181818177,1.03e-06
31s,Li15.2Ge3.2V0.8O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""V"", ""value"": 5.0}]",2.206590909090909,3.44,1.17875,1.934,-2.26125,-1.506,2.46,97.07386363636363,138.2,62.802083333333336,44.95,-93.24999999999999,-75.39791666666665,0.32525325615050654,0.4544289676796913,273975236367.15802,28978758058.690765,478138968290.88074,1822518774512.9001,16.499636296438393,449160210232.18994,0.03133362312254462,0.09410509469191784,0.0,0.11363636363636363,0.45454545454545453,0.43181818181818177,2.71e-06
dku,Li12.0P1.6V2.4O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""V"", ""value"": 5.0}]",2.31925,3.44,1.1985,1.8539999999999999,-2.2415000000000003,-1.586,2.46,98.31875,138.2,58.4375,31.25,-106.94999999999999,-79.76249999999999,0.22612156295224314,0.4228473227206947,2219175956866.701,28978758058.690765,4409373155674.712,17264428196422.54,152.15880358793828,4380394397616.021,0.058927783792453586,0.1912666907253699,0.0,0.125,0.5,0.375,3.55e-13
ndx,Li12.0P2.4V1.6O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""V"", ""value"": 5.0}]",2.33325,3.44,1.2265,1.9659999999999997,-2.2135,-1.4740000000000002,2.46,97.725,138.2,57.25,26.5,-111.69999999999999,-80.94999999999999,0.1917510853835022,0.41425470332850944,3121582229306.2183,28978758058.690765,6214185700553.746,24483678375938.67,214.439338220366,6185206942495.056,0.0674986968202414,0.22555034283652112,0.0,0.125,0.5,0.375,3.2e-13
m0j,Li12.0P3.2V0.8O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""V"", ""value"": 5.0}]",2.34725,3.44,1.2545,2.078,-2.1855,-1.362,2.46,97.13125,138.2,56.0625,21.75,-116.44999999999999,-82.13749999999999,0.15738060781476124,0.4056620839363242,4023988501745.736,28978758058.690765,8018998245432.781,31702928555454.812,276.71987285279374,7990019487374.091,0.0760696098480292,0.25983399494767234,0.0,0.125,0.5,0.375,2.05e-13
9lo,Li12.0P4.0O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",2.36125,3.44,1.2825,2.19,-2.1574999999999998,-1.25,2.46,96.5375,138.2,54.875,17.0,-121.19999999999999,-83.32499999999999,0.12301013024602027,0.39706946454413894,4926394774185.253,28978758058.690765,9823810790311.814,38922178734970.945,339.00040748522144,9794832032253.123,0.084640522875817,0.29411764705882354,0.0,0.125,0.5,0.375,1.75e-13
dth,Li16.0Ge4.0O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}]",2.1877777777777774,3.44,1.186,2.01,-2.254,-1.4300000000000002,2.46,96.53333333333333,138.2,63.2,46.0,-92.19999999999999,-74.99999999999999,0.3328509406657019,0.4573082489146166,242777864007.0448,28978758058.690765,413817148765.728,1571666508793.5586,14.280016691109498,384838390707.03723,0.02924315619967794,0.08695652173913043,0.0,0.1111111111111111,0.4444444444444444,0.4444444444444444,1.3e-12
45e,Li8.0Mg4.0Br16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Mg"", ""value"": 2.0}, {""element"": ""Br"", ""value"": -1.0}]",2.1585714285714284,2.96,1.09,1.31,-1.8699999999999999,-1.65,1.98,141.57142857142858,196.0,69.0,72.0,-124.0,-127.0,0.3673469387755102,0.3520408163265306,67708187541.06086,5079321332.016004,151213342486.454,204930409941.8213,29.770383207166933,146134021154.43802,0.019135802469135803,0.027777777777777776,0.5714285714285714,0.14285714285714285,0.0,0.2857142857142857,7.8e-10
x2i,Li8.0Bi8.0O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Bi"", ""value"": 3.0}]",2.44,3.44,1.44,1.9,-2.0,-1.54,2.46,111.725,138.2,85.25,103.0,-35.19999999999999,-52.94999999999999,0.7452966714905934,0.6168596237337193,71827729684.51639,28978758058.690765,114676701310.34203,104998593861.9137,3.9572676330050776,85697943251.65126,0.021970514203523913,0.02912621359223301,0.0,0.25,0.5,0.25,3.8e-08
xz4,Li2.0Ce2.0Mo4.0O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ce"", ""value"": 3.0}, {""element"": ""Mo"", ""value"": 6.0}]",2.828333333333333,3.44,1.605,1.8133333333333335,-1.835,-1.6266666666666665,2.46,115.82638888888887,138.2,71.07916666666667,72.27222222222223,-65.92777777777776,-67.12083333333332,0.5229538511014633,0.5143210323203088,341639438981.89453,28978758058.690765,966960800828.3021,1247829464851.4792,33.36791724717511,937982042769.6113,0.07012402043932933,0.0885604223141675,0.0,0.25,0.6666666666666666,0.08333333333333333,1.3e-08
hja,Li2.0Ce1.0Pr1.0Mo4.0O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ce"", ""value"": 3.0}, {""element"": ""Pr"", ""value"": 3.0}, {""element"": ""Mo"", ""value"": 6.0}]",2.82875,3.44,1.6062500000000002,1.8150000000000002,-1.8337499999999998,-1.6249999999999998,2.46,115.53541666666666,138.2,70.20625,71.10833333333333,-67.09166666666665,-67.99374999999999,0.5145320791123975,0.5080047033285094,342248610912.4055,28978758058.690765,968788316619.8351,1250266152573.5232,33.43098122623976,939809558561.1443,0.07032812610793533,0.08883256320564216,0.0,0.25,0.6666666666666666,0.08333333333333333,1e-09
3nb,Li2.0Ce1.0Sm1.0Mo4.0O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sm"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ce"", ""value"": 3.0}, {""element"": ""Mo"", ""value"": 6.0}]",2.830416666666667,3.44,1.61125,1.8216666666666665,-1.8287499999999999,-1.6183333333333334,2.46,115.48319444444444,138.2,70.04958333333333,70.89944444444444,-67.30055555555555,-68.15041666666666,0.5130205820871523,0.5068710805595755,342375003855.0877,28978758058.690765,969167495447.8817,1250771724344.2522,33.44406594254398,940188737389.1909,0.07036753678140784,0.08888511077027218,0.0,0.25,0.6666666666666666,0.08333333333333333,1.8e-10
qa9,Li6.0B2.0N4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""B"", ""value"": 3.0}, {""element"": ""N"", ""value"": -3.0}]",1.8433333333333335,3.04,1.245,2.04,-1.795,-1.0,2.06,83.41666666666667,146.0,52.125,6.0,-140.0,-93.875,0.0410958904109589,0.3570205479452055,88604403465032.03,36866897357.61785,132888171748869.23,531179622569200.6,3604.539065487983,132851304851511.61,0.1361111111111111,0.5,0.0,0.16666666666666666,0.3333333333333333,0.5,1.6e-10
ihb,Li0.66La1.12Ti1.98Al0.02O5.98F0.02,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""F"", ""value"": -1.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.6187116564417177,3.4418,1.312222222222222,1.3824999999999998,-2.1295777777777785,-2.0593000000000004,3.0,115.29204158145875,138.17475,78.97028218694885,81.39668803418803,-56.77806196581196,-59.20446781305114,0.589085111673356,0.5715246974353047,176181752252.4432,28939359262.613476,409899836363.2841,470303592202.70056,14.16409508737225,380960477100.67065,0.04503369612799581,0.051426151790399485,0.0020449897750511245,0.31901840490797545,0.6114519427402862,0.06748466257668712,0.00098
3k7,Li0.66La1.12Ti1.96Al0.04O5.96F0.04,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""F"", ""value"": -1.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.619959100204499,3.4435999999999996,1.3125925925925928,1.382948717948718,-2.131007407407407,-2.0606512820512815,3.0,115.24740967961826,138.1495,78.89488536155204,81.30534188034189,-56.844158119658104,-59.25461463844795,0.588531568194904,0.5710833941603266,177116504718.8615,28899960466.536175,412380860674.9334,473309448580.27563,14.269253452870194,383480900208.3972,0.045027077939559436,0.051418133600563104,0.00408997955010225,0.3190184049079755,0.6094069529652352,0.06748466257668713,0.00106
1sz,Li0.66La1.12Ti1.94Al0.06O5.94F0.06,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""F"", ""value"": -1.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.6212065439672805,3.4454000000000007,1.3129629629629629,1.3833974358974357,-2.132437037037038,-2.062002564102565,3.0,115.20277777777777,138.12425,78.81948853615519,81.21399572649572,-56.910254273504265,-59.3047614638448,0.587977822333846,0.5706419295392026,178051257185.27972,28860561670.45888,414861884986.5827,476315304957.85065,14.374698930798266,386001323316.12384,0.04502045975112307,0.05141011541072673,0.0061349693251533735,0.31901840490797545,0.607361963190184,0.06748466257668712,0.000928
yh8,Li0.66La1.12Ti1.92Al0.08O5.92F0.08,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""F"", ""value"": -1.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.6224539877300614,3.4472,1.3133333333333332,1.383846153846154,-2.133866666666667,-2.063353846153846,3.0,115.1581458759373,138.099,78.74409171075837,81.12264957264956,-56.976350427350425,-59.35490828924162,0.5874238739791713,0.5702003034834313,178986009651.698,28821162874.381588,417342909298.23193,479321161335.4258,14.480432698612505,388521746423.85034,0.0450138415626867,0.05140209722089036,0.0081799591002045,0.3190184049079755,0.6053169734151329,0.06748466257668713,0.000622
coh,Li0.66La1.12Ti1.9Al0.1O5.9F0.1,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""F"", ""value"": -1.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.623701431492843,3.449,1.3137037037037036,1.3842948717948715,-2.1352962962962962,-2.0647051282051283,3.0,115.1135139740968,138.07375,78.66869488536155,81.03130341880342,-57.04244658119657,-59.405055114638444,0.5868697230197878,0.5697585159044464,179920762118.11624,28781764078.30429,419823933609.8812,482327017713.00085,14.586455940216142,391042169531.5769,0.045007223374250324,0.05139407903105399,0.010224948875255624,0.3190184049079755,0.6032719836400818,0.06748466257668713,0.000176
1pw,Li0.66La1.12Ti1.88Al0.12O5.88F0.12,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""F"", ""value"": -1.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.624948875255624,3.4507999999999996,1.314074074074074,1.3847435897435898,-2.1367259259259255,-2.06605641025641,3.0,115.06888207225632,138.04849999999996,78.59329805996472,80.93995726495726,-57.108542735042704,-59.45520194003524,0.5863153693445222,0.569316566713617,180855514584.5345,28742365282.22699,422304957921.5304,485332874090.57587,14.692769846003772,393562592639.3034,0.045000605185813954,0.05138606084121762,0.012269938650306749,0.3190184049079755,0.6012269938650308,0.06748466257668713,0.000106
bw3,Li0.66La1.12Ti1.86Al0.14O5.86F0.14,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""F"", ""value"": -1.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.6261963190184052,3.4526000000000003,1.3144444444444443,1.3851923076923078,-2.138155555555556,-2.0674076923076923,3.0,115.0242501704158,138.02325,78.5179012345679,80.8486111111111,-57.17463888888889,-59.50534876543209,0.5857608128421198,0.5688744558222467,181790267050.9527,28702966486.1497,424785982233.1797,488338730468.1509,14.799375612905916,396083015747.02997,0.044993986997377576,0.051378042651381246,0.014314928425357873,0.3190184049079755,0.5991820040899795,0.06748466257668712,0.000645
my5,Li0.66La1.12Ti1.84Al0.16O5.84F0.16,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""F"", ""value"": -1.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.627443762781186,3.4544,1.3148148148148149,1.3856410256410256,-2.1395851851851853,-2.0687589743589747,3.0,114.97961826857532,137.998,78.44250440917108,80.75726495726497,-57.240735042735025,-59.55549559082891,0.5852060534012448,0.5684321831415752,182725019517.37097,28663567690.072403,427267006544.829,491344586845.726,14.906274444433953,398603438854.7566,0.04498736880894122,0.05137002446154488,0.016359918200408996,0.31901840490797545,0.5971370143149284,0.06748466257668712,0.000494
hta,La1.13Li0.61Ti2.0O6.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.624312114989733,3.44,1.3157219251336898,1.3811501597444091,-2.12427807486631,-2.058849840255591,2.46,115.58596851471593,138.2,79.30677361853833,81.60777422790201,-56.592225772097976,-58.89322638146166,0.5905048786389437,0.5738550913063556,175398289976.91638,28978758058.690765,410295934765.5137,466022480089.51154,14.158506514825104,381317176706.8229,0.04539139541496712,0.05135040952553992,0.0,0.32135523613963035,0.6160164271047228,0.06262833675564682,0.000957
s3h,La1.0Li1.0Ti2.0O6.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.58,3.44,1.29,1.3933333333333333,-2.15,-2.046666666666667,2.46,113.66666666666666,138.2,76.86666666666666,79.98888888888888,-58.21111111111111,-61.33333333333333,0.5787908023798038,0.5561987457790641,174801917001.59512,28978758058.690765,393536655415.95166,483263937635.01215,13.580176714920656,364557897357.26086,0.043065841858475395,0.052482850873028924,0.0,0.3,0.6,0.1,0.000925
nua,Li2.0La2.0Ti2.0O8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.4828571428571427,3.44,1.2066666666666668,1.32,-2.2333333333333334,-2.12,2.46,114.25238095238095,138.2,82.32222222222221,89.73333333333332,-48.46666666666667,-55.87777777777778,0.6493005306319344,0.5956745457469046,142748156105.00452,28978758058.690765,294440686833.42285,379483625870.7491,10.160569553639643,265461928774.7321,0.03538255498485424,0.045666425069873964,0.0,0.2857142857142857,0.5714285714285714,0.14285714285714285,<1E-10
3rx,Li2.0Nd2.0Ti2.0O8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Nd"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.488571428571429,3.44,1.22,1.3399999999999999,-2.2199999999999998,-2.1,2.46,113.1,138.2,79.63333333333334,85.7,-52.499999999999986,-58.56666666666665,0.6201157742402316,0.5762180414857695,145030663597.90256,28978758058.690765,299766537650.18494,387472402095.8922,10.344354200517044,270787779591.49417,0.03599397164989973,0.04658355006744219,0.0,0.2857142857142857,0.5714285714285714,0.14285714285714285,<1E-10
7e5,La2.6Li0.2Mg2.0W2.0O12.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""Mg"", ""value"": 2.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""W"", ""value"": 6.0}]",2.6785106382978725,3.44,1.3347058823529412,1.3454545454545457,-2.105294117647059,-2.0945454545454543,2.46,118.46879432624112,138.2,83.64901960784312,84.13838383838383,-54.06161616161616,-54.55098039215687,0.6088160914499554,0.6052751057007462,235074313549.39832,28978758058.690765,598772352650.6469,613148641859.4917,20.662457357142475,569793594591.956,0.05284959118862366,0.054002160169648185,0.0,0.351063829787234,0.6382978723404255,0.010638297872340425,1.8e-07
sib,La2.52Li0.44Mg2.0W2.0O12.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""Mg"", ""value"": 2.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""W"", ""value"": 6.0}]",2.6636708860759493,3.44,1.3251724137931036,1.3484662576687116,-2.1148275862068964,-2.091533742331288,2.46,117.82151898734175,138.2,82.68620689655172,83.71104294478529,-54.4889570552147,-55.513793103448265,0.6057238997451903,0.5983082988173063,234377153670.07153,28978758058.690765,588512318517.2798,619835831445.7682,20.308403739227334,559533560458.589,0.051855661469161464,0.05435535050718486,0.0,0.34388185654008435,0.6329113924050632,0.02320675105485232,6.8e-06
r99,La2.48Li0.56Mg2.0W2.0O12.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""Mg"", ""value"": 2.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""W"", ""value"": 6.0}]",2.6563445378151265,3.44,1.320568181818182,1.35,-2.119431818181818,-2.09,2.46,117.50196078431374,138.2,82.22121212121213,83.49341563786008,-54.70658436213991,-55.978787878787855,0.6041491724881338,0.594943647765645,234032967595.19382,28978758058.690765,583557188396.0513,623241344661.0015,20.137411935120586,554578430337.3605,0.05137563859328483,0.0545352159568563,0.0,0.3403361344537815,0.6302521008403361,0.029411764705882356,1.2e-05
lol,Li8.0P2.0S8.0I2.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.909,2.596,1.222,2.19,-1.374,-0.40600000000000014,1.6800000000000002,124.3,191.2,57.4,17.0,-174.2,-133.79999999999998,0.0889121338912134,0.3002092050209205,3947230429641.718,10541265282.232138,7883919594001.205,38922178734970.945,747.9101780400091,7873378328718.973,0.07067538126361657,0.29411764705882354,0.1,0.1,0.4,0.4,0.00012
d7f,Li12.0Bi4.0O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Bi"", ""value"": 5.0}]",2.325,3.44,1.21,1.9,-2.23,-1.54,2.46,103.9125,138.2,69.625,76.0,-62.19999999999999,-68.57499999999999,0.5499276410998554,0.5037988422575977,115574345438.09615,28978758058.690765,202169932817.50153,435615304993.695,6.976487136130753,173191174758.81076,0.02755847953216374,0.06578947368421052,0.0,0.125,0.5,0.375,4.1e-10
52b,Li20.1Ge2.1P3.9S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8838323353293411,2.58,1.2436781609195402,2.1270000000000002,-1.3363218390804599,-0.45299999999999985,1.6,118.4760479041916,184.0,58.22413793103448,27.150000000000002,-156.85,-125.77586206896552,0.14755434782608698,0.31643553223388304,3151521274676.711,12278644599.949677,6038181164402.469,25849499455808.86,491.76284200189457,6025902519802.52,0.06235422593714036,0.22161125319693095,0.0,0.11976047904191617,0.47904191616766467,0.40119760479041916,0.0122
