pair_id,group_id,group_label,group_size,id_a,id_b,source_row_a,source_row_b,formula_a,formula_b,doi,temperature,preparation_method,family,family_normalized,amorphous_status_a,amorphous_status_b,crystal_phase_a,crystal_phase_b,year_a,year_b,label_quality,pair_weight_group_equal,trend_label,trend_class,电导率变化趋势,direction_label,direction_class,conductivity_a_S_cm-1,conductivity_b_S_cm-1,conductivity_qualifier_a,conductivity_qualifier_b,conductivity_source_a,conductivity_source_b,delta_conductivity_S_cm-1,absolute_change_conductivity_S_cm-1,conductivity_ratio_b_over_a,conductivity_fold_change,absolute_change_met,fold_change_met,change_trigger,absolute_change_threshold_S_cm-1,fold_change_threshold,delta_entropy_c_l,delta_log10_rho_plus_incl_li,delta_log10_phi_plus_incl_li,delta_field_x_r_diff,delta_n_Li,delta_log_rho_ratio,delta_r_all_pm,delta_n_host_cation,delta_ir_mean_square_all,delta_atwt_geometric_mean_all,delta_chi_all,delta_chi_minus,delta_r_minus_pm,mean_entropy_c_l,mean_log10_rho_plus_incl_li,mean_log10_phi_plus_incl_li,mean_field_x_r_diff,mean_n_Li,mean_r_all_pm,mean_atwt_geometric_mean_all,mean_chi_all,abs_delta_entropy_c_l,abs_delta_log10_rho_plus_incl_li,abs_delta_log10_phi_plus_incl_li,abs_delta_field_x_r_diff,abs_delta_n_Li,composition_L1_distance
trpair_000026,trgrp_0007,doi=10.1002/chin.199345017; temperature=RT; preparation=unknow; family=nasicon,2,4ba,a3l,50,49,LiGe2(PO4)3,LiHf2(PO4)3,10.1002/chin.199345017,RT,unknow,nasicon,nasicon,unknow,unknow,unknow,unknow,1993,1993,exact,1.0,almost_unchanged,0,几乎不变,decrease,-1,3.33e-07,2.83e-07,exact,exact,room_temperature,room_temperature,-5e-08,5e-08,0.8498498498498498,1.176678445229682,False,False,none,0.0001,100.0,0.0,-0.008489469188186,-0.026241569338849,2.535723795691114,0.0,-0.0084894691881856,2.8888888888888857,0.0,340.8888888888887,2.1192131602570647,-0.0788888888888892,0.0,0.0,0.6730116670092565,13.296909104310032,-0.7614498009717683,-17.13985173081578,0.0555555555555555,105.2722222222222,21.23294501938708,2.8966666666666665,0.0,0.008489469188186,0.026241569338849,2.535723795691114,0.0,0.2222222222222222
trpair_000455,trgrp_0047,doi=10.1016/j.ssi.2010.06.003; temperature=RT; preparation=unknow; family=oxides,6,6du,xub,181,183,(Li0.916Mg0.084)(Li0.352Mg0.016Ti1.634)O4,(Li0.74Mg0.26)(Li0.40Mg0.04Ti1.56)O4,10.1016/j.ssi.2010.06.003,RT,unknow,oxides,oxides,unknow,unknow,unknow,unknow,2010,2010,exact,0.0666666666666666,almost_unchanged,0,几乎不变,decrease,-1,1.73e-08,1.51e-09,exact,exact,room_temperature,room_temperature,-1.5789999999999998e-08,1.5789999999999998e-08,0.0872832369942196,11.456953642384104,False,False,none,0.0001,100.0,0.2212952717739143,-0.0084548932828667,-0.003863329002365,0.0485493258192111,-0.0182339739666217,-0.0084548932828656,0.2136626270045383,0.0180707552944056,29.72422267107322,0.2820870604851677,0.003948773819725,0.0,0.0,0.3311557121230589,11.63463156208516,-1.3667506854800695,-3.1858484094660797,0.1719741298404537,106.42602582935488,18.009342659285178,2.5226827559472804,0.2212952717739143,0.0084548932828667,0.003863329002365,0.0485493258192111,0.0182339739666217,0.0574774554209
trpair_000456,trgrp_0047,doi=10.1016/j.ssi.2010.06.003; temperature=RT; preparation=unknow; family=oxides,6,jkq,jl4,179,178,(Li0.55Mg0.45)(Li0.445Mg0.055)Ti1.5O4,(Li0.61Mg0.39)(Li0.46Mg0.005Ti0.035)Ti1.5O4,10.1016/j.ssi.2010.06.003,RT,unknow,oxides,oxides,unknow,unknow,unknow,unknow,2010,2010,exact,0.0666666666666666,almost_unchanged,0,几乎不变,increase,1,1.53e-11,6.56e-10,exact,exact,room_temperature,room_temperature,6.407e-10,6.407e-10,42.87581699346405,42.87581699346405,False,False,none,0.0001,100.0,-0.0575811479258443,0.0037521470940635,0.001252801844644,-0.0195983131398151,0.0107142857142857,0.0037521470940624,-0.1057142857142849,-0.0107142857142857,-14.34464285714239,-0.1849870565683034,-0.0023857142857144,0.0,0.0,0.5355900189350996,11.626316224318987,-1.3694814732276237,-3.1419277033380943,0.1475,106.6717857142857,18.42734471864243,2.5283285714285717,0.0575811479258443,0.0037521470940635,0.001252801844644,0.0195983131398151,0.0107142857142857,0.0314285714285714
trpair_000457,trgrp_0047,doi=10.1016/j.ssi.2010.06.003; temperature=RT; preparation=unknow; family=oxides,6,jkq,m0v,179,180,(Li0.55Mg0.45)(Li0.445Mg0.055)Ti1.5O4,Li(Li0.34Ti1.66)O4,10.1016/j.ssi.2010.06.003,RT,unknow,oxides,oxides,unknow,unknow,unknow,unknow,2010,2010,exact,0.0666666666666666,increase,1,增大,increase,1,1.53e-11,6.03e-08,exact,exact,room_temperature,room_temperature,6.028470000000001e-08,6.028470000000001e-08,3941.176470588235,3941.176470588235,False,True,fold_change,0.0001,100.0,-0.5643805928980218,0.0168370002964053,0.0056047500232656,-0.0895368451986193,0.0492857142857142,0.0168370002964044,-0.4846428571428589,-0.0492857142857142,-65.7676785714284,-0.8374850241822784,-0.0110071428571427,0.0,0.0,0.2821902964490109,11.63285865092016,-1.367305499138313,-3.176896969367496,0.1667857142857143,106.48232142857142,18.101095734835443,2.524017857142857,0.5643805928980218,0.0168370002964053,0.0056047500232656,0.0895368451986193,0.0492857142857142,0.1442857142857143
trpair_000458,trgrp_0047,doi=10.1016/j.ssi.2010.06.003; temperature=RT; preparation=unknow; family=oxides,6,jkq,u0c,179,182,(Li0.55Mg0.45)(Li0.445Mg0.055)Ti1.5O4,(Li0.826Mg0.174)(Li0.374Mg0.026Ti1.60)O4,10.1016/j.ssi.2010.06.003,RT,unknow,oxides,oxides,unknow,unknow,unknow,unknow,2010,2010,exact,0.0666666666666666,increase,1,增大,increase,1,1.53e-11,4.24e-09,exact,exact,room_temperature,room_temperature,4.2247e-09,4.2247e-09,277.124183006536,277.124183006536,False,True,fold_change,0.0001,100.0,-0.2155484970549899,0.0108864543366333,0.0039749479143809,-0.058531998074176,0.0292857142857142,0.0108864543366324,-0.2960714285714232,-0.0292857142857142,-40.15196428571471,-0.4937034591410167,-0.0063785714285713,0.0,0.0,0.4566063443705268,11.629883377940274,-1.3681204001927552,-3.1613945458052743,0.1567857142857143,106.57660714285714,18.272986517356077,2.526332142857143,0.2155484970549899,0.0108864543366333,0.0039749479143809,0.058531998074176,0.0292857142857142,0.0871428571428571
trpair_000459,trgrp_0047,doi=10.1016/j.ssi.2010.06.003; temperature=RT; preparation=unknow; family=oxides,6,jkq,xub,179,183,(Li0.55Mg0.45)(Li0.445Mg0.055)Ti1.5O4,(Li0.74Mg0.26)(Li0.40Mg0.04Ti1.56)O4,10.1016/j.ssi.2010.06.003,RT,unknow,oxides,oxides,unknow,unknow,unknow,unknow,2010,2010,exact,0.0666666666666666,almost_unchanged,0,几乎不变,increase,1,1.53e-11,1.51e-09,exact,exact,room_temperature,room_temperature,1.4947e-09,1.4947e-09,98.69281045751632,98.69281045751632,False,False,none,0.0001,100.0,-0.1225772448880057,0.0059639646717695,0.0014255241686933,-0.0294451997882871,0.0207142857142857,0.0059639646717692,-0.1917857142857144,-0.0207142857142856,-26.0641071428563,-0.3694520573988207,-0.0048642857142855,0.0,0.0,0.5030919704540189,11.627422133107842,-1.369395112065599,-3.14685114666233,0.1525,106.62875,18.335112218227174,2.5270892857142857,0.1225772448880057,0.0059639646717695,0.0014255241686933,0.0294451997882871,0.0207142857142857,0.0585714285714285
trpair_000460,trgrp_0047,doi=10.1016/j.ssi.2010.06.003; temperature=RT; preparation=unknow; family=oxides,6,jl4,m0v,178,180,(Li0.61Mg0.39)(Li0.46Mg0.005Ti0.035)Ti1.5O4,Li(Li0.34Ti1.66)O4,10.1016/j.ssi.2010.06.003,RT,unknow,oxides,oxides,unknow,unknow,unknow,unknow,2010,2010,exact,0.0666666666666666,almost_unchanged,0,几乎不变,increase,1,6.56e-10,6.03e-08,exact,exact,room_temperature,room_temperature,5.9644e-08,5.9644e-08,91.92073170731707,91.92073170731707,False,False,none,0.0001,100.0,-0.5067994449721774,0.0130848532023417,0.0043519481786216,-0.0699385320588041,0.0385714285714285,0.0130848532023419,-0.3789285714285739,-0.0385714285714285,-51.423035714286016,-0.652497967613975,-0.0086214285714283,0.0,0.0,0.2533997224860887,11.63473472446719,-1.3666790982159909,-3.186696125937404,0.1721428571428571,106.42946428571427,18.00860220655129,2.522825,0.5067994449721774,0.0130848532023417,0.0043519481786216,0.0699385320588041,0.0385714285714285,0.1128571428571428
trpair_000461,trgrp_0047,doi=10.1016/j.ssi.2010.06.003; temperature=RT; preparation=unknow; family=oxides,6,jl4,u0c,178,182,(Li0.61Mg0.39)(Li0.46Mg0.005Ti0.035)Ti1.5O4,(Li0.826Mg0.174)(Li0.374Mg0.026Ti1.60)O4,10.1016/j.ssi.2010.06.003,RT,unknow,oxides,oxides,unknow,unknow,unknow,unknow,2010,2010,exact,0.0666666666666666,almost_unchanged,0,几乎不变,increase,1,6.56e-10,4.24e-09,exact,exact,room_temperature,room_temperature,3.584e-09,3.584e-09,6.463414634146342,6.463414634146342,False,False,none,0.0001,100.0,-0.1579673491291455,0.0071343072425698,0.0027221460697368,-0.0389336849343608,0.0185714285714285,0.00713430724257,-0.1903571428571382,-0.0185714285714285,-25.80732142857232,-0.3087164025727134,-0.0039928571428569,0.0,0.0,0.4278157704076046,11.631759451487303,-1.3674939992704331,-3.171193702375182,0.1621428571428571,106.52375,18.18049298907192,2.5251392857142854,0.1579673491291455,0.0071343072425698,0.0027221460697368,0.0389336849343608,0.0185714285714285,0.0557142857142857
trpair_000462,trgrp_0047,doi=10.1016/j.ssi.2010.06.003; temperature=RT; preparation=unknow; family=oxides,6,jl4,xub,178,183,(Li0.61Mg0.39)(Li0.46Mg0.005Ti0.035)Ti1.5O4,(Li0.74Mg0.26)(Li0.40Mg0.04Ti1.56)O4,10.1016/j.ssi.2010.06.003,RT,unknow,oxides,oxides,unknow,unknow,unknow,unknow,2010,2010,exact,0.0666666666666666,almost_unchanged,0,几乎不变,increase,1,6.56e-10,1.51e-09,exact,exact,room_temperature,room_temperature,8.539999999999997e-10,8.539999999999997e-10,2.301829268292683,2.301829268292683,False,False,none,0.0001,100.0,-0.0649960969621614,0.0022118175777059,0.0001727223240493,-0.0098468866484719,0.01,0.0022118175777068,-0.0860714285714294,-0.0099999999999999,-11.719464285713912,-0.1844650008305173,-0.0024785714285711,0.0,0.0,0.4743013964910967,11.629298206654871,-1.368768711143277,-3.156650303232237,0.1578571428571428,106.57589285714286,18.242618689943026,2.5258964285714285,0.0649960969621614,0.0022118175777059,0.0001727223240493,0.0098468866484719,0.01,0.0271428571428571
trpair_000463,trgrp_0047,doi=10.1016/j.ssi.2010.06.003; temperature=RT; preparation=unknow; family=oxides,6,m0v,u0c,180,182,Li(Li0.34Ti1.66)O4,(Li0.826Mg0.174)(Li0.374Mg0.026Ti1.60)O4,10.1016/j.ssi.2010.06.003,RT,unknow,oxides,oxides,unknow,unknow,unknow,unknow,2010,2010,exact,0.0666666666666666,almost_unchanged,0,几乎不变,decrease,-1,6.03e-08,4.24e-09,exact,exact,room_temperature,room_temperature,-5.606e-08,5.606e-08,0.0703150912106135,14.221698113207546,False,False,none,0.0001,100.0,0.3488320958430319,-0.0059505459597719,-0.0016298021088847,0.0310048471244432,-0.02,-0.0059505459597719,0.1885714285714357,0.02,25.615714285713693,0.3437815650412616,0.0046285714285714,0.0,0.0,0.1744160479215159,11.638301878088477,-1.3653180251811223,-3.206162968404584,0.1814285714285714,106.33428571428573,17.854244005264935,2.5208285714285714,0.3488320958430319,0.0059505459597719,0.0016298021088847,0.0310048471244432,0.02,0.0571428571428571
trpair_000464,trgrp_0047,doi=10.1016/j.ssi.2010.06.003; temperature=RT; preparation=unknow; family=oxides,6,m0v,xub,180,183,Li(Li0.34Ti1.66)O4,(Li0.74Mg0.26)(Li0.40Mg0.04Ti1.56)O4,10.1016/j.ssi.2010.06.003,RT,unknow,oxides,oxides,unknow,unknow,unknow,unknow,2010,2010,exact,0.0666666666666666,almost_unchanged,0,几乎不变,decrease,-1,6.03e-08,1.51e-09,exact,exact,room_temperature,room_temperature,-5.879000000000001e-08,5.879000000000001e-08,0.0250414593698175,39.93377483443709,False,False,none,0.0001,100.0,0.441803348010016,-0.0108730356246358,-0.0041792258545723,0.0600916454103321,-0.0285714285714285,-0.0108730356246351,0.2928571428571445,0.0285714285714286,39.7035714285721,0.4680329667834577,0.0061428571428572,0.0,0.0,0.220901674005008,11.635840633256043,-1.366592737053966,-3.19161956926164,0.1771428571428571,106.38642857142855,17.91636970613603,2.521585714285714,0.441803348010016,0.0108730356246358,0.0041792258545723,0.0600916454103321,0.0285714285714285,0.0857142857142857
trpair_000465,trgrp_0047,doi=10.1016/j.ssi.2010.06.003; temperature=RT; preparation=unknow; family=oxides,6,u0c,xub,182,183,(Li0.826Mg0.174)(Li0.374Mg0.026Ti1.60)O4,(Li0.74Mg0.26)(Li0.40Mg0.04Ti1.56)O4,10.1016/j.ssi.2010.06.003,RT,unknow,oxides,oxides,unknow,unknow,unknow,unknow,2010,2010,exact,0.0666666666666666,almost_unchanged,0,几乎不变,decrease,-1,4.24e-09,1.51e-09,exact,exact,room_temperature,room_temperature,-2.7300000000000003e-09,2.7300000000000003e-09,0.356132075471698,2.80794701986755,False,False,none,0.0001,100.0,0.0929712521669841,-0.0049224896648638,-0.0025494237456875,0.0290867982858888,-0.0085714285714285,-0.0049224896648631,0.1042857142857087,0.0085714285714285,14.087857142858413,0.124251401742196,0.0015142857142858,0.0,0.0,0.3953177219265239,11.632865360276158,-1.3674076381084086,-3.1761171456994184,0.1671428571428571,106.48071428571428,18.088260488656665,2.5239000000000003,0.0929712521669841,0.0049224896648638,0.0025494237456875,0.0290867982858888,0.0085714285714285,0.0285714285714285
trpair_000466,trgrp_0048,doi=10.1016/j.ssi.2012.03.045; temperature=RT; preparation=unknow; family=nasicon,5,czo,hzf,215,213,Li1.3Al0.1Sc0.2Ti1.7(PO4)3,Li1.3Al0.2Sc0.1Ti1.7(PO4)3,10.1016/j.ssi.2012.03.045,RT,unknow,nasicon,nasicon,unknow,unknow,unknow,unknow,2012,2012,exact,0.1,increase,1,增大,increase,1,0.000429,0.000972,exact,exact,room_temperature,room_temperature,0.000543,0.000543,2.2657342657342654,2.2657342657342654,True,False,absolute_difference,0.0001,100.0,0.0,0.0003457319682684,0.0011692944305835,-0.1320648742820331,0.0,0.000345731968268,-0.1885245901639365,0.0,-23.942622950818983,-0.0525642917338657,0.0013661202185795,0.0,0.0,0.8802861522293415,13.27367810163756,-0.7867941687305355,-15.819920006323644,0.0710382513661202,104.86612021857924,18.841758444384823,2.851775956284153,0.0,0.0003457319682684,0.0011692944305835,0.1320648742820331,0.0,0.0109289617486338
trpair_000467,trgrp_0048,doi=10.1016/j.ssi.2012.03.045; temperature=RT; preparation=unknow; family=nasicon,5,czo,lap,215,217,Li1.3Al0.1Sc0.2Ti1.7(PO4)3,Li1.3Al0.3Ti1.7(PO4)3,10.1016/j.ssi.2012.03.045,RT,unknow,nasicon,nasicon,unknow,unknow,unknow,unknow,2012,2012,exact,0.1,increase,1,增大,increase,1,0.000429,0.00113,exact,exact,room_temperature,room_temperature,0.0007009999999999,0.0007009999999999,2.634032634032634,2.634032634032634,True,False,absolute_difference,0.0001,100.0,-0.0381908500976886,0.0006911889260869,0.0023354491045186,-0.2646115344505411,0.0,0.0006911889260874,-0.377049180327873,0.0,-47.88524590163797,-0.1049821451159438,0.0027322404371585,0.0,0.0,0.8611907271804972,13.27385083011647,-0.786211091393568,-15.886193336407898,0.0710382513661202,104.77185792349724,18.81554951769379,2.8524590163934427,0.0381908500976886,0.0006911889260869,0.0023354491045186,0.2646115344505411,0.0,0.0218579234972677
trpair_000468,trgrp_0048,doi=10.1016/j.ssi.2012.03.045; temperature=RT; preparation=unknow; family=nasicon,5,czo,o8s,215,216,Li1.3Al0.1Sc0.2Ti1.7(PO4)3,Li1.3Sc0.3Ti1.7(PO4)3,10.1016/j.ssi.2012.03.045,RT,unknow,nasicon,nasicon,unknow,unknow,unknow,unknow,2012,2012,exact,0.1,almost_unchanged,0,几乎不变,increase,1,0.000429,0.000452,exact,exact,room_temperature,room_temperature,2.2999999999999963e-05,2.2999999999999963e-05,1.0536130536130537,1.0536130536130537,False,False,none,0.0001,100.0,-0.0381908500976886,-0.0003460074169243,-0.0011724511398566,0.1315830883955566,0.0,-0.0003460074169243,0.1885245901639365,0.0,23.942622950820805,0.0527111391865489,-0.0013661202185786,0.0,0.0,0.8611907271804972,13.273332231944964,-0.7879650415157557,-15.688096024984848,0.0710382513661202,105.05464480874316,18.894396159845037,2.850409836065574,0.0381908500976886,0.0003460074169243,0.0011724511398566,0.1315830883955566,0.0,0.0109289617486338
trpair_000469,trgrp_0048,doi=10.1016/j.ssi.2012.03.045; temperature=RT; preparation=unknow; family=nasicon,5,czo,x61,215,214,Li1.3Al0.1Sc0.2Ti1.7(PO4)3,Li1.3Al0.15Sc0.15Ti1.7(PO4)3,10.1016/j.ssi.2012.03.045,RT,unknow,nasicon,nasicon,unknow,unknow,unknow,unknow,2012,2012,exact,0.1,increase,1,增大,increase,1,0.000429,0.00124,exact,exact,room_temperature,room_temperature,0.000811,0.000811,2.8904428904428903,2.8904428904428903,True,False,absolute_difference,0.0001,100.0,0.0033979807359081,0.0001729003878043,0.0005850407412025,-0.0659722139052068,0.0,0.0001729003878034,-0.0942622950819753,0.0,-11.971311475408584,-0.0263004762029694,0.0006830601092895,0.0,0.0,0.8819851425972955,13.273591685847329,-0.787086295575226,-15.78687367613523,0.0710382513661202,104.9132513661202,18.854890352150274,2.851434426229508,0.0033979807359081,0.0001729003878043,0.0005850407412025,0.0659722139052068,0.0,0.0054644808743169
trpair_000470,trgrp_0048,doi=10.1016/j.ssi.2012.03.045; temperature=RT; preparation=unknow; family=nasicon,5,hzf,lap,213,217,Li1.3Al0.2Sc0.1Ti1.7(PO4)3,Li1.3Al0.3Ti1.7(PO4)3,10.1016/j.ssi.2012.03.045,RT,unknow,nasicon,nasicon,unknow,unknow,unknow,unknow,2012,2012,exact,0.1,increase,1,增大,increase,1,0.000972,0.00113,exact,exact,room_temperature,room_temperature,0.0001579999999999,0.0001579999999999,1.162551440329218,1.162551440329218,True,False,absolute_difference,0.0001,100.0,-0.0381908500976886,0.0003454569578185,0.0011661546739351,-0.1325466601685079,0.0,0.0003454569578194,-0.1885245901639365,0.0,-23.942622950818983,-0.052417853382078,0.001366120218579,0.0,0.0,0.8611907271804972,13.274023696100604,-0.7856264441782763,-15.952225773548914,0.0710382513661202,104.67759562841528,18.789267371826853,2.853142076502732,0.0381908500976886,0.0003454569578185,0.0011661546739351,0.1325466601685079,0.0,0.0109289617486338
trpair_000471,trgrp_0048,doi=10.1016/j.ssi.2012.03.045; temperature=RT; preparation=unknow; family=nasicon,5,hzf,o8s,213,216,Li1.3Al0.2Sc0.1Ti1.7(PO4)3,Li1.3Sc0.3Ti1.7(PO4)3,10.1016/j.ssi.2012.03.045,RT,unknow,nasicon,nasicon,unknow,unknow,unknow,unknow,2012,2012,exact,0.1,decrease,-1,减少,decrease,-1,0.000972,0.000452,exact,exact,room_temperature,room_temperature,-0.00052,0.00052,0.4650205761316872,2.150442477876106,True,False,absolute_difference,0.0001,100.0,-0.0381908500976886,-0.0006917393851928,-0.0023417455704402,0.2636479626775898,0.0,-0.0006917393851924,0.377049180327873,0.0,47.88524590163979,0.1052754309204146,-0.0027322404371581,0.0,0.0,0.8611907271804972,13.273505097929098,-0.7873803943004639,-15.754128462125866,0.0710382513661202,104.9603825136612,18.8681140139781,2.851092896174864,0.0381908500976886,0.0006917393851928,0.0023417455704402,0.2636479626775898,0.0,0.0218579234972677
trpair_000472,trgrp_0048,doi=10.1016/j.ssi.2012.03.045; temperature=RT; preparation=unknow; family=nasicon,5,hzf,x61,213,214,Li1.3Al0.2Sc0.1Ti1.7(PO4)3,Li1.3Al0.15Sc0.15Ti1.7(PO4)3,10.1016/j.ssi.2012.03.045,RT,unknow,nasicon,nasicon,unknow,unknow,unknow,unknow,2012,2012,exact,0.1,increase,1,增大,increase,1,0.000972,0.00124,exact,exact,room_temperature,room_temperature,0.000268,0.000268,1.2757201646090537,1.2757201646090537,True,False,absolute_difference,0.0001,100.0,0.0033979807359081,-0.0001728315804641,-0.0005842536893809,0.0660926603768263,0.0,-0.0001728315804645,0.0942622950819611,0.0,11.971311475410404,0.0262638155308962,-0.0006830601092899,0.0,0.0,0.8819851425972955,13.273764551831462,-0.7865016483599343,-15.852906113276248,0.0710382513661202,104.81898907103825,18.82860820628334,2.852117486338797,0.0033979807359081,0.0001728315804641,0.0005842536893809,0.0660926603768263,0.0,0.0054644808743169
trpair_000473,trgrp_0048,doi=10.1016/j.ssi.2012.03.045; temperature=RT; preparation=unknow; family=nasicon,5,lap,o8s,217,216,Li1.3Al0.3Ti1.7(PO4)3,Li1.3Sc0.3Ti1.7(PO4)3,10.1016/j.ssi.2012.03.045,RT,unknow,nasicon,nasicon,unknow,unknow,unknow,unknow,2012,2012,exact,0.1,decrease,-1,减少,decrease,-1,0.00113,0.000452,exact,exact,room_temperature,room_temperature,-0.000678,0.000678,0.4,2.5,True,False,absolute_difference,0.0001,100.0,0.0,-0.0010371963430113,-0.0035079002443753,0.3961946228460977,0.0,-0.0010371963430118,0.5655737704918096,0.0,71.82786885245878,0.1576932843024927,-0.0040983606557372,0.0,0.0,0.8420953021316528,13.273677826408008,-0.7867973169634963,-15.82040179221012,0.0710382513661202,104.86612021857924,18.84190508728706,2.851775956284153,0.0,0.0010371963430113,0.0035079002443753,0.3961946228460977,0.0,0.0327868852459016
trpair_000474,trgrp_0048,doi=10.1016/j.ssi.2012.03.045; temperature=RT; preparation=unknow; family=nasicon,5,lap,x61,217,214,Li1.3Al0.3Ti1.7(PO4)3,Li1.3Al0.15Sc0.15Ti1.7(PO4)3,10.1016/j.ssi.2012.03.045,RT,unknow,nasicon,nasicon,unknow,unknow,unknow,unknow,2012,2012,exact,0.1,increase,1,增大,increase,1,0.00113,0.00124,exact,exact,room_temperature,room_temperature,0.00011,0.00011,1.097345132743363,1.097345132743363,True,False,absolute_difference,0.0001,100.0,0.0415888308335967,-0.0005182885382826,-0.001750408363316,0.1986393205453342,0.0,-0.0005182885382839,0.2827868852458977,0.0,35.91393442622939,0.0786816689129743,-0.002049180327869,0.0,0.0,0.8628897175484512,13.27393728031037,-0.7859185710229668,-15.919179443360502,0.0710382513661202,104.72472677595628,18.8023992795923,2.852800546448087,0.0415888308335967,0.0005182885382826,0.001750408363316,0.1986393205453342,0.0,0.0163934426229508
trpair_000475,trgrp_0048,doi=10.1016/j.ssi.2012.03.045; temperature=RT; preparation=unknow; family=nasicon,5,o8s,x61,216,214,Li1.3Sc0.3Ti1.7(PO4)3,Li1.3Al0.15Sc0.15Ti1.7(PO4)3,10.1016/j.ssi.2012.03.045,RT,unknow,nasicon,nasicon,unknow,unknow,unknow,unknow,2012,2012,exact,0.1,increase,1,增大,increase,1,0.000452,0.00124,exact,exact,room_temperature,room_temperature,0.000788,0.000788,2.743362831858408,2.743362831858408,True,False,absolute_difference,0.0001,100.0,0.0415888308335967,0.0005189078047287,0.0017574918810592,-0.1975553023007634,0.0,0.0005189078047278,-0.2827868852459119,0.0,-35.91393442622939,-0.0790116153895184,0.0020491803278681,0.0,0.0,0.8628897175484512,13.273418682138866,-0.7876725211451544,-15.721082131937452,0.0710382513661202,105.00751366120215,18.88124592174355,2.8507513661202184,0.0415888308335967,0.0005189078047287,0.0017574918810592,0.1975553023007634,0.0,0.0163934426229508
trpair_000476,trgrp_0049,doi=10.1016/j.ssi.2012.05.011; temperature=RT; preparation=unknow; family=nasicon,3,3tt,f7p,220,218,Li1.3Al0.15Y0.15Ti1.7(PO4)3,Li1.3Al0.2Y0.1Ti1.7(PO4)3,10.1016/j.ssi.2012.05.011,RT,unknow,nasicon,nasicon,unknow,unknow,unknow,unknow,2012,2012,exact,0.3333333333333333,increase,1,增大,increase,1,1.9e-05,0.00012,exact,exact,room_temperature,room_temperature,0.000101,0.000101,6.315789473684211,6.315789473684211,True,False,absolute_difference,0.0001,100.0,-0.0033979807359081,0.0001890012798355,0.0007088374332805,-0.0902182633988655,0.0,0.0001890012798346,-0.1357923497267847,0.0,-19.309672131148545,-0.061629856343913,0.0010655737704916,0.0,0.0,0.8819851425972955,13.273724167956363,-0.7868119990324591,-15.792322360690438,0.0710382513661202,104.92281420765026,18.91653234949589,2.851161202185792,0.0033979807359081,0.0001890012798355,0.0007088374332805,0.0902182633988655,0.0,0.0054644808743169
trpair_000477,trgrp_0049,doi=10.1016/j.ssi.2012.05.011; temperature=RT; preparation=unknow; family=nasicon,3,3tt,l8t,220,219,Li1.3Al0.15Y0.15Ti1.7(PO4)3,Li1.3Al0.1Y0.2Ti1.7(PO4)3,10.1016/j.ssi.2012.05.011,RT,unknow,nasicon,nasicon,unknow,unknow,unknow,unknow,2012,2012,exact,0.3333333333333333,almost_unchanged,0,几乎不变,increase,1,1.9e-05,7.3e-05,exact,exact,room_temperature,room_temperature,5.4e-05,5.4e-05,3.842105263157895,3.842105263157895,False,False,none,0.0001,100.0,-0.0033979807359081,-0.0001890835674025,-0.0007099962599741,0.0900079019170085,0.0,-0.0001890835674025,0.1357923497267705,0.0,19.309672131146726,0.0618309733631043,-0.0010655737704916,0.0,0.0,0.8819851425972955,13.273535125532744,-0.7875214158790864,-15.702209278032502,0.0710382513661202,105.05860655737705,18.978262764349395,2.8500956284153007,0.0033979807359081,0.0001890835674025,0.0007099962599741,0.0900079019170085,0.0,0.0054644808743169
trpair_000478,trgrp_0049,doi=10.1016/j.ssi.2012.05.011; temperature=RT; preparation=unknow; family=nasicon,3,f7p,l8t,218,219,Li1.3Al0.2Y0.1Ti1.7(PO4)3,Li1.3Al0.1Y0.2Ti1.7(PO4)3,10.1016/j.ssi.2012.05.011,RT,unknow,nasicon,nasicon,unknow,unknow,unknow,unknow,2012,2012,exact,0.3333333333333333,almost_unchanged,0,几乎不变,decrease,-1,0.00012,7.3e-05,exact,exact,room_temperature,room_temperature,-4.7e-05,4.7e-05,0.6083333333333333,1.6438356164383563,False,False,none,0.0001,100.0,0.0,-0.0003780848472381,-0.0014188336932546,0.1802261653158741,0.0,-0.0003780848472372,0.2715846994535553,0.0,38.61934426229527,0.1234608297070174,-0.0021311475409833,0.0,0.0,0.8802861522293415,13.273629626172662,-0.7871669971624462,-15.747318409731935,0.0710382513661202,104.99071038251364,18.94744783617744,2.8506284153005463,0.0,0.0003780848472381,0.0014188336932546,0.1802261653158741,0.0,0.0109289617486338
