ID,True Composition,Z_by_element,χₐₗₗ,χ⁻,χ⁺(incl Li⁺),χ⁺(excl Li⁺),χ⁺(incl Li⁺) - χ⁻,χ⁺(excl Li⁺) - χ⁻,χₘₐₓ - χₘᵢₙ,rₐₗₗ (pm),r⁻ (pm),r⁺(incl Li⁺) (pm),r⁺(excl Li⁺) (pm),r⁺(excl Li⁺) - r⁻,r⁺(incl Li⁺) - r⁻,r⁺(excl Li⁺) / r⁻,r⁺(incl Li⁺) / r⁻,ρₐₗₗ (C m⁻³),ρ⁻ (C m⁻³),ρ⁺(incl Li⁺) (C m⁻³),ρ⁺(excl Li⁺) (C m⁻³),ρ⁺(incl Li⁺) / ρ⁻,ρ⁺(incl Li⁺) - ρ⁻,Φ⁺(incl Li⁺) (|Z| pm⁻¹),Φ⁺(excl Li⁺) (|Z| pm⁻¹),nₕₐₗᵢdₑ,nₕₒₛₜ cₐₜᵢₒₙ,nₐₙᵢₒₙ,n_Li,Ionic conductivity (S cm-1),conductivity_value,conductivity_qualifier,conductivity_used,sample_weight,log10_conductivity,r_ratio_x_chi_diff,log_rho_ratio,n_Li × r⁻ (pm),chi_range_x_r_avg,field_x_r_diff
7iw,Li18.0Ba1.0Ge2.0P4.0S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.9026530612244896,2.58,1.2524000000000002,1.9528571428571424,-1.3276,-0.6271428571428574,1.69,121.19241982507288,184.0,60.89714285714285,43.91836734693878,-140.0816326530612,-123.10285714285716,0.2386867790594498,0.3309627329192546,3293652904963.0107,12278644599.949677,6443772194911.55,22693702616447.27,524.7950734674705,6431493550311.601,0.0652246475941236,0.1948499318837747,0.0,0.1428571428571428,0.4897959183673469,0.3673469387755102,9.98e-05,9.98e-05,exact,9.98e-05,1.0,-4.000869458712629,-0.43938612422360235,2.7199897494317518,67.59183673469389,204.81518950437317,-8.0293404749726
ikh,Li19.2P6.0S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.9080487804878048,2.58,1.2680952380952382,2.19,-1.311904761904762,-0.3900000000000001,1.6,118.17073170731706,184.0,55.47619047619048,17.0,-167.0,-128.52380952380952,0.092391304347826,0.3015010351966873,4801125451390.099,12278644599.949677,9361931934047.385,38922178734970.95,762.4564631576479,9349653289447.434,0.0813154891586264,0.2941176470588235,0.0,0.1219512195121951,0.4878048780487805,0.3902439024390243,0.0012,0.0012,exact,0.0012,1.0,-2.9208187539523753,-0.3955406437937493,2.8822150501824852,71.80487804878047,189.0731707317073,-10.450976439958696
hd3,Li14.0Ge2.0P2.0S16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8647058823529408,2.58,1.2288888888888887,2.1,-1.3511111111111114,-0.4800000000000004,1.6,118.08823529411764,184.0,59.5,31.5,-152.5,-124.5,0.171195652173913,0.3233695652173913,2438974003639.735,12278644599.949677,4596036545008.434,20246922621882.25,374.3113914240396,4583757900408.484,0.0538642080557397,0.1905370843989769,0.0,0.1176470588235294,0.4705882352941176,0.4117647058823529,0.007,0.007,exact,0.007,1.0,-2.154901959985743,-0.43690821256038653,2.573233044205849,75.76470588235294,188.94117647058823,-6.7060939029395925
ete,Li19.08Si3.48P2.88S23.4Cl0.6,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.898980582524272,2.5945,1.2428301886792454,2.0313207547169814,-1.3516698113207546,-0.5631792452830187,2.18,118.64684466019418,183.925,57.06367924528302,25.75471698113208,-158.1702830188679,-126.86132075471696,0.140028364720033,0.3102551542491941,2620827664459.326,12132920488.712069,5081860441790.094,19954377340884.062,418.848903404422,5069727521301.382,0.060988351887353,0.1995089631049675,0.012135922330097,0.1286407766990291,0.4733009708737864,0.3859223300970874,0.025,0.025,exact,0.025,1.0,-1.6020599913279623,-0.41936252580529976,2.6220573827459916,70.9807645631068,258.6501213592233,-7.737062871083036
k4x,Li20.7Si2.7P3.3S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8651479289940824,2.58,1.2225842696629212,2.0595,-1.3574157303370789,-0.5205000000000002,1.6,117.52366863905324,184.0,57.76966292134831,24.2,-159.8,-126.2303370786517,0.1315217391304347,0.3139655593551538,2816678806182.797,12278644599.949677,5337487940189.852,23322797243627.08,434.6968345522215,5325209295589.902,0.0600946677615547,0.2163101604278074,0.0,0.1183431952662721,0.4733727810650887,0.408284023668639,0.0065,0.0065,exact,0.0065,1.0,-2.1870866433571443,-0.4261817890527656,2.6381864776844917,75.12426035502958,188.0378698224852,-7.585770168170633
wyu,Li56.0La24.0Zr16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}]",2.254166666666667,3.44,1.0683333333333334,1.1920000000000002,-2.3716666666666666,-2.248,2.46,110.15833333333332,138.2,82.11666666666666,102.58,-35.61999999999999,-56.08333333333333,0.7422575976845153,0.594187168355041,86141254143.4846,28978758058.690765,143303750228.27844,169832268285.58978,4.945130841633894,114324992169.58768,0.0234932707707527,0.0356431091090659,0.0,0.2083333333333333,0.5,0.2916666666666667,1.63e-06,1.63e-06,exact,1.63e-06,1.0,-5.787812395596042,-1.4092139009487057,0.6941777869438869,40.30833333333333,270.98949999999996,-1.3175809357263806
019,Li6.0Ti12.0P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8838888888888894,3.44,1.7716666666666667,1.93,-1.6683333333333332,-1.5099999999999998,2.46,105.43888888888888,138.2,39.91666666666666,34.4,-103.79999999999998,-98.28333333333332,0.2489146164978292,0.2888326097443319,6590015846261.276,28978758058.690765,19712090022666.45,23629637065447.984,680.2254942307567,19683111264607.76,0.1715665268249938,0.2029168692270296,0.0,0.2777777777777778,0.6666666666666666,0.0555555555555555,0.000161,0.000161,exact,0.000161,1.0,-3.7931741239681505,-0.481869070590127,2.8326529048625826,7.677777777777769,259.37966666666665,-16.862130144783137
ob9,Li2.67Mg0.67P2.0S6.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Mg"", ""value"": 2.0}, {""element"": ""P"", ""value"": 4.0}, {""element"": ""S"", ""value"": -2.0}]",2.059462081128748,2.58,1.4745880149812731,1.9691760299625467,-1.1054119850187267,-0.6108239700374534,1.6,120.49955908289245,184.0,49.15074906367042,30.801498127340828,-153.19850187265916,-134.84925093632958,0.1673994463442436,0.2671236362156001,5539549255520.295,12278644599.949677,11749965672284.729,23375576535810.688,956.9432176848644,11737687027684.78,0.0990177719027686,0.1832207289907224,0.0,0.2354497354497354,0.5291005291005291,0.2354497354497354,4e-06,4e-06,exact,4e-06,1.0,-5.3979400086720375,-0.29528166895450675,2.980886168730079,43.322751322751316,192.79929453262793,-13.352472370472688
ei3,Li9.0Y3.0Cl18.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""Cl"", ""value"": -1.0}]",2.312,3.16,1.04,1.22,-2.12,-1.94,2.18,138.44500000000002,181.0,74.6125,95.95,-85.05000000000001,-106.3875,0.530110497237569,0.4122237569060773,54164787242.0853,6449680150.445433,125737447879.54507,129885365241.86926,19.495144712077128,119287767729.09966,0.0189276822419084,0.0312662845231891,0.6,0.1,0.0,0.3,0.000539,0.000539,exact,0.000539,1.0,-3.2684112348132612,-0.873914364640884,1.2899264632953973,54.3,301.8101000000001,-2.01366879451103
deu,Li8.8Al0.8Ge1.2S8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""S"", ""value"": -2.0}]",1.753404255319149,2.58,1.141111111111111,1.85,-1.438888888888889,-0.7300000000000002,1.6,114.79787234042551,184.0,63.53703703703704,46.1,-137.9,-120.46296296296296,0.2505434782608695,0.3453099838969404,213103287727.72583,12278644599.949677,361862282637.1896,1406895167702.2346,29.470865427497813,349583638037.24,0.0265379711434461,0.0781198589894242,0.0,0.1063829787234042,0.425531914893617,0.4680851063829787,4.3e-05,4.3e-05,exact,4.3e-05,1.0,-4.366531544420414,-0.49686269905170877,1.4693928893235664,86.12765957446808,183.67659574468084,-3.1968426349651273
usu,Li8.8Al0.8Sn1.2S8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""S"", ""value"": -2.0}]",1.750212765957447,2.58,1.1355555555555557,1.82,-1.4444444444444444,-0.76,1.6,116.26595744680851,184.0,66.09259259259258,59.9,-124.1,-117.90740740740742,0.3255434782608695,0.3591988727858292,142508338160.16647,12278644599.949677,238974777834.40112,743302641767.1765,19.46263497482292,226696133234.45145,0.023317359227182,0.0607285546415981,0.0,0.1063829787234042,0.425531914893617,0.4680851063829787,4.3e-06,4.3e-06,exact,4.3e-06,1.0,-5.366531544420414,-0.5188428162461977,1.289201637451194,86.12765957446808,186.02553191489363,-2.749289374064219
0o6,Li7.2Ti10.8Sc1.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.860989010989011,3.44,1.7403225806451614,1.9228,-1.6996774193548383,-1.5172,2.46,105.2445054945055,138.2,41.45967741935484,35.21000000000001,-102.98999999999998,-96.74032258064514,0.2547756874095515,0.2999976658419308,6513767709846.575,28978758058.690765,19064972132661.832,23610720290398.57,657.8947273740816,19035993374603.14,0.1655756974152151,0.2017583092393112,0.0,0.2747252747252747,0.6593406593406593,0.0659340659340659,9.98e-05,9.98e-05,exact,9.98e-05,1.0,-4.000869458712629,-0.5098992584906881,2.8181564058051234,9.112087912087906,258.90148351648355,-16.0178463794632
qea,Li6.0Ti12.0P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8838888888888894,3.44,1.7716666666666667,1.93,-1.6683333333333332,-1.5099999999999998,2.46,105.43888888888888,138.2,39.91666666666666,34.4,-103.79999999999998,-98.28333333333332,0.2489146164978292,0.2888326097443319,6590015846261.276,28978758058.690765,19712090022666.45,23629637065447.984,680.2254942307567,19683111264607.76,0.1715665268249938,0.2029168692270296,0.0,0.2777777777777778,0.6666666666666666,0.0555555555555555,2e-06,2e-06,exact,2e-06,1.0,-5.698970004336019,-0.481869070590127,2.8326529048625826,7.677777777777769,259.37966666666665,-16.862130144783137
0fh,Li7.2Al1.2Ge10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",2.91021978021978,3.44,1.8848387096774195,2.102,-1.5551612903225809,-1.338,2.46,103.43131868131869,138.2,36.13709677419354,28.61,-109.59,-102.06290322580644,0.2070188133140376,0.2614840577003874,6611233759295.006,28978758058.690765,19351082148784.645,23965496710390.86,667.7678218505031,19322103390725.957,0.1725202308157509,0.2103695306559756,0.0,0.2747252747252747,0.6593406593406593,0.0659340659340659,4.83e-05,4.83e-05,exact,4.83e-05,1.0,-4.316052869248487,-0.40664988457211865,2.824625487600255,9.112087912087906,254.44104395604396,-17.607915622241773
gw2,Li8.4Al2.4Ge9.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",2.884891304347826,3.44,1.8440625,2.086,-1.5959375,-1.354,2.46,103.04347826086956,138.2,37.125,28.62,-109.57999999999998,-101.075,0.2070911722141823,0.2686324167872648,6536246723389.955,28978758058.690765,18737374158386.08,23949019576281.727,646.5899649818401,18708395400327.387,0.1669015722884009,0.209485864381005,0.0,0.2717391304347826,0.6521739130434783,0.0760869565217391,0.000188,0.000188,exact,0.000188,1.0,-3.72584215073632,-0.4287205476664254,2.810628960116503,10.515217391304342,253.48695652173913,-16.869576419050123
1xf,Li9.0Al3.0Ge9.0P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",2.872432432432433,3.44,1.8246153846153843,2.078,-1.6153846153846154,-1.362,2.46,102.8527027027027,138.2,37.59615384615385,28.625,-109.575,-100.60384615384616,0.2071273516642547,0.2720416341979294,6499361208431.257,28978758058.690765,18444682655272.92,23940781009227.16,636.4897563214009,18415703897214.227,0.164221904375357,0.2090440312435197,0.0,0.2702702702702703,0.6486486486486487,0.081081081081081,0.000336,0.000336,exact,0.000336,1.0,-3.473660722610156,-0.43945187062742447,2.8037914185020245,11.205405405405394,253.01764864864865,-16.52135520287005
tjh,Li10.2Al4.2Ge7.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",2.8479144385026736,3.44,1.787462686567164,2.062,-1.652537313432836,-1.378,2.46,102.47727272727272,138.2,38.49626865671642,28.635,-109.565,-99.70373134328358,0.2071997105643994,0.2785547659675573,6426773670972.424,28978758058.690765,17885510828429.855,23924303875118.023,617.193835298472,17856532070371.164,0.1591025388101389,0.2081603649685491,0.0,0.267379679144385,0.6417112299465241,0.0909090909090909,0.000264,0.000264,exact,0.000264,1.0,-3.5783960731301687,-0.4603221445959395,2.790421579560218,12.56363636363636,252.09409090909088,-15.863116785560436
mdj,Li7.2Ti12.0Si1.2P16.8O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.85978021978022,3.44,1.7367741935483871,1.9184000000000003,-1.7032258064516128,-1.5215999999999996,2.46,105.19780219780218,138.2,41.32258064516128,35.04,-103.16,-96.87741935483872,0.2535455861070912,0.2990056486625274,6138027349113.047,28978758058.690765,17961992364056.96,22243025377328.527,619.8330628137509,17933013605998.27,0.1609324223779976,0.1960006481931615,0.0,0.2747252747252747,0.6593406593406593,0.0659340659340659,8.6e-05,8.6e-05,exact,8.6e-05,1.0,-4.0655015487564325,-0.5092741370768208,2.7922747384321385,9.112087912087906,258.78659340659334,-15.590717770503305
t1l,Li7.8Ti12.0Si1.8P16.2O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.84792349726776,3.44,1.72015873015873,1.9126,-1.71984126984127,-1.5274,2.46,105.0792349726776,138.2,41.9920634920635,35.36,-102.84,-96.2079365079365,0.2558610709117221,0.3038499529092873,5915737924286.049,28978758058.690765,17128612526623.871,21549719533268.8,591.0747621389862,17099633768565.182,0.1558685631175233,0.1925425376762275,0.0,0.273224043715847,0.6557377049180328,0.0710382513661202,0.00032,0.00032,exact,0.00032,1.0,-3.494850021680094,-0.5225736888527187,2.771642416128162,9.817486338797812,258.49491803278687,-14.995792823993975
my9,Li7.2Al1.2Ti10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.863736263736264,3.44,1.7483870967741937,1.9328,-1.6916129032258065,-1.5072,2.46,104.8653846153846,138.2,40.346774193548384,33.830000000000005,-104.36999999999998,-97.8532258064516,0.2447901591895804,0.2919448205032445,6524117522716.212,28978758058.690765,19095353841408.188,23648393609244.05,658.9431404456433,19066375083349.496,0.1664696703854889,0.2028668357224506,0.0,0.2747252747252747,0.6593406593406593,0.0659340659340659,0.000595,0.000595,exact,0.000595,1.0,-3.2254830342714502,-0.49385762539323036,2.8188479413678014,9.112087912087906,257.96884615384613,-16.289594246156817
9s4,Li7.8Al1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.853825136612022,3.44,1.7373015873015876,1.9342,-1.7026984126984124,-1.5058,2.46,104.58333333333334,138.2,40.5515873015873,33.544999999999995,-104.655,-97.64841269841268,0.2427279305354558,0.2934268256265362,6491708511136.674,28978758058.690765,18801669945570.93,23657771881142.08,648.8086862622562,18772691187512.234,0.1640425958904865,0.2028418189701612,0.0,0.273224043715847,0.6557377049180328,0.0710382513661202,0.000722,0.000722,exact,0.000722,1.0,-3.141462802430361,-0.49961739023743706,2.812116655584286,9.817486338797812,257.27500000000003,-16.01849910363316
xa0,Li9.0Al3.0Ti9.0P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8343243243243244,3.44,1.7161538461538464,1.937,-1.7238461538461536,-1.503,2.46,104.02837837837838,138.2,40.94230769230769,32.975,-105.225,-97.2576923076923,0.2386034732272069,0.2962540354002004,6427941591055.849,28978758058.690765,18241411436589.062,23676528424938.152,629.4752659739481,18212432678530.37,0.1594124845461743,0.2027917854655822,0.0,0.2702702702702703,0.6486486486486487,0.081081081081081,0.000248,0.000248,exact,0.000248,1.0,-3.6055483191737836,-0.5106963794860376,2.7989786700085086,11.205405405405394,255.9098108108108,-15.504090371996572
txm,Li7.8Cr1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Cr"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8546448087431693,3.44,1.7396825396825395,1.9372,-1.7003174603174604,-1.5028,2.46,104.83333333333331,138.2,41.27777777777778,34.46,-103.73999999999998,-96.92222222222222,0.2493487698986975,0.2986814600418074,6480782526358.724,28978758058.690765,18769932561215.93,23617782776854.797,647.7134914892188,18740953803157.24,0.1632766731733443,0.201876756346562,0.0,0.273224043715847,0.6557377049180328,0.0710382513661202,3.51e-05,3.51e-05,exact,3.51e-05,1.0,-4.454692883534176,-0.507853301582197,2.81138294324549,9.817486338797812,257.88999999999993,-15.825138001012025
v1t,Li8.4Cr2.4Ti9.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Cr"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.845108695652174,3.44,1.7296875,1.9396,-1.7103125,-1.5004,2.46,104.63586956521738,138.2,41.70312500000001,34.480000000000004,-103.71999999999998,-96.496875,0.249493487698987,0.3017592257597685,6445162965520.935,28978758058.690765,18475508354512.645,23613831347323.727,637.5534906324882,18446529596453.957,0.1606860939072038,0.2015300520530727,0.0,0.2717391304347826,0.6521739130434783,0.0760869565217391,0.000149,0.000149,exact,0.000149,1.0,-3.826813731587726,-0.516102575807254,2.804516627869868,10.515217391304342,257.40423913043475,-15.505705918001706
d6b,Li9.0Cr3.0Ti9.0P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Cr"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.835675675675676,3.44,1.72,1.942,-1.72,-1.4979999999999998,2.46,104.44054054054054,138.2,42.11538461538461,34.5,-103.7,-96.08461538461538,0.2496382054992764,0.3047422909941,6409928481016.527,28978758058.690765,18190143354169.457,23609879917792.664,627.7061051867339,18161164596110.77,0.1581752247723292,0.2011833477595835,0.0,0.2702702702702703,0.6486486486486487,0.081081081081081,0.000386,0.000386,exact,0.000386,1.0,-3.413412695328245,-0.524156740509852,2.79775635270044,11.205405405405394,256.9237297297297,-15.198205635624337
3ta,Li7.8Ga1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ga"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8571038251366123,3.44,1.746825396825397,1.9462,-1.6931746031746029,-1.4938,2.46,104.71857923497268,138.2,40.94444444444444,34.04,-104.16,-97.25555555555556,0.2463096960926194,0.2962694967036501,6484315599197.307,28978758058.690765,18780195296604.195,23630713823444.004,648.0676383221327,18751216538545.504,0.1635750247807136,0.2022526793718473,0.0,0.273224043715847,0.6557377049180328,0.0710382513661202,0.000261,0.000261,exact,0.000261,1.0,-3.583359492661719,-0.5016359875139421,2.81162033521796,9.817486338797812,257.60770491803277,-15.908579910062068
gjy,Li8.4Ga2.4Ti9.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ga"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8483695652173915,3.44,1.7390625000000002,1.9516,-1.7009374999999998,-1.4884,2.46,104.4836956521739,138.2,41.265625,33.919999999999995,-104.28,-96.934375,0.2454413892908827,0.2985935238784371,6449848127328.62,28978758058.690765,18488978194709.742,23631072742776.01,638.0183083506878,18459999436651.05,0.161077680391876,0.2020312827534532,0.0,0.2717391304347826,0.6521739130434783,0.0760869565217391,0.000128,0.000128,exact,0.000128,1.0,-3.8927900303521317,-0.507888922021979,2.8048331412628436,10.515217391304342,257.0298913043478,-15.613964275236256
6st,Li7.2Fe1.2Ti10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8661538461538463,3.44,1.7554838709677418,1.9416,-1.684516129032258,-1.4983999999999995,2.46,104.98076923076924,138.2,40.68548387096774,34.25,-103.95,-97.51451612903224,0.2478292329956584,0.2943956864758881,6518271671179.518,28978758058.690765,19078193438510.15,23627114709650.484,658.350968660252,19049214680451.457,0.1660825275228593,0.20238677857279,0.0,0.2747252747252747,0.6593406593406593,0.0659340659340659,0.00018,0.00018,exact,0.00018,1.0,-3.744727494896694,-0.49591428218615724,2.8184574788973777,9.112087912087906,258.2526923076923,-16.195457308878304
t9r,Li7.8Fe1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.857431693989071,3.44,1.747777777777778,1.9474,-1.692222222222222,-1.4926,2.46,104.75546448087432,138.2,41.0515873015873,34.175,-104.025,-97.14841269841268,0.247286541244573,0.2970447706337721,6482987650647.506,28978758058.690765,18776337922245.25,23625853531751.73,647.9345279123928,18747359164186.56,0.1634710992837476,0.2021217332456702,0.0,0.273224043715847,0.6557377049180328,0.0710382513661202,0.000246,0.000246,exact,0.000246,1.0,-3.6090648928966207,-0.5026657618613721,2.811531123767326,9.817486338797812,257.69844262295084,-15.880957817480706
xr7,Li8.4Fe2.4Ti9.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.848804347826087,3.44,1.7403125000000002,1.9532,-1.6996874999999998,-1.4868,2.46,104.53260869565216,138.2,41.40625,34.1,-104.1,-96.79375,0.2467438494934877,0.2996110709117222,6448087152077.799,28978758058.690765,18483915390863.63,23624592353852.984,637.8436009379043,18454936632804.938,0.1609412781771082,0.2018566879185503,0.0,0.2717391304347826,0.6521739130434783,0.0760869565217391,0.000392,0.000392,exact,0.000392,1.0,-3.406713932979543,-0.5092451920902678,2.8047142028961733,10.515217391304342,257.1502173913043,-15.578109844555469
pg8,Li9.0Fe3.0Ti9.0P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.84027027027027,3.44,1.7330769230769232,1.959,-1.7069230769230768,-1.481,2.46,104.31216216216217,138.2,41.75,34.025,-104.17499999999998,-96.45,0.2462011577424023,0.3020984081041968,6413563956195.331,28978758058.690765,18200490475832.207,23623331175954.234,628.0631640241689,18171511717773.52,0.1584892977199038,0.2015916425914305,0.0,0.2702702702702703,0.6486486486486487,0.081081081081081,0.000174,0.000174,exact,0.000174,1.0,-3.7594507517174005,-0.515658744294779,2.7980033227303553,11.205405405405394,256.6079189189189,-15.286292765084722
1wm,Li7.2Sc1.2Ti10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.860989010989011,3.44,1.7403225806451614,1.9228,-1.6996774193548383,-1.5172,2.46,105.2445054945055,138.2,41.45967741935484,35.21000000000001,-102.98999999999998,-96.74032258064514,0.2547756874095515,0.2999976658419308,6513767709846.575,28978758058.690765,19064972132661.832,23610720290398.57,657.8947273740816,19035993374603.14,0.1655756974152151,0.2017583092393112,0.0,0.2747252747252747,0.6593406593406593,0.0659340659340659,0.00069,0.00069,exact,0.00069,1.0,-3.161150909262745,-0.5098992584906881,2.8181564058051234,9.112087912087906,258.90148351648355,-16.0178463794632
