source_row_number,audit_priority,audit_issue_codes,audit_evidence,recommended_actions,duplicate_group_id,duplicate_group_size,duplicate_observed_bound_ratio,duplicate_log10_span,duplicate_same_order_candidate_lt10x,ID,Reduced Composition,Z,True Composition,Ionic conductivity (S cm-1),IC (Total),IC (Bulk),Space group,Space group #,a,b,c,alpha,beta,gamma,Family,DOI,Checked,Ref,Cif ID,Cif ref_1,Cif ref_2,note,close match,close match DOI,ICSD ID,Laskowski ID,Liion ID
486,review,source_note_lattice_review|space_group_whitespace,source_note_lattice_review: lattice parameter double check || space_group_whitespace: leading or trailing whitespace,verify_lattice_parameters|trim_text,,,,,,tlp,Li7Ba2LaTa2O12,8,Li56.0Ba16.0La8.0Ta16.0O96.0,2.85e-06,2.85e-06,4.5e-06,Ia-3d ,230,12.9646,12.9646,12.9646,90.0,90.0,90.0,garnet,10.1007/s11581-007-0097-8,1,D2 - 201,not available,,,lattice parameter double check,,,,201.0,
494,review,duplicate_formula_same_order_lt10x|space_group_whitespace,duplicate_formula_same_order_lt10x: 2 normalized-composition records; observed ratio=2.60714; log10 span=0.416165 || space_group_whitespace: leading or trailing whitespace,retain_as_replicates_but_keep_group_in_one_split|trim_text,DUP040,2,2.607142857142857,0.4161648287782369,True,v1q,Li6.8La3Zr1.8Ta0.2O12,8,Li54.4La24.0Zr14.4Ta1.6O96.0,0.00073,0.00073,0.00078,Ia-3d ,230,12.978,12.978,12.978,90.0,90.0,90.0,garnet,10.1149/2.024205esl,1,D2 - 206,not available,,,,,,,206.0,
497,review,duplicate_formula_same_order_lt10x|space_group_whitespace,duplicate_formula_same_order_lt10x: 3 normalized-composition records; observed ratio=2.33227; log10 span=0.367779 || space_group_whitespace: leading or trailing whitespace,retain_as_replicates_but_keep_group_in_one_split|trim_text,DUP043,3,2.3322683706070286,0.36777852257400756,True,2wb,Li6.6La3Zr1.6Ta0.4O12,8,Li52.8La24.0Zr12.8Ta3.2O96.0,0.00047,0.00047,0.00072,Ia-3d ,230,12.947,12.947,12.947,90.0,90.0,90.0,garnet,10.1149/2.024205esl,1,D2 - 206,done,,,,Yes,10.2109/jcersj2.19022,22956.0,206.0,
499,review,duplicate_formula_same_order_lt10x|space_group_whitespace,duplicate_formula_same_order_lt10x: 2 normalized-composition records; observed ratio=2.1875; log10 span=0.339948 || space_group_whitespace: leading or trailing whitespace,retain_as_replicates_but_keep_group_in_one_split|trim_text,DUP045,2,2.1875,0.33994806169435066,True,6hq,Li6La3ZrTaO12,8,Li48.0La24.0Zr8.0Ta8.0O96.0,0.00035,0.00035,0.00044,Ia-3d ,230,12.89,12.89,12.89,90.0,90.0,90.0,garnet,10.1149/2.024205esl,1,D2 - 206,not available,,,,,,,206.0,
502,review,duplicate_formula_same_order_lt10x|space_group_whitespace,duplicate_formula_same_order_lt10x: 3 normalized-composition records; observed ratio=3.28571; log10 span=0.51663 || space_group_whitespace: leading or trailing whitespace,retain_as_replicates_but_keep_group_in_one_split|trim_text,DUP035,3,3.285714285714286,0.5166297960033361,True,g5q,Li6.5La3Zr1.5Ta0.5O12,8,Li52.0La24.0Zr12.0Ta4.0O96.0,0.00028,0.00028,0.00055,Ia-3d ,230,12.9187,12.9187,12.9187,90.0,90.0,90.0,garnet,10.1149/2.024205esl,1,D2 - 206,done,ICSD not the same paper,,,Yes,10.2109/jcersj2.19022,22957.0,206.0,
512,review,duplicate_formula_same_order_lt10x|space_group_whitespace,duplicate_formula_same_order_lt10x: 2 normalized-composition records; observed ratio=1.15789; log10 span=0.0636691 || space_group_whitespace: leading or trailing whitespace,retain_as_replicates_but_keep_group_in_one_split|trim_text,DUP060,2,1.157894736842105,0.06366907986937775,True,kbq,Li5La3Bi2O12,8,Li40.0La24.0Bi16.0O96.0,1.9e-05,1.9e-05,4e-05,Ia-3d ,230,13.0652,13.0652,13.0652,90.0,90.0,90.0,garnet,10.1016/j.mseb.2007.07.009,1,D2 - 213,done,ICSD ,,,,,158372.0,213.0,
514,review,bulk_total_semantics_review|below_1e-6_modeling_threshold|space_group_whitespace,bulk_total_semantics_review: target appears to be bulk conductivity while total is blank || below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=1.3e-07 || space_group_whitespace: leading or trailing whitespace,verify_target_definition|exclude_from_current_high_conductivity_model|trim_text,,,,,,vqu,Li5Nd3Sb2O12,8,Li40.0Nd24.0Sb16.0O96.0,1.3e-07,,1.3e-07,Ia-3d ,230,12.66238,12.66238,12.66238,90.0,90.0,90.0,garnet,10.1016/j.materresbull.2007.04.002,1,D2 - 214,done,ICSD ,,,,,159426.0,214.0,
516,review,duplicate_formula_same_order_lt10x|space_group_whitespace,duplicate_formula_same_order_lt10x: 2 normalized-composition records; observed ratio=2.34234; log10 span=0.36965 || space_group_whitespace: leading or trailing whitespace,retain_as_replicates_but_keep_group_in_one_split|trim_text,DUP042,2,2.3423423423423424,0.3696503691841606,True,xog,Li5La3Sb2O12,8,Li40.0La24.0Sb16.0O96.0,7.8e-06,7.8e-06,8.2e-06,Ia-3d ,230,12.8566,12.8566,12.8566,90.0,90.0,90.0,garnet,10.1016/j.materresbull.2007.10.035,1,D2 - 216,done,ICSD ,,,,,161342.0,216.0,
518,review,duplicate_formula_same_order_lt10x|space_group_whitespace,duplicate_formula_same_order_lt10x: 2 normalized-composition records; observed ratio=1.20301; log10 span=0.0802683 || space_group_whitespace: leading or trailing whitespace,retain_as_replicates_but_keep_group_in_one_split|trim_text,DUP059,2,1.2030075187969924,0.08026834168883923,True,gcj,Li6(La2Ca)(NbO6)2,8,Li48.0La16.0Ca8.0Nb16.0O96.0,1.33e-06,,,Ia-3d ,230,12.72185,12.72185,12.72185,90.0,90.0,90.0,garnet,10.1016/j.ssi.2008.01.047,1,D2 - 217; D1 - 890,done,ICSD ,,,,,161386.0,217.0,
519,review,duplicate_formula_same_order_lt10x|space_group_whitespace,duplicate_formula_same_order_lt10x: 2 normalized-composition records; observed ratio=1.13821; log10 span=0.0562229 || space_group_whitespace: leading or trailing whitespace,retain_as_replicates_but_keep_group_in_one_split|trim_text,DUP061,2,1.1382113821138211,0.05622292423884012,True,20k,Li6(La2Sr)(NbO6)2,8,Li48.0La16.0Sr8.0Nb16.0O96.0,3.69e-06,,,Ia-3d ,230,12.83078,12.83078,12.83078,90.0,90.0,90.0,garnet,10.1016/j.ssi.2008.01.047,1,D2 - 217; D1 - 890,done,ICSD ,,"Value for annealed, quenched also available: 6.2e-7",,,161387.0,217.0,
520,review,duplicate_formula_same_value|space_group_whitespace,duplicate_formula_same_value: 2 normalized-composition records; observed ratio=1; log10 span=0 || space_group_whitespace: leading or trailing whitespace,link_sources_and_retain_one_only_if_proven_duplicate|trim_text,DUP066,2,1.0,0.0,True,jej,Li6CaLa2Ta2O12,8,Li48.0Ca8.0La16.0Ta16.0O96.0,2.2e-06,,,Ia-3d ,230,12.725,12.725,12.725,90.0,90.0,90.0,garnet,10.1016/j.ssi.2008.10.022,1,D2 - 218,done,ICSD ,,,,,163860.0,218.0,
521,review,duplicate_formula_same_order_lt10x|space_group_whitespace,duplicate_formula_same_order_lt10x: 5 normalized-composition records; observed ratio=3.07692; log10 span=0.488117 || space_group_whitespace: leading or trailing whitespace,retain_as_replicates_but_keep_group_in_one_split|trim_text,DUP037,5,3.0769230769230775,0.48811663902112556,True,hud,Li6BaLa2Ta2O12,8,Li48.0Ba8.0La16.0Ta16.0O96.0,1.3e-05,,,Ia-3d ,230,13.001,13.001,13.001,90.0,90.0,90.0,garnet,10.1016/j.ssi.2008.10.022,1,D2 - 218,done,ICSD ,,,,,163861.0,218.0,
524,review,duplicate_formula_same_order_lt10x|space_group_whitespace,duplicate_formula_same_order_lt10x: 2 normalized-composition records; observed ratio=1.38095; log10 span=0.140179 || space_group_whitespace: leading or trailing whitespace,retain_as_replicates_but_keep_group_in_one_split|trim_text,DUP058,2,1.380952380952381,0.140178703165037,True,7w5,Li6.75La3Zr1.75Ta0.25O12,8,Li54.0La24.0Zr14.0Ta2.0O96.0,0.00087,,,Ia-3d ,230,12.96,12.96,12.96,90.0,90.0,90.0,garnet,10.1016/j.jpowsour.2012.01.131,1,D2 - 219,done,,,,Yes,10.1039/c1jm14588f,183873.0,219.0,
526,review,duplicate_formula_same_order_lt10x|space_group_whitespace,duplicate_formula_same_order_lt10x: 5 normalized-composition records; observed ratio=3.07692; log10 span=0.488117 || space_group_whitespace: leading or trailing whitespace,retain_as_replicates_but_keep_group_in_one_split|trim_text,DUP037,5,3.0769230769230775,0.48811663902112556,True,ner,Li6BaLa2Ta2O12,8,Li48.0Ba8.0La16.0Ta16.0O96.0,1.69e-05,,,Ia-3d ,230,12.995,12.995,12.995,90.0,90.0,90.0,garnet,10.1016/j.materresbull.2012.04.032,1,D2 - 222,done,,,,,,185602.0,222.0,
534,review,duplicate_formula_same_order_lt10x|space_group_whitespace,duplicate_formula_same_order_lt10x: 3 normalized-composition records; observed ratio=1.66667; log10 span=0.221849 || space_group_whitespace: leading or trailing whitespace,retain_as_replicates_but_keep_group_in_one_split|trim_text,DUP052,3,1.6666666666666667,0.22184874961635614,True,zxr,Li6SrLa2Ta2O12,8,Li48.0Sr8.0La16.0Ta16.0O96.0,5.4e-06,,,Ia-3d ,230,12.846394,12.846394,12.846394,90.0,90.0,90.0,garnet,10.1021/am4060194,1,D2 - 226,done,ICSD ,,,,,237200.0,226.0,
536,review,duplicate_formula_same_value|space_group_whitespace,duplicate_formula_same_value: 2 normalized-composition records; observed ratio=1; log10 span=0 || space_group_whitespace: leading or trailing whitespace,link_sources_and_retain_one_only_if_proven_duplicate|trim_text,DUP066,2,1.0,0.0,True,l9r,Li6CaLa2Ta2O12,8,Li48.0Ca8.0La16.0Ta16.0O96.0,2.2e-06,,,Ia-3d ,230,12.70877,12.70877,12.70877,90.0,90.0,90.0,garnet,10.1021/am4060194,1,D2 - 226,done,ICSD ,,,,,237202.0,226.0,
537,review,duplicate_formula_same_order_lt10x|space_group_whitespace,duplicate_formula_same_order_lt10x: 5 normalized-composition records; observed ratio=3.07692; log10 span=0.488117 || space_group_whitespace: leading or trailing whitespace,retain_as_replicates_but_keep_group_in_one_split|trim_text,DUP037,5,3.0769230769230775,0.48811663902112556,True,544,Li6BaLa2Ta2O12,8,Li48.0Ba8.0La16.0Ta16.0O96.0,4e-05,4e-05,5.38e-05,I213 ,199,12.946,12.946,12.946,90.0,90.0,90.0,garnet-like,10.1002/adfm.200400044,1,D2 - 227,not available,,,,,,,227.0,583.0
538,review,duplicate_formula_same_order_lt10x|space_group_whitespace,duplicate_formula_same_order_lt10x: 3 normalized-composition records; observed ratio=1.66667; log10 span=0.221849 || space_group_whitespace: leading or trailing whitespace,retain_as_replicates_but_keep_group_in_one_split|trim_text,DUP052,3,1.6666666666666667,0.22184874961635614,True,ps0,Li6SrLa2Ta2O12,8,Li48.0Sr8.0La16.0Ta16.0O96.0,7e-06,7e-06,8.84e-06,I213 ,199,12.808,12.808,12.808,90.0,90.0,90.0,garnet-like,10.1002/adfm.200400044,1,D2 - 227,not available,,,,,,,227.0,631.0
542,review,suspect_z_or_formula_scaling|space_group_whitespace,suspect_z_or_formula_scaling: same article uses cell-scale garnet formula with Z=1 || space_group_whitespace: leading or trailing whitespace,verify_Z_against_CIF_and_source|trim_text,,,,,,l6h,Li49.6Al1.6La24Zr14.4Ta1.6O96,1,Li49.6Al1.6La24Zr14.4Ta1.6O96,0.000614,,,Ia-3d ,230,12.958,12.958,12.958,90.0,90.0,90.0,garnet,10.1038/srep18053,1,D2 - 229,done,ICSD ,,,,,241476.0,229.0,
564,review,duplicate_formula_same_order_lt10x|space_group_whitespace,duplicate_formula_same_order_lt10x: 3 normalized-composition records; observed ratio=2.33227; log10 span=0.367779 || space_group_whitespace: leading or trailing whitespace,retain_as_replicates_but_keep_group_in_one_split|trim_text,DUP043,3,2.3322683706070286,0.36777852257400756,True,z53,Li6.6La3Zr1.6Ta0.4O12,8,Li52.8La24.0Zr12.8Ta3.2O96.0,0.000313,,,Ia-3d ,230,12.9594,12.9594,12.9594,90.0,90.0,90.0,garnet,10.1021/am503731h,1,D1 - 786,not available,,,,,,,329.0,786.0
571,review,duplicate_formula_same_order_lt10x|space_group_whitespace,duplicate_formula_same_order_lt10x: 2 normalized-composition records; observed ratio=1.15789; log10 span=0.0636691 || space_group_whitespace: leading or trailing whitespace,retain_as_replicates_but_keep_group_in_one_split|trim_text,DUP060,2,1.157894736842105,0.06366907986937775,True,b7v,Li5La3Bi2O12,8,Li40.0La24.0Bi16.0O96.0,2.2e-05,,,Ia-3d ,230,13.052,13.052,13.052,90.0,90.0,90.0,garnet,10.1016/j.ssi.2017.03.030,1,D1 - 713,not available,,,,,,,,713.0
574,review,duplicate_formula_same_order_lt10x|reduced_composition_whitespace|space_group_whitespace,duplicate_formula_same_order_lt10x: 3 normalized-composition records; observed ratio=3.28571; log10 span=0.51663 || reduced_composition_whitespace: leading or trailing whitespace || space_group_whitespace: leading or trailing whitespace,retain_as_replicates_but_keep_group_in_one_split|trim_text,DUP035,3,3.285714285714286,0.5166297960033361,True,kh3,Li6.5La3Zr1.5Ta0.5O12 ,8,Li52.0La24.0Zr12.0Ta4.0O96.0,0.00092,,,Ia-3d ,230,12.945,12.945,12.945,90.0,90.0,90.0,garnet,10.1039/c2jm31413d,0,D2 - 205; D1 - 804,done,,,,Yes,10.2109/jcersj2.19094,25446.0,205.0,668.0
575,review,duplicate_formula_same_order_lt10x|reduced_composition_whitespace|space_group_whitespace,duplicate_formula_same_order_lt10x: 3 normalized-composition records; observed ratio=2.33227; log10 span=0.367779 || reduced_composition_whitespace: leading or trailing whitespace || space_group_whitespace: leading or trailing whitespace,retain_as_replicates_but_keep_group_in_one_split|trim_text,DUP043,3,2.3322683706070286,0.36777852257400756,True,zqx,Li6.6La3Zr1.6Ta0.4O12 ,8,Li52.8La24.0Zr12.8Ta3.2O96.0,0.00073,,,Ia-3d ,230,12.948,12.948,12.948,90.0,90.0,90.0,garnet,10.1039/c2jm31413d,0,D2 - 205; D1 - 804,not available,,,,,,,205.0,669.0
576,review,duplicate_formula_same_order_lt10x|reduced_composition_whitespace|space_group_whitespace,duplicate_formula_same_order_lt10x: 2 normalized-composition records; observed ratio=2.60714; log10 span=0.416165 || reduced_composition_whitespace: leading or trailing whitespace || space_group_whitespace: leading or trailing whitespace,retain_as_replicates_but_keep_group_in_one_split|trim_text,DUP040,2,2.607142857142857,0.4161648287782369,True,o5q,Li6.8La3Zr1.8Ta0.2O12 ,8,Li54.4La24.0Zr14.4Ta1.6O96.0,0.00028,,,Ia-3d ,230,12.964,12.964,12.964,90.0,90.0,90.0,garnet,10.1039/c2jm31413d,0,D2 - 205; D1 - 804,done,,,,Yes,10.2109/jcersj2.19022,22955.0,205.0,672.0
580,review,duplicate_formula_same_order_lt10x|space_group_whitespace,duplicate_formula_same_order_lt10x: 3 normalized-composition records; observed ratio=3.28571; log10 span=0.51663 || space_group_whitespace: leading or trailing whitespace,retain_as_replicates_but_keep_group_in_one_split|trim_text,DUP035,3,3.285714285714286,0.5166297960033361,True,dbs,Li6.5La3Zr1.5Ta0.5O12,8,Li52.0La24.0Zr12.0Ta4.0O96.0,0.000794,,,Ia-3d ,230,12.954,12.954,12.954,90.0,90.0,90.0,garnet,10.3389/fenrg.2016.00028,1,D1 - 45,not available,,,,,,,,34.0
598,review,space_group_symbol_typo,space_group_symbol_typo: P42/nmcZ contains trailing Z,normalize_to_P42/nmc,,,,,,kop,Li10Ge0.66Sn0.33P2S12,2,Li20.0Ge1.32Sn0.66P4.0S24.0,0.0064,,,P42/nmcZ,137,8.7068,8.7068,12.6394,90.0,90.0,90.0,LGPS,10.1021/jacs.0c10735,1,,done,ICSD-30165,,,,,30165.0,,
599,review,space_group_symbol_typo,space_group_symbol_typo: P42/nmcZ contains trailing Z,normalize_to_P42/nmc,,,,,,rty,Li10Ge0.33Sn0.66P2S12,2,Li20.0Ge0.66Sn1.32P4.0S24.0,0.0048,,,P42/nmcZ,137,8.7182,8.7182,12.6876,90.0,90.0,90.0,LGPS,10.1021/jacs.0c10735,1,,done,ICSD-30169,,,,,30169.0,,
600,review,duplicate_formula_same_order_lt10x|space_group_symbol_typo,duplicate_formula_same_order_lt10x: 3 normalized-composition records; observed ratio=1.84211; log10 span=0.265314 || space_group_symbol_typo: P42/nmcZ contains trailing Z,retain_as_replicates_but_keep_group_in_one_split|normalize_to_P42/nmc,DUP049,3,1.8421052631578947,0.2653144433974468,True,kko,Li10SnP2S12,2,Li20.0Sn2.0P4.0S24.0,0.0038,,,P42/nmcZ,137,8.7297,8.7297,12.7428,90.0,90.0,90.0,LGPS,10.1021/jacs.0c10735,1,,done,ICSD-30173,,,,,30173.0,,
4,filter,below_1e-6_modeling_threshold,below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=8.1e-07,exclude_from_current_high_conductivity_model,,,,,,2t8,LiV(PO4)F,2,Li2.0V2.0P2.0O8.0F2.0,8.1e-07,,,P -1,2,5.3115,7.2617,5.1744,107.934,98.444,107.547,Tavorite,10.1016/j.ssi.2013.04.002,1,D2 - 6,done,,,appendix: diffraction data available,,,,6.0,
5,filter,below_1e-6_modeling_threshold,below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=9.6e-12,exclude_from_current_high_conductivity_model,,,,,,ro9,Li3BP2O8,2,Li6.0B2.0P4.0O16.0,9.6e-12,,,P -1,2,5.1888,7.4118,7.6735,101.179,105.067,90.335,Borophosphates,10.1039/C3DT52917G,1,D2 - 7,done,248343-ICSD,,,,,248343.0,7.0,
6,filter,below_1e-6_modeling_threshold,below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=4.4e-18,exclude_from_current_high_conductivity_model,,,,,,7cr,Li2NaBP2O8,2,Li4.0Na2.0B2.0P4.0O16.0,4.4e-18,,,P -1,2,5.4344,7.3793,7.984,103.243,109.27,87.391,Borophosphates,10.1016/j.jssc.2014.11.024,1,D2- 7,done,291512-ICSD,,,,,291512.0,7.0,
7,filter,below_1e-6_modeling_threshold|censored_upper_bound,"below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=<1E-10 || censored_upper_bound: reported as <1E-10, not an exact value",exclude_from_current_high_conductivity_model|exclude_or_use_censored_regression,,,,,,47i,Li4P2O7,2,Li8.0P4.0O14.0,<1E-10,,,P -1,2,8.5632,7.1099,5.1858,111.426,89.991,103.055,diphosphate,10.1016/j.jssc.2013.12.015,1,D2 - 8,done,248414-ICSD,,,,,248414.0,8.0,
8,filter,below_1e-6_modeling_threshold,below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=1e-13,exclude_from_current_high_conductivity_model,,,,,,clt,Li6CuB4O10,1,Li6.0Cu1.0B4.0O10.0,1e-13,,,P -1,2,3.31218,6.68272,9.27858,78.8443,89.7596,86.6143,copper pyroborate,10.1021/acs.inorgchem.8b01785,1,D2 - 10,done,4819-ICSD,,,,,4819.0,10.0,
12,filter,below_1e-6_modeling_threshold,below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=2.4e-10,exclude_from_current_high_conductivity_model,,,,,,bq9,Li3BiO3,8,Li24.0Bi8.0O24.0,2.4e-10,,,P -1,2,9.02743,9.7388,9.23917,114.04632,89.29499,107.53782,oxides,10.1016/j.ssi.2015.10.016,1,D2 - 30,done,40245-ICSD,,D - Rhi - 1_si_1_ Li3BiO3,Yes,10.1002/zaac.19895760119,40245.0,30.0,
13,filter,below_1e-6_modeling_threshold,below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=3.9e-09,exclude_from_current_high_conductivity_model,,,,,,skm,Li5BiO5,2,Li10.0Bi2.0O10.0,3.9e-09,,,Cm,8,9.97608,4.15207,5.94635,90.0,109.48577,90.0,oxides,10.1016/j.ssi.2015.10.016,1,D2 - 30,done,203031-ICSD ,,D - Rhi - 1_si_2_ Li5BiO5,,,203031.0,30.0,
14,filter,below_1e-6_modeling_threshold,below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=1.64e-07,exclude_from_current_high_conductivity_model,,,,,,pwr,Li7.22Si1.5P0.5O8,1,Li7.22Si1.5P0.5O8.0,1.64e-07,,,P21/m,11,5.10536,6.11225,5.29671,90.0,90.3692,90.0,LISICON,10.1021/jacs.5b04444,1,D2 - 16; D1 - 568,done,238602-ICSD ,,partial occupancy corrected,,,238602.0,16.0,
23,filter,below_1e-6_modeling_threshold,below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=8.11e-07,exclude_from_current_high_conductivity_model,,,,,,7se,Li3.8Si0.8P0.2S4,24,Li91.2Si19.2P4.8S96.0,8.11e-07,,,P21/m,11,13.7707,23.304,12.1962,90.0,91.168,90.0,thio-LISICON,10.1006/jssc.2002.9701,1,D2 - 18,not available,,,,,,,18.0,
28,filter,below_1e-6_modeling_threshold,below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=2.02e-08,exclude_from_current_high_conductivity_model,,,,,,max,Li4.25Si0.75Al0.25O4,2,Li8.5Si1.5Al0.5O8.0,2.02e-08,,,P21/m,11,5.1496,6.1771,5.3424,90.0,90.3,90.0,LISICON,10.1021/acsami.6b14402,1,D1 - 568,not available,,,appendix: diffraction data available,,,,,807.0
29,filter,below_1e-6_modeling_threshold,below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=5.54e-07,exclude_from_current_high_conductivity_model,,,,,,k5y,Li3.75Si0.75P0.25O4,2,Li7.5Si1.5P0.5O8.0,5.54e-07,,,P21/m,11,5.1084,6.1126,5.302,90.0,90.34,90.0,LISICON,10.1021/acsami.6b14402,1,D1 - 568,not available,,,appendix: diffraction data available,,,,,808.0
30,filter,below_1e-6_modeling_threshold,below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=1.4e-09,exclude_from_current_high_conductivity_model,,,,,,y2l,Li5AlS4,2,Li10.0Al2.0S8.0,1.4e-09,,,P21/m,11,6.8583,7.8369,6.2488,90.0,90.333,90.0,thio-LISICON,10.1016/j.jssc.2017.09.018,1,D1 - 901,done,433369-ICSD,,,,,433369.0,,901.0
31,filter,below_1e-6_modeling_threshold,below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=2.4e-08,exclude_from_current_high_conductivity_model,,,,,,gl0,Li4.2Si0.8Al0.2S4,2,Li8.4Si1.6Al0.4S8.0,2.4e-08,,,P21/m,11,6.903,7.787,6.125,90.0,90.877,90.0,thio-LISICON,10.1006/jssc.2002.9701,1,D2 - 18,not available,,,,,,,18.0,
32,filter,below_1e-6_modeling_threshold,below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=3.05e-08,exclude_from_current_high_conductivity_model,,,,,,wmr,Li4.4Si0.6Al0.4S4,2,Li8.8Si1.2Al0.8S8.0,3.05e-08,,,P21/m,11,6.862,7.81,6.113,90.0,90.23,90.0,thio-LISICON,10.1006/jssc.2002.9701,1,D2 - 18,not available,,,,,,,18.0,
33,filter,below_1e-6_modeling_threshold,below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=1.46e-08,exclude_from_current_high_conductivity_model,,,,,,xxq,Li4.6Si0.4Al0.6S4,2,Li9.2Si0.8Al1.2S8.0,1.46e-08,,,P21/m,11,6.858,7.82,6.217,90.0,89.947,90.0,thio-LISICON,10.1006/jssc.2002.9701,1,D2 - 18,not available,,,,,,,18.0,
34,filter,below_1e-6_modeling_threshold,below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=2.29e-07,exclude_from_current_high_conductivity_model,,,,,,h8o,Li4.8Si0.2Al0.8S4,2,Li9.6Si0.4Al1.6S8.0,2.29e-07,,,P21/m,11,6.843,7.833,6.235,90.0,89.846,90.0,thio-LISICON,10.1006/jssc.2002.9701,1,D2 - 18,not available,,,,,,,18.0,
36,filter,below_1e-6_modeling_threshold|space_group_whitespace,below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=7.8e-11 || space_group_whitespace: leading or trailing whitespace,exclude_from_current_high_conductivity_model|trim_text,,,,,,cfy,Li2P2S6,2,Li4.0P4.0S12.0,7.8e-11,,,C2/m ,12,11.11569,7.00704,6.52514,90.0,125.5717,90.0,thio-LISICON,10.1021/acs.inorgchem.7b00751,1,D2 - 21,done,CCDC 1546874,,,,,,21.0,
38,filter,below_1e-6_modeling_threshold|space_group_whitespace,below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=1.05e-09 || space_group_whitespace: leading or trailing whitespace,exclude_from_current_high_conductivity_model|trim_text,,,,,,pe2,Li17Sb13S28,1,Li17.0Sb13.0S28.0,1.05e-09,,,C2/m ,12,12.7298,11.5837,9.2251,90.0,119.55,90.0,sulfides,10.1002/chem.201502052,1,D2 - 24,done,429902-ICSD,,partial occupancy corrected,,,429902.0,24.0,
41,filter,below_1e-6_modeling_threshold,below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=8.5e-07,exclude_from_current_high_conductivity_model,,,,,,lkm,Li6Ge2O7,4,Li24.0Ge8.0O28.0,8.5e-07,,,P21/c,14,8.071,5.304,14.223,90.0,92.9,90.0,germanates,10.4028/www.scientific.net/msf.76.107,1,D2 - 31,done,31050-ICSD,,,,,31050.0,31.0,
45,filter,below_1e-6_modeling_threshold,below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=1e-08,exclude_from_current_high_conductivity_model,,,,,,n27,LiBO2,4,Li4.0B4.0O8.0,1e-08,,,P21/c,14,5.845,4.353,6.454,90.0,115.09,90.0,borates,10.1140/epjst/e2008-00753-4,1,D2 - 34,done,200891-ICSD,D2 -34_II ,"Value for nanocrystalline ceramic (16h) other values for micro, single crystal and amorphous",,,200891.0,34.0,
47,filter,below_1e-6_modeling_threshold|censored_upper_bound,"below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=<1E-10 || censored_upper_bound: reported as <1E-10, not an exact value",exclude_from_current_high_conductivity_model|exclude_or_use_censored_regression,,,,,,ecp,LaLiO2,4,La4.0Li4.0O8.0,<1E-10,,,P21/c,14,5.874,6.2129,5.8481,90.0,102.453,90.0,Lanthanumlithiumoxide,10.1016/j.ssi.2015.09.001,1,D2 - 36,done,239278-ICSD,,,,,239278.0,36.0,
48,filter,below_1e-6_modeling_threshold,below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=6.29e-10,exclude_from_current_high_conductivity_model,,,,,,me3,(La0.9Sr0.1)LiO2,4,La3.6Sr0.4Li4.0O8.0,6.29e-10,,,P21/c,14,5.8748,6.2152,5.8521,90.0,102.478,90.0,Lanthanumlithiumoxide,10.1016/j.ssi.2015.09.001,1,D2 - 36,done,239279-ICSD,,,,,239279.0,36.0,
49,filter,below_1e-6_modeling_threshold,below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=7.27e-10,exclude_from_current_high_conductivity_model,,,,,,zs0,La(Li0.76Mg0.08)O2,4,La4.0Li3.04Mg0.32O8.0,7.27e-10,,,P21/c,14,5.875,6.212,5.849,90.0,102.451,90.0,Lanthanumlithiumoxide,10.1016/j.ssi.2015.09.001,1,D2 - 36,done,239280-ICSD,,,,,239280.0,36.0,
50,filter,below_1e-6_modeling_threshold,below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=1.9e-07,exclude_from_current_high_conductivity_model,,,,,,lrh,Li2.5V2(PO4)3,4,Li10.0V8.0P12.0O48.0,1.9e-07,,,P21/c,14,8.45678,8.62076,11.89577,90.0,90.2366,90.0,NASICON,10.1021/cm034802f,1,D2 - 37,done,240268-ICSD,,,,,240268.0,37.0,
