ID,Reduced Composition,Z,True Composition,Ionic conductivity (S cm-1),IC (Total),IC (Bulk),Space group,Space group #,a,b,c,alpha,beta,gamma,Family,DOI,Checked,Ref,Cif ID,Cif ref_1,Cif ref_2,note,close match,close match DOI,ICSD ID,Laskowski ID,Liion ID,conductivity_value,conductivity_qualifier,conductivity_used,sample_weight,log10_conductivity,Z_by_element,χₐₗₗ,χ⁻,χ⁺(incl Li⁺),χ⁺(excl Li⁺),χ⁺(incl Li⁺) - χ⁻,χ⁺(excl Li⁺) - χ⁻,χₘₐₓ - χₘᵢₙ,rₐₗₗ (pm),r⁻ (pm),r⁺(incl Li⁺) (pm),r⁺(excl Li⁺) (pm),r⁺(excl Li⁺) - r⁻,r⁺(incl Li⁺) - r⁻,r⁺(excl Li⁺) / r⁻,r⁺(incl Li⁺) / r⁻,ρₐₗₗ (C m⁻³),ρ⁻ (C m⁻³),ρ⁺(incl Li⁺) (C m⁻³),ρ⁺(excl Li⁺) (C m⁻³),ρ⁺(incl Li⁺) / ρ⁻,ρ⁺(incl Li⁺) - ρ⁻,Φ⁺(incl Li⁺) (|Z| pm⁻¹),Φ⁺(excl Li⁺) (|Z| pm⁻¹),nₕₐₗᵢdₑ,nₕₒₛₜ cₐₜᵢₒₙ,nₐₙᵢₒₙ,n_Li,delta_anion,tau_cationic,family,r_ratio_x_chi_diff,log_rho_ratio,n_Li × r⁻ (pm),chi_range_x_r_avg,field_x_r_diff,ir_mean_square_all,d_mean_c,r_mean_l,s_mean_square_c,entropy_c_l,Vs_variance_c_l,mp_variance_c_l,atwt_geometric_mean_all
3o4,Li6.25La3Zr2Ga0.25O12,,Li6.25 La3 Zr2 Ga0.25 O12,0.00035,,,,,,,,,,,garnet,10.1016/j.matchemphys.2012.03.054,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,,0.00035,exact,0.00035,1.0,-3.4559319556497243,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ga"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",2.2901063829787236,3.44,1.090217391304348,1.2214285714285715,-2.349782608695652,-2.2185714285714284,2.46,110.92765957446808,138.2,82.4695652173913,100.29047619047618,-37.909523809523805,-55.73043478260868,0.7256908552132865,0.596740703454351,91545388290.02264,28978758058.690765,156832306792.282,195495994927.41492,5.41197474628309,127853548733.59125,0.02474518313285484,0.03656705017814058,0.0,0.22340425531914893,0.5106382978723404,0.26595744680851063,0.0,1.0434782608695652,garnet,-1.4022109268778433,0.7333557613964852,36.75531914893617,272.88204255319147,-1.379059814769275,13320.732269503544,7.782608695652174,91.84057971014492,61.2391304347826,0.8324075743474855,21179186414268.516,272291.04435827665,19.88889894613296
h7r,Li1Ti1.4Sn0.6P3O12,,Li1 Ti1.4 Sn0.6 P3 O12,2.28e-05,,,,,,,,,,,nasicon,10.1016/j.physb.2011.11.006,1,data/database/obelix/processed/all-v1.csv,,,,partial occupancy corrected; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,,2.28e-05,exact,2.28e-05,1.0,-4.642065152999546,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8978888888888887,3.44,1.8136666666666665,1.9804000000000002,-1.6263333333333334,-1.4595999999999998,2.46,105.72222222222221,138.2,40.766666666666666,35.42,-102.77999999999999,-97.43333333333332,0.2562952243125905,0.2949831162566329,6582510993074.774,28978758058.690765,19689575463106.94,23602619593976.574,679.4485610194055,19660596705048.25,0.1707520580263353,0.20193950666863944,0.0,0.2777777777777778,0.6666666666666666,0.05555555555555555,0.0,2.0,nasicon,-0.479740874738704,2.8321565832009052,7.677777777777777,260.07666666666665,-16.636942187032602,13477.504444444441,2.4666666666666663,79.94117647058825,44.43333333333333,0.9173573878312138,43993703737591.08,514733.00544384,19.851783000715127
9ky,Li1Ti0.6Sn1.4P3O12,,Li1 Ti0.6 Sn1.4 P3 O12,9.42e-06,,,,,,,,,,,nasicon,10.1016/j.physb.2011.11.006,1,data/database/obelix/processed/all-v1.csv,,,,partial occupancy corrected; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,,9.42e-06,exact,9.42e-06,1.0,-5.025949097207123,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.916555555555556,3.44,1.8696666666666666,2.0476,-1.5703333333333334,-1.3923999999999999,2.46,106.09999999999998,138.2,41.9,36.779999999999994,-101.41999999999999,-96.29999999999998,0.26613603473227204,0.3031837916063676,6572504522159.4375,28978758058.690765,19659556050360.93,23566596298681.363,678.4126500709372,19630577292302.24,0.16966609962812396,0.20063635659078577,0.0,0.2777777777777778,0.6666666666666666,0.05555555555555555,0.0,2.0,nasicon,-0.47609961408586593,2.831493937427877,7.677777777777777,261.006,-16.338845394188333,13526.426666666664,4.866666666666666,80.41176470588236,49.233333333333334,0.9173573878312138,23562386274950.945,265023.53073023993,20.669533696984647
4ea,Li1Ti0.4Sn1.6P3O12,,Li1 Ti0.4 Sn1.6 P3 O12,3.15e-06,,,,,,,,,,,nasicon,10.1016/j.physb.2011.11.006,1,data/database/obelix/processed/all-v1.csv,,,,partial occupancy corrected; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,,3.15e-06,exact,3.15e-06,1.0,-5.501689446210399,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.921222222222222,3.44,1.8836666666666666,2.0644,-1.5563333333333333,-1.3756,2.46,106.19444444444444,138.2,42.18333333333334,37.120000000000005,-101.07999999999998,-96.01666666666665,0.2685962373371925,0.3052339604438013,6570002904430.604,28978758058.690765,19652051197174.426,23557590474857.56,678.15367233382,19623072439115.734,0.16939461002857112,0.20031056907132236,0.0,0.2777777777777778,0.6666666666666666,0.05555555555555555,0.0,2.0,nasicon,-0.4750457871040361,2.8313281178852945,7.677777777777777,261.23833333333334,-16.264705806243303,13538.65722222222,5.466666666666667,80.52941176470588,50.43333333333334,0.8731726364245316,17485870331941.021,186101.23208064,20.87918147448822
x61,Li1.3Sc0.15Ti1.7Al0.15P3O12,,Li1.3 Sc0.15 Ti1.7 Al0.15 P3 O12,0.00124,,,,,,,,,,,nasicon,10.1016/j.ssi.2012.03.045,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,,0.00124,exact,0.00124,1.0,-2.906578314837765,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8517759562841527,3.44,1.7313492063492064,1.9266999999999999,-1.7086507936507935,-1.5133,2.46,104.86612021857921,138.2,41.37301587301587,34.58,-103.61999999999999,-96.82698412698412,0.25021707670043414,0.29937059242413805,6483988568750.305,28978758058.690765,18779245351020.047,23629516892007.977,648.0348575665798,18750266592961.355,0.16338275869814162,0.2020104241078066,0.0,0.27322404371584696,0.6557377049180327,0.07103825136612021,0.0,1.9047619047619049,nasicon,-0.5115198003412117,2.811598367046002,9.817486338797814,257.9706557377049,-15.819859783087834,13306.140642076503,0.5634920634920635,79.63235294117648,38.650793650793645,0.8836841329652496,54251289455136.266,596198.42514219,18.84174011404879
czo,Li1.3Sc0.2Ti1.7Al0.1P3O12,,Li1.3 Sc0.2 Ti1.7 Al0.1 P3 O12,0.000429,,,,,,,,,,,nasicon,10.1016/j.ssi.2012.03.045,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,,0.000429,exact,0.000429,1.0,-3.3675427078152755,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.851092896174863,3.44,1.729365079365079,1.9242000000000001,-1.710634920634921,-1.5157999999999998,2.46,104.96038251366119,138.2,41.64682539682539,34.925,-103.27499999999999,-96.5531746031746,0.25271345875542695,0.3013518480233386,6481415254621.516,28978758058.690765,18771770486169.75,23620098562296.605,647.7769146680208,18742791728111.06,0.16316281296735996,0.20173329248702174,0.0,0.27322404371584696,0.6557377049180327,0.07103825136612021,0.0,1.9047619047619047,nasicon,-0.5155029946265905,2.8114254666581986,9.817486338797814,258.2025409836065,-15.753887569182627,13318.111953551912,0.5714285714285715,79.68823529411765,38.87301587301588,0.8802861522293415,55481133092245.52,603887.0061776398,18.86804059025176
f7p,Li1.3Y0.1Ti1.7Al0.2P3O12,,Li1.3 Y0.1 Ti1.7 Al0.2 P3 O12,0.00012,,,,,,,,,,,nasicon,10.1016/j.ssi.2012.05.011,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,,0.00012,exact,0.00012,1.0,-3.9208187539523753,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.851693989071038,3.44,1.7311111111111108,1.9264,-1.7088888888888891,-1.5136,2.46,104.85491803278687,138.2,41.34047619047618,34.539,-103.66099999999999,-96.85952380952381,0.24992040520984085,0.299135138860175,6486080900257.857,28978758058.690765,18785323075875.316,23637174825325.617,648.2445879091625,18756344317816.625,0.16350928509141233,0.2021698473633277,0.0,0.27322404371584696,0.6557377049180327,0.07103825136612021,0.0,1.9047619047619047,nasicon,-0.511188715074388,2.811738899601053,9.817486338797814,257.9430983606557,-15.837431492389868,13308.846051912566,0.7142857142857143,79.68235294117648,39.00000000000001,0.8802861522293415,60065624616559.805,587825.15077056,18.885717421323925
l8t,Li1.3Y0.2Ti1.7Al0.1P3O12,,Li1.3 Y0.2 Ti1.7 Al0.1 P3 O12,7.3e-05,,,,,,,,,,,nasicon,10.1016/j.ssi.2012.05.011,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,,7.3e-05,exact,7.3e-05,1.0,-4.136677139879544,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8495628415300547,3.44,1.724920634920635,1.9186,-1.715079365079365,-1.5213999999999999,2.46,105.12650273224043,138.2,42.129365079365066,35.533,-102.66699999999999,-96.07063492063492,0.25711287988422576,0.3048434520938138,6480453289379.041,28978758058.690765,18768976206179.707,23616577769509.15,647.6804895560688,18739997448121.016,0.1629759742923381,0.20149787575649417,0.0,0.27322404371584696,0.6557377049180327,0.07103825136612021,0.0,1.9047619047619047,nasicon,-0.52283071426566,2.8113608147538156,9.817486338797814,258.61119672131144,-15.657205327073994,13347.465396174863,0.888888888888889,79.9,40.01587301587302,0.8802861522293415,69321685718949.016,602848.70545764,19.00917825103095
3tt,Li1.3Y0.15Ti1.7Al0.15P3O12,,Li1.3 Y0.15 Ti1.7 Al0.15 P3 O12,1.9e-05,,,,,,,,,,,nasicon,10.1016/j.ssi.2012.05.011,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,,1.9e-05,exact,1.9e-05,1.0,-4.721246399047171,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8506284153005463,3.44,1.7280158730158732,1.9225,-1.7119841269841267,-1.5174999999999998,2.46,104.99071038251365,138.2,41.734920634920634,35.036,-103.16399999999999,-96.46507936507936,0.2535166425470333,0.3019892954769945,6483267094818.449,28978758058.690765,18777149641027.51,23626876297417.383,647.9625387326156,18748170882968.82,0.16324262969187525,0.20183386155991095,0.0,0.27322404371584696,0.6557377049180327,0.07103825136612021,0.0,1.9047619047619049,nasicon,-0.5170008803757339,2.811549898321218,9.817486338797814,258.2771475409836,-15.747213228991006,13328.155724043716,0.8015873015873015,79.79117647058825,39.507936507936506,0.8836841329652496,64755387488273.11,595411.84233219,18.947347277667845
ga9,LiCeB3H12Cl,,Li1 Ce1 B3 H12 Cl1,0.000103,,,,,,,,,,,argyrodites,10.1021/cm300792t,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,,0.000103,exact,0.000103,1.0,-3.987162775294828,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""B"", ""value"": 3.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""Ce"", ""value"": 3.0}, {""element"": ""H"", ""value"": -1.0}]",2.098888888888889,2.273846153846154,1.6440000000000001,1.81,-0.6298461538461537,-0.4638461538461538,2.18,114.6287037037037,143.15384615384616,40.46333333333333,33.704166666666666,-109.4496794871795,-102.69051282051282,0.2354401755328676,0.2826562779867455,88550494385149.33,13361659459.31295,318747039471943.4,398402710637739.5,23855.3482404298,318733677812484.06,0.3080992163514634,0.3814203167356256,0.05555555555555555,0.2222222222222222,0.6666666666666666,0.05555555555555555,0.07631819786171302,2.6,argyrodites,-0.17802996955042089,4.37758576077309,7.952991452991453,249.8905740740741,-31.63886652672991,15903.965756172838,4.2,53.0,40.2,0.5623351446188083,45144231649816.734,307680.1875,2.6710842417598313
kmv,Li4SnS4,,Li4 Sn1 S4,7e-05,,,,,,,,,,,chalcogenidotetrelates,10.1021/cm3011315,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,,7e-05,exact,7e-05,1.0,-4.154901959985743,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""S"", ""value"": -2.0}]",1.7999999999999998,2.58,1.176,1.96,-1.4040000000000001,-0.6200000000000001,1.6,119.44444444444444,184.0,67.8,69.0,-115.0,-116.2,0.375,0.3684782608695652,112468086555.92688,12278644599.949677,192619640120.70865,465678965568.46185,15.687369933445105,180340995520.75897,0.023446054750402578,0.057971014492753624,0.0,0.1111111111111111,0.4444444444444444,0.4444444444444444,0.0,0.8,chalcogenidotetrelates,-0.5173434782608696,1.195550138033321,81.77777777777777,191.11111111111111,-2.7244315619967794,17601.11111111111,4.0,110.80000000000001,27.2,0.0,0.0,0.0,18.78499839005281
trv1_0002,Li3Br0.5Cl0.5O1,,Li3 Br0.5 Cl0.5 O1,0.00194,,,,,,,,,,,antiperovskite,10.1021/ja308741y,1,data/database/obelix/processed/all-v1.csv,,,,混合卤素固溶体；系列最高值; synthesis_method=unknow; measured_temperature=RT; amorphous=否; source_year=2012,,,,,,0.00194,exact,0.00194,1.0,-2.712198270069774,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""O"", ""value"": -2.0}]",1.888,3.25,0.98,,-2.27,,2.46,105.84,163.35,67.5,,,-95.85,,0.4132231404958678,81561537015.2465,17371629399.960743,124354808758.77034,,7.158499982681611,106983179358.8096,0.014814814814814815,,0.2,0.0,0.2,0.6,0.15734964199378335,0.6666666666666666,antiperovskite,-0.9380165289256198,0.8548220282446077,98.00999999999999,260.3664,-1.42,13671.298,0.0,84.75,9.0,0.0,0.0,0.0,12.328099106138195
j5g,Li6La3Y0.5Nb1.5O12,,Li6 La3 Y0.5 Nb1.5 O12,0.000188,,,,,,,,,,,garnet,10.1021/jp304737x,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,,0.000188,exact,0.000188,1.0,-3.72584215073632,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.324782608695652,3.44,1.1081818181818182,1.262,-2.331818181818182,-2.178,2.46,111.47391304347825,138.2,82.31818181818181,100.1,-38.099999999999994,-55.881818181818176,0.7243125904486252,0.5956453098276543,107407150186.7541,28978758058.690765,192965396144.6414,275298101007.68665,6.658856661621868,163986638085.95062,0.02707459390502183,0.04178632881327025,0.0,0.21739130434782608,0.5217391304347826,0.2608695652173913,0.0,1.0909090909090908,garnet,-1.3889365633708486,0.8233996663812561,36.052173913043475,274.2258260869565,-1.5129775339469924,13464.64688405797,8.136363636363637,90.88235294117646,59.77272727272727,0.8979457248567798,13263168450550.332,485531.01,19.857903576284087
dvb,Li5.2La3Y0.1Nb1.9O12,,Li5.2 La3 Y0.1 Nb1.9 O12,6.39e-05,,,,,,,,,,,garnet,10.1021/jp304737x,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,,6.39e-05,exact,6.39e-05,1.0,-4.1944991418416,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.38009009009009,3.44,1.133137254901961,1.2924,-2.306862745098039,-2.1475999999999997,2.46,112.47837837837838,138.2,82.21764705882353,97.524,-40.67599999999999,-55.98235294117646,0.705672937771346,0.5949178513663064,117754882644.46901,28978758058.690765,222197382157.14932,323953658491.4634,7.667595060738362,193218624098.45856,0.02988575650134515,0.04555953585533668,0.0,0.22522522522522523,0.5405405405405406,0.23423423423423426,0.0,1.1764705882352942,garnet,-1.3723938277107046,0.8846591689516472,32.37117117117117,276.6968108108108,-1.6730749683723631,13693.01542042042,8.892156862745098,90.2235294117647,63.009803921568626,0.7524177643476055,15429997157737.092,564009.0516,20.64090215582659
cti,Li5.4La3Y0.2Nb1.8O12,,Li5.4 La3 Y0.2 Nb1.8 O12,6.74e-05,,,,,,,,,,,garnet,10.1021/jp304737x,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,,6.74e-05,exact,6.74e-05,1.0,-4.17134010346468,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.3658928571428572,3.44,1.1265384615384617,1.2848000000000002,-2.3134615384615382,-2.1552,2.46,112.22053571428572,138.2,82.24423076923075,98.16799999999999,-40.032,-55.955769230769235,0.7103328509406657,0.5951102081709896,115098656678.76096,28978758058.690765,214467770471.14963,311789769120.51917,7.40086134943352,185489012412.45886,0.029142420237894262,0.04461623409482007,0.0,0.22321428571428573,0.5357142857142857,0.2410714285714286,0.0,1.1538461538461537,garnet,-1.376764577749424,0.8692822680467207,33.31607142857143,276.06251785714284,-1.6306865416577103,13634.394032738093,8.692307692307692,90.38823529411766,62.15384615384614,0.8030448563658358,14922422591207.016,545474.8224,20.43701140935167
2d1,Li5.5La3Y0.25Nb1.75O12,,Li5.5 La3 Y0.25 Nb1.75 O12,9.18e-05,,,,,,,,,,,garnet,10.1021/jp304737x,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,,9.18e-05,exact,9.18e-05,1.0,-4.037157318798758,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.358888888888889,3.44,1.1233333333333333,1.2810000000000001,-2.3166666666666664,-2.159,2.46,112.09333333333333,138.2,82.25714285714285,98.49,-39.709999999999994,-55.942857142857136,0.7126628075253256,0.5952036386189787,113788251869.01161,28978758058.690765,210713387652.23544,305707824435.04706,7.271304975371167,181734629593.54468,0.028781371195646693,0.04414458321456177,0.0,0.2222222222222222,0.5333333333333333,0.24444444444444444,0.0,1.1428571428571428,garnet,-1.3788884294673005,0.8616123603422787,33.78222222222222,275.7496,-1.6101121371736062,13605.474148148147,8.595238095238095,90.47058823529412,61.738095238095234,0.8237197315118312,14660102155375.324,535936.3875,20.337168429910673
3rh,Li6.5La3Y0.75Nb1.25O12,,Li6.5 La3 Y0.75 Nb1.25 O12,0.00027,,,,,,,,,,,garnet,10.1021/jp304737x,1,data/database/obelix/processed/all-v1.csv,,,,duplicate with line 550; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,,0.00027,exact,0.00027,1.0,-3.5686362358410126,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.292127659574468,3.44,1.0943478260869566,1.2429999999999999,-2.3456521739130434,-2.197,2.46,110.88085106382978,138.2,82.37391304347825,101.71,-36.489999999999995,-55.826086956521735,0.7359623733719247,0.5960485748442711,101297584746.29477,28978758058.690765,176760708246.4033,244888377580.32617,6.099664722981203,147781950187.71252,0.025516232030973036,0.03942807441197872,0.0,0.2127659574468085,0.5106382978723404,0.2765957446808511,0.0,1.0434782608695652,garnet,-1.398122635341236,0.7853059640335696,38.225531914893615,272.76689361702125,-1.424471388163886,13329.812269503544,7.717391304347826,91.29411764705883,57.978260869565226,0.9376369622724492,11724015536281.12,430603.6275,19.40962017752769
a6v,Li5.4La3Y0.75Nb1.8O12,,Li5.4 La3 Y0.75 Nb1.8 O12,2.51e-05,,,,,,,,,,,garnet,10.1021/jp304737x,1,data/database/obelix/processed/all-v1.csv,,,,wrong composition;  may duplicate with 548; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,,2.51e-05,exact,2.51e-05,1.0,-4.600326278518962,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.3384313725490196,3.44,1.1312328767123287,1.2783783783783786,-2.308767123287671,-2.161621621621621,2.46,111.83061002178647,138.2,82.93264840182647,97.9481981981982,-40.25180180180179,-55.26735159817352,0.7087423892778452,0.6000915224444753,115453022243.45416,28978758058.690765,210219339158.2634,293763206573.9863,7.254256332604232,181240581099.57263,0.029249098352680764,0.04329326611925305,0.0,0.2418300653594771,0.522875816993464,0.23529411764705882,0.0,1.095890410958904,garnet,-1.38547157798345,0.8605928975180144,32.51764705882353,275.1033006535947,-1.6165202025871657,13528.2765885984,8.808219178082192,92.63247863247864,64.05479452054794,0.9681958901927021,13448513518711.943,491459.0357925493,21.169930910872242
v07,Li5.5La3Zr2Ga0.5O12,,Li5.5 La3 Zr2 Ga0.5 O12,0.0001,,,,,,,,,,,garnet,10.1039/c2dt31318a,1,data/database/obelix/processed/all-v1.csv,,,,appendix: diffraction data available; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,,0.0001,exact,0.0001,1.0,-4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ga"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",2.3276086956521738,3.44,1.114090909090909,1.2481818181818183,-2.325909090909091,-2.1918181818181814,2.46,111.73043478260868,138.2,82.85454545454546,98.2090909090909,-39.990909090909085,-55.34545454545453,0.7106301802394422,0.5995263781081438,97184484790.75801,28978758058.690765,171590732134.83133,218826655510.8923,5.921259005900395,142611974076.14056,0.026110905709693436,0.03740699660457206,0.0,0.2391304347826087,0.5217391304347826,0.2391304347826087,0.0,1.0909090909090908,garnet,-1.3944438530815328,0.7724140582738845,33.04782608695652,274.8568695652174,-1.4451199450964871,13494.025362318838,8.363636363636363,92.31428571428572,64.86363636363636,0.9164648855394713,38581108100742.695,322799.79571074375,20.866058971081838
kji,Li6.4La3Zr1.4Ta0.6O12,,Li6.4 La3 Zr1.4 Ta0.6 O12,0.001,,,,,,,,,,,garnet,10.1039/c2jm31413d,1,data/database/obelix/processed/all-v1.csv,,,,close match: Yes；close match DOI: 10.2109/jcersj2.19022; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,,0.001,exact,0.001,1.0,-3.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.2911965811965813,3.44,1.0819298245614035,1.2124,-2.3580701754385966,-2.2276,2.46,111.02136752136751,138.2,82.41228070175437,101.49999999999999,-36.7,-55.78771929824562,0.7344428364688856,0.5963261989996699,91821216130.61942,28978758058.690765,157971171995.80746,201000116939.21494,5.451274746690937,128992413937.1167,0.025064858812322725,0.03818491512913285,0.0,0.2136752136752137,0.5128205128205129,0.27350427350427353,0.0,1.0526315789473684,garnet,-1.406179024693783,0.7364980712158878,37.7982905982906,273.1125641025641,-1.3983113076720184,13341.20868945869,8.210526315789476,90.96470588235294,62.807017543859665,0.9173573878312139,374554946717.8266,508851.4464000001,19.837488189550402
v1q,Li6.8La3Zr1.8Ta0.2O12,,Li6.8 La3 Zr1.8 Ta0.2 O12,0.00073,,,,,,,,,,,garnet,10.1149/2.024205esl,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,,0.00073,exact,0.00073,1.0,-3.136677139879544,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.2663025210084036,3.44,1.0727118644067797,1.1988,-2.3672881355932205,-2.2412,2.46,110.44117647058823,138.2,82.21186440677965,102.22,-35.97999999999999,-55.988135593220335,0.7396526772793054,0.5948760087321249,88002754290.52878,28978758058.690765,148027157238.16068,180221551170.1315,5.108126336482773,119048399179.46991,0.02399937539430921,0.03649037778242159,0.0,0.21008403361344538,0.5042016806722689,0.2857142857142857,0.0,1.0169491525423728,garnet,-1.4082429176206082,0.7082616298910693,39.48571428571428,271.68529411764706,-1.3436802837291797,13215.797619047618,7.559322033898306,91.22352941176472,59.49152542372883,0.8030448563658358,149353437844.6761,313813.9296,19.267380051495987
