ID,True Composition,Z_by_element,χₐₗₗ,χ⁻,χ⁺(incl Li⁺),χ⁺(excl Li⁺),χ⁺(incl Li⁺) - χ⁻,χ⁺(excl Li⁺) - χ⁻,χₘₐₓ - χₘᵢₙ,rₐₗₗ (pm),r⁻ (pm),r⁺(incl Li⁺) (pm),r⁺(excl Li⁺) (pm),r⁺(excl Li⁺) - r⁻,r⁺(incl Li⁺) - r⁻,r⁺(excl Li⁺) / r⁻,r⁺(incl Li⁺) / r⁻,ρₐₗₗ (C m⁻³),ρ⁻ (C m⁻³),ρ⁺(incl Li⁺) (C m⁻³),ρ⁺(excl Li⁺) (C m⁻³),ρ⁺(incl Li⁺) / ρ⁻,ρ⁺(incl Li⁺) - ρ⁻,Φ⁺(incl Li⁺) (|Z| pm⁻¹),Φ⁺(excl Li⁺) (|Z| pm⁻¹),nₕₐₗᵢdₑ,nₕₒₛₜ cₐₜᵢₒₙ,nₐₙᵢₒₙ,n_Li,Ionic conductivity (S cm-1),conductivity_value,conductivity_qualifier,conductivity_used,sample_weight,log10_conductivity,r_ratio_x_chi_diff,log_rho_ratio,Li_channel_size,chi_range_x_r_avg,field_x_r_diff
ndx,Li12.0P2.4V1.6O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""V"", ""value"": 5.0}]",2.33325,3.44,1.2265,1.966,-2.2135,-1.4740000000000002,2.46,97.725,138.2,57.25,26.5,-111.7,-80.94999999999999,0.1917510853835022,0.4142547033285094,3121582229306.2183,28978758058.690765,6214185700553.746,24483678375938.67,214.439338220366,6185206942495.056,0.0674986968202414,0.2255503428365211,0.0,0.125,0.5,0.375,1e-10,1e-10,exact,1e-10,1.0,-10.0,-0.9169527858176555,2.3313044582823927,51.824999999999996,240.40349999999998,-5.4640195075985405
m0j,Li12.0P3.2V0.8O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""V"", ""value"": 5.0}]",2.34725,3.44,1.2545,2.078,-2.1855,-1.362,2.46,97.13125,138.2,56.0625,21.75,-116.45,-82.13749999999999,0.1573806078147612,0.4056620839363242,4023988501745.736,28978758058.690765,8018998245432.781,31702928555454.81,276.71987285279374,7990019487374.091,0.0760696098480292,0.2598339949476723,0.0,0.125,0.5,0.375,1e-10,1e-10,exact,1e-10,1.0,-10.0,-0.8865744844428366,2.4420403494567866,51.824999999999996,238.942875,-6.248167578892497
9lo,Li12.0P4.0O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",2.36125,3.44,1.2825,2.19,-2.1575,-1.25,2.46,96.5375,138.2,54.875,17.0,-121.2,-83.32499999999999,0.1230101302460202,0.3970694645441389,4926394774185.253,28978758058.690765,9823810790311.814,38922178734970.95,339.00040748522144,9794832032253.123,0.084640522875817,0.2941176470588235,0.0,0.125,0.5,0.375,1e-10,1e-10,exact,1e-10,1.0,-10.0,-0.8566773697539797,2.5302002202339873,51.824999999999996,237.48225,-7.05267156862745
dth,Li16.0Ge4.0O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}]",2.1877777777777774,3.44,1.186,2.01,-2.254,-1.4300000000000002,2.46,96.53333333333332,138.2,63.2,46.0,-92.2,-74.99999999999999,0.3328509406657019,0.4573082489146166,242777864007.0448,28978758058.690765,413817148765.728,1571666508793.5586,14.280016691109498,384838390707.0372,0.0292431561996779,0.0869565217391304,0.0,0.1111111111111111,0.4444444444444444,0.4444444444444444,1e-10,1e-10,exact,1e-10,1.0,-10.0,-1.0307727930535457,1.1547287150628809,61.42222222222222,237.47199999999995,-2.193236714975842
45e,Li8.0Mg4.0Br16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Mg"", ""value"": 2.0}, {""element"": ""Br"", ""value"": -1.0}]",2.1585714285714284,2.96,1.09,1.31,-1.87,-1.65,1.98,141.57142857142858,196.0,69.0,72.0,-124.0,-127.0,0.3673469387755102,0.3520408163265306,67708187541.06086,5079321332.016004,151213342486.454,204930409941.8213,29.770383207166933,146134021154.43802,0.0191358024691358,0.0277777777777777,0.5714285714285714,0.1428571428571428,0.0,0.2857142857142857,7.8e-10,7.8e-10,exact,7.8e-10,1.0,-9.10790539730952,-0.6583163265306123,1.4737844249620389,56.0,280.3114285714286,-2.4302469135802465
85t,La4.56Li2.32Ti8.0O24.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.6278189300411525,3.44,1.3178494623655914,1.3802547770700635,-2.1221505376344085,-2.059745222929936,2.46,115.73786008230454,138.2,79.50860215053764,81.72675159235668,-56.47324840764331,-58.69139784946235,0.5913657857623493,0.5753155003656849,175445486318.74304,28978758058.690765,411682144802.6983,464755347001.8952,14.206341899432584,382703386744.0076,0.0455837488935851,0.0512671825769248,0.0,0.3230452674897119,0.617283950617284,0.0596707818930041,0.0016,0.0016,exact,0.0016,1.0,-2.795880017344075,-1.220906098410447,1.1524822624865467,8.246502057613165,284.71513580246915,-2.675373941783392
i9a,Li5.0Zn0.5P2.0S8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Zn"", ""value"": 2.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.9835483870967745,2.58,1.3473333333333335,2.082,-1.2326666666666666,-0.4980000000000002,1.6,121.10752688172045,184.0,54.02222222222223,27.066666666666663,-156.93333333333334,-129.97777777777776,0.1471014492753623,0.2935990338164251,5076751044754.039,12278644599.949677,10478854938251.736,31187855197237.668,853.4211453839688,10466576293651.787,0.0902881137786981,0.2412347117064647,0.0,0.1612903225806451,0.5161290322580645,0.3225806451612903,0.00084,0.00084,exact,0.00084,1.0,-3.0757207139381184,-0.36190974235104667,2.931163399256602,59.354838709677416,193.77204301075272,-11.735448388702336
dco,Li4.0Zn1.0P2.0S8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Zn"", ""value"": 2.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",2.039333333333333,2.58,1.4214285714285713,2.01,-1.1585714285714288,-0.5700000000000003,1.6,122.88888888888889,184.0,53.04761904761904,33.77777777777778,-150.22222222222223,-130.95238095238096,0.1835748792270531,0.2883022774327122,5246037793872.075,12278644599.949677,11227476821611.646,26031639505415.484,914.3905689442026,11215198177011.695,0.0967425033819908,0.2059794214715589,0.0,0.2,0.5333333333333333,0.2666666666666666,0.00013,0.00013,exact,0.00013,1.0,-3.886056647693163,-0.33401878142561375,2.9611317380820923,49.066666666666656,196.62222222222223,-12.668661157165461
tqb,Li3.0Zn1.5P2.0S8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Zn"", ""value"": 2.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",2.0989655172413797,2.58,1.5069230769230766,1.9585714285714284,-1.0730769230769237,-0.6214285714285717,1.6,124.79310344827586,184.0,51.92307692307692,38.57142857142857,-145.42857142857144,-132.0769230769231,0.2096273291925465,0.282190635451505,5426999491205.146,12278644599.949677,12091271302411.545,22348628296971.062,984.7399038213956,12078992657811.594,0.1041898760011747,0.180797071303769,0.0,0.2413793103448276,0.5517241379310345,0.2068965517241379,1.65e-05,1.65e-05,exact,1.65e-05,1.0,-4.782516055786093,-0.3028122588114229,2.9933215368412873,38.068965517241374,199.6689655172414,-13.761078238001307
xz4,Li2.0Ce2.0Mo4.0O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ce"", ""value"": 3.0}, {""element"": ""Mo"", ""value"": 6.0}]",2.828333333333333,3.44,1.605,1.8133333333333332,-1.835,-1.6266666666666665,2.46,115.82638888888889,138.2,71.07916666666667,72.27222222222223,-65.92777777777776,-67.12083333333332,0.5229538511014633,0.5143210323203088,341639438981.89453,28978758058.690765,966960800828.302,1247829464851.4792,33.36791724717511,937982042769.6112,0.0701240204393293,0.0885604223141675,0.0,0.25,0.6666666666666666,0.0833333333333333,1.3e-08,1.3e-08,exact,1.3e-08,1.0,-7.886056647693163,-0.9437790943077666,1.5233290997837179,11.51666666666666,284.93291666666664,-4.706782688571481
hja,Li2.0Ce1.0Pr1.0Mo4.0O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ce"", ""value"": 3.0}, {""element"": ""Pr"", ""value"": 3.0}, {""element"": ""Mo"", ""value"": 6.0}]",2.82875,3.44,1.6062500000000002,1.815,-1.83375,-1.6249999999999998,2.46,115.53541666666666,138.2,70.20625,71.10833333333333,-67.09166666666665,-67.99374999999999,0.5145320791123975,0.5080047033285094,342248610912.4055,28978758058.690765,968788316619.8352,1250266152573.5232,33.43098122623976,939809558561.1444,0.0703281261079353,0.0888325632056421,0.0,0.25,0.6666666666666666,0.0833333333333333,1e-09,1e-09,exact,1e-09,1.0,-9.0,-0.9315536247286542,1.5241491236726634,11.51666666666666,284.217125,-4.781873024551426
3nb,Li2.0Ce1.0Sm1.0Mo4.0O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sm"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ce"", ""value"": 3.0}, {""element"": ""Mo"", ""value"": 6.0}]",2.830416666666667,3.44,1.61125,1.8216666666666663,-1.82875,-1.6183333333333334,2.46,115.48319444444444,138.2,70.04958333333333,70.89944444444444,-67.30055555555555,-68.15041666666666,0.5130205820871523,0.5068710805595755,342375003855.0877,28978758058.690765,969167495447.8816,1250771724344.2522,33.44406594254398,940188737389.1908,0.0703675367814078,0.0888851107702721,0.0,0.25,0.6666666666666666,0.0833333333333333,1.8e-10,1.8e-10,exact,1.8e-10,1.0,-9.744727494896694,-0.9269404885733238,1.5243190710716197,11.51666666666666,284.0886583333333,-4.795576951459933
qa9,Li6.0B2.0N4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""B"", ""value"": 3.0}, {""element"": ""N"", ""value"": -3.0}]",1.8433333333333333,3.04,1.245,2.04,-1.795,-1.0,2.06,83.41666666666667,146.0,52.125,6.0,-140.0,-93.875,0.0410958904109589,0.3570205479452055,88604403465032.03,36866897357.61785,132888171748869.23,531179622569200.6,3604.539065487983,132851304851511.6,0.1361111111111111,0.5,0.0,0.1666666666666666,0.3333333333333333,0.5,1.6e-10,1.6e-10,exact,1.6e-10,1.0,-9.795880017344075,-0.6408518835616438,3.5568497367076675,73.0,171.83833333333334,-12.777430555555554
1sz,Li0.66La1.12Ti1.94Al0.06O5.94F0.06,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""F"", ""value"": -1.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.6212065439672805,3.4454000000000007,1.3129629629629629,1.3833974358974357,-2.132437037037038,-2.062002564102565,3.0,115.20277777777775,138.12425,78.81948853615519,81.21399572649572,-56.910254273504265,-59.3047614638448,0.587977822333846,0.5706419295392026,178051257185.27972,28860561670.45888,414861884986.5827,476315304957.85065,14.374698930798266,386001323316.12384,0.045020459751123,0.0514101154107267,0.0061349693251533,0.3190184049079754,0.607361963190184,0.0674846625766871,0.000928,0.000928,exact,0.000928,1.0,-3.032452023781138,-1.2168579854356751,1.1575987574269035,9.321268404907972,345.60833333333323,-2.669927626532975
yh8,Li0.66La1.12Ti1.92Al0.08O5.92F0.08,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""F"", ""value"": -1.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.622453987730061,3.4472,1.3133333333333332,1.383846153846154,-2.133866666666667,-2.063353846153846,3.0,115.1581458759373,138.099,78.74409171075837,81.12264957264956,-56.976350427350425,-59.35490828924162,0.5874238739791713,0.5702003034834313,178986009651.698,28821162874.381588,417342909298.23193,479321161335.4258,14.480432698612503,388521746423.8504,0.0450138415626867,0.0514020972208903,0.0081799591002045,0.3190184049079755,0.6053169734151329,0.0674846625766871,0.000622,0.000622,exact,0.000622,1.0,-3.2062096153091812,-1.2167314209265114,1.1607815394724579,9.319564417177912,345.4744376278119,-2.6717924376997217
coh,Li0.66La1.12Ti1.9Al0.1O5.9F0.1,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""F"", ""value"": -1.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.623701431492843,3.449,1.3137037037037036,1.3842948717948715,-2.135296296296296,-2.0647051282051283,3.0,115.1135139740968,138.07375,78.66869488536155,81.03130341880342,-57.04244658119657,-59.40505511463845,0.5868697230197878,0.5697585159044464,179920762118.11624,28781764078.30429,419823933609.8812,482327017713.00085,14.586455940216142,391042169531.5769,0.0450072233742503,0.0513940790310539,0.0102249488752556,0.3190184049079755,0.6032719836400818,0.0674846625766871,0.000176,0.000176,exact,0.000176,1.0,-3.75448733218585,-1.2166032487940386,1.1639497845200826,9.31786042944785,345.3405419222904,-2.673656585104183
1pw,Li0.66La1.12Ti1.88Al0.12O5.88F0.12,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""F"", ""value"": -1.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.624948875255624,3.4508,1.314074074074074,1.3847435897435898,-2.136725925925925,-2.06605641025641,3.0,115.06888207225632,138.04849999999996,78.59329805996472,80.93995726495726,-57.108542735042704,-59.45520194003524,0.5863153693445222,0.569316566713617,180855514584.5345,28742365282.22699,422304957921.5304,485332874090.5759,14.692769846003772,393562592639.3034,0.0450006051858139,0.0513860608412176,0.0122699386503067,0.3190184049079755,0.6012269938650308,0.0674846625766871,0.000106,0.000106,exact,0.000106,1.0,-3.9746941347352296,-1.2164734681561218,1.167103675670542,9.316156441717787,345.20664621676895,-2.675520068746362
my5,Li0.66La1.12Ti1.84Al0.16O5.84F0.16,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""F"", ""value"": -1.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.627443762781186,3.4544,1.3148148148148149,1.3856410256410256,-2.1395851851851853,-2.0687589743589747,3.0,114.97961826857532,137.998,78.44250440917108,80.75726495726497,-57.24073504273503,-59.55549559082891,0.5852060534012448,0.5684321831415752,182725019517.37097,28663567690.072403,427267006544.829,491344586845.726,14.906274444433953,398603438854.7566,0.0449873688089412,0.0513700244615448,0.0163599182004089,0.3190184049079754,0.5971370143149284,0.0674846625766871,0.000494,0.000494,exact,0.000494,1.0,-3.306273051076353,-1.2162090778321863,1.1733691129096637,9.312748466257666,344.93885480572595,-2.6792450447438916
hta,La1.13Li0.61Ti2.0O6.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.624312114989733,3.44,1.3157219251336898,1.3811501597444091,-2.12427807486631,-2.058849840255591,2.46,115.58596851471592,138.2,79.30677361853833,81.60777422790201,-56.592225772097976,-58.89322638146166,0.5905048786389437,0.5738550913063556,175398289976.91638,28978758058.690765,410295934765.5137,466022480089.51154,14.158506514825104,381317176706.8229,0.0453913954149671,0.0513504095255399,0.0,0.3213552361396303,0.6160164271047228,0.0626283367556468,0.000957,0.000957,exact,0.000957,1.0,-3.0190880622231564,-1.2190277886124956,1.151017444979603,8.655236139630388,284.3414825462011,-2.6732457259440983
s3h,La1.0Li1.0Ti2.0O6.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.58,3.44,1.29,1.393333333333333,-2.15,-2.046666666666667,2.46,113.66666666666666,138.2,76.86666666666666,79.98888888888888,-58.21111111111111,-61.33333333333333,0.5787908023798038,0.5561987457790641,174801917001.59512,28978758058.690765,393536655415.95166,483263937635.01215,13.580176714920656,364557897357.26086,0.0430658418584753,0.0524828508730289,0.0,0.3,0.6,0.1,0.000925,0.000925,exact,0.000925,1.0,-3.0338582672609675,-1.1958273034249878,1.1329054213300183,13.82,279.61999999999995,-2.6413716339864846
2lu,La1.1Li0.72Ti2.0O6.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.610549898167006,3.44,1.3077486910994764,1.3838709677419354,-2.1322513089005235,-2.0561290322580645,2.46,115.03699932111338,138.2,78.65532286212915,81.24623655913979,-56.9537634408602,-59.54467713787084,0.5878888318316917,0.5691412652831342,175154184584.6529,28978758058.690765,404749095358.4154,469872929665.42975,13.967095985917542,375770337299.7246,0.0446693544638205,0.0516033120597186,0.0,0.3156822810590631,0.6109979633401221,0.0733197556008146,0.000688,0.000688,exact,0.000688,1.0,-3.162411561764489,-1.213552207849263,1.1451061177537483,10.132790224032577,282.9910183299389,-2.659822289505301
bd5,La1.08Li0.78Ti2.0O6.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.60369168356998,3.44,1.3037305699481865,1.385714285714286,-2.136269430051813,-2.0542857142857143,2.46,114.73975659229208,138.2,78.27305699481865,81.00129870129871,-57.19870129870128,-59.92694300518134,0.5861164884319733,0.5663752315109888,175062122447.79498,28978758058.690765,402134709581.1176,472481567581.5822,13.876878669771596,373155951522.4269,0.0443060828983096,0.0517746507895842,0.0,0.3123732251521298,0.6085192697768763,0.0791075050709939,0.000651,0.000651,exact,0.000651,1.0,-3.1864190114318083,-1.2099300930154435,1.1422917911232982,10.932657200811356,282.2598012170385,-2.655128104629839
ukw,La1.04Li0.9Ti2.0O6.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.590140845070423,3.44,1.2959390862944162,1.3894736842105264,-2.144060913705584,-2.0505263157894733,2.46,114.15244802146208,138.2,77.53181049069373,80.5017543859649,-57.69824561403509,-60.66818950930626,0.5825018407088633,0.5610116533335292,174880221002.33328,28978758058.690765,397065189952.04266,477801815963.2088,13.701939508513972,368086431893.3519,0.0436016679844762,0.0521240916202312,0.0,0.3058350100603622,0.6036217303822938,0.090543259557344,0.000501,0.000501,exact,0.000501,1.0,-3.300162274132754,-1.202843158045767,1.1367820458591364,12.51307847082494,280.8150221327967,-2.6452342562040534
5h8,La1.16Li0.54Ti2.0O6.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.6314639175257737,3.44,1.3203243243243243,1.3784810126582276,-2.1196756756756754,-2.0615189873417723,2.46,115.94343642611685,138.2,79.8517117117117,81.96244725738396,-56.23755274261603,-58.34828828828829,0.5930712536713746,0.577798203413254,175434926647.35983,28978758058.690765,412931416250.607,462245140315.6677,14.24945180239594,383952658191.91626,0.0458062962823654,0.0511023089382127,0.0,0.3257731958762887,0.6185567010309279,0.0556701030927835,0.000599,0.000599,exact,0.000599,1.0,-3.2225731776106885,-1.2247447972241805,1.1537981567112654,7.693608247422679,285.22085360824747,-2.6727189809022045
vwy,La1.12Li0.66Ti2.0O6.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.6174642126789363,3.44,1.3118518518518518,1.382051282051282,-2.1281481481481483,-2.057948717948718,2.46,115.33667348329922,138.2,79.04567901234569,81.48803418803419,-56.7119658119658,-59.1543209876543,0.5896384528801317,0.5719658394525737,175246999786.02496,28978758058.690765,407418812051.6349,467297735825.1255,14.059222663251765,378440053992.9441,0.0450403143164321,0.0514341699802358,0.0,0.3190184049079754,0.6134969325153373,0.0674846625766871,0.000668,0.000668,exact,0.000668,1.0,-3.175223537524454,-1.217228042034996,1.1479613091338083,9.326380368098157,283.72821676891607,-2.664329210459066
il5,Nd0.5Li0.5Ta2.0O6.0,"[{""element"": ""Nd"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.744444444444445,3.44,1.3533333333333335,1.428,-2.0866666666666664,-2.012,2.46,117.37777777777777,138.2,75.73333333333333,77.38,-60.81999999999999,-62.466666666666654,0.5599131693198264,0.5479980704293296,160256387574.08972,28978758058.690765,422811646604.8876,482503014174.1112,14.59039913817445,393832888546.1969,0.0552868808223547,0.0633812940238627,0.0,0.2777777777777778,0.6666666666666666,0.0555555555555555,1.31e-08,1.31e-08,exact,1.31e-08,1.0,-7.882728704344236,-1.1434893069625343,1.164067172711522,7.677777777777769,288.7493333333333,-3.4535871553697564
r1m,Sm0.5Li0.5Ta2.0O6.0,"[{""element"": ""Sm"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.746111111111111,3.44,1.3583333333333334,1.434,-2.0816666666666666,-2.006,2.46,117.24888888888889,138.2,75.34666666666666,76.916,-61.28399999999999,-62.853333333333325,0.5565557163531114,0.5452001929570671,160562396312.11823,28978758058.690765,423729672818.97314,483604645631.0138,14.622078418985112,394750914760.2824,0.0553832141596189,0.0634968940285797,0.0,0.2777777777777778,0.6666666666666666,0.0555555555555555,4.32e-10,4.32e-10,exact,4.32e-10,1.0,-9.364516253185087,-1.1349250683389613,1.165009108719044,7.677777777777769,288.43226666666664,-3.4810196206459127
nua,Li2.0La2.0Ti2.0O8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.4828571428571427,3.44,1.2066666666666668,1.32,-2.2333333333333334,-2.12,2.46,114.25238095238096,138.2,82.32222222222221,89.73333333333332,-48.46666666666667,-55.87777777777778,0.6493005306319344,0.5956745457469046,142748156105.00452,28978758058.690765,294440686833.42285,379483625870.7491,10.160569553639643,265461928774.7321,0.0353825549848542,0.0456664250698739,0.0,0.2857142857142857,0.5714285714285714,0.1428571428571428,1e-10,1e-10,exact,1e-10,1.0,-10.0,-1.3303398188347537,1.0069180531319522,19.742857142857133,281.0608571428572,-1.9770985446536866
7e5,La2.6Li0.2Mg2.0W2.0O12.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""Mg"", ""value"": 2.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""W"", ""value"": 6.0}]",2.6785106382978725,3.44,1.3347058823529412,1.3454545454545457,-2.105294117647059,-2.0945454545454543,2.46,118.46879432624112,138.2,83.64901960784312,84.13838383838383,-54.06161616161616,-54.55098039215687,0.6088160914499554,0.6052751057007462,235074313549.39832,28978758058.690765,598772352650.6469,613148641859.4917,20.662457357142475,569793594591.956,0.0528495911886236,0.0540021601696481,0.0,0.351063829787234,0.6382978723404255,0.0106382978723404,1.8e-07,1.8e-07,exact,1.8e-07,1.0,-6.7447274948966935,-1.2742821195899827,1.3151819702902443,1.470212765957443,291.4332340425532,-2.8829970126641125
sib,La2.52Li0.44Mg2.0W2.0O12.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""Mg"", ""value"": 2.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""W"", ""value"": 6.0}]",2.6636708860759493,3.44,1.3251724137931036,1.3484662576687116,-2.1148275862068964,-2.091533742331288,2.46,117.82151898734176,138.2,82.68620689655172,83.71104294478529,-54.4889570552147,-55.513793103448265,0.6057238997451903,0.5983082988173063,234377153670.07156,28978758058.690765,588512318517.2798,619835831445.7682,20.308403739227334,559533560458.589,0.0518556614691614,0.0543553505071848,0.0,0.3438818565400843,0.6329113924050632,0.0232067510548523,6.8e-06,6.8e-06,exact,6.8e-06,1.0,-5.167491087293763,-1.2653188953953582,1.3076757887672146,3.2071729957805877,289.84093670886074,-2.87870446204148
r99,La2.48Li0.56Mg2.0W2.0O12.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""Mg"", ""value"": 2.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""W"", ""value"": 6.0}]",2.6563445378151265,3.44,1.320568181818182,1.35,-2.119431818181818,-2.09,2.46,117.50196078431374,138.2,82.22121212121213,83.49341563786008,-54.70658436213991,-55.978787878787855,0.6041491724881338,0.594943647765645,234032967595.19385,28978758058.690765,583557188396.0513,623241344661.0015,20.137411935120586,554578430337.3605,0.0513756385932848,0.0545352159568563,0.0,0.3403361344537815,0.6302521008403361,0.0294117647058823,1.2e-05,1.2e-05,exact,1.2e-05,1.0,-4.920818753952375,-1.260942497099664,1.3040036541758873,4.064705882352934,289.0548235294118,-2.8759459749507568
d7f,Li12.0Bi4.0O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Bi"", ""value"": 5.0}]",2.325,3.44,1.21,1.9,-2.23,-1.54,2.46,103.9125,138.2,69.625,76.0,-62.19999999999999,-68.57499999999999,0.5499276410998554,0.5037988422575977,115574345438.09616,28978758058.690765,202169932817.50156,435615304993.695,6.976487136130753,173191174758.81076,0.0275584795321637,0.0657894736842105,0.0,0.125,0.5,0.375,4.1e-10,4.1e-10,exact,4.1e-10,1.0,-9.387216143280265,-1.123471418234443,0.8436367977770336,51.824999999999996,255.62474999999998,-1.8898227339181253
52b,Li20.1Ge2.1P3.9S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8838323353293407,2.58,1.2436781609195402,2.127,-1.33632183908046,-0.4529999999999998,1.6,118.4760479041916,184.0,58.22413793103448,27.15,-156.85,-125.77586206896552,0.1475543478260869,0.316435532233883,3151521274676.711,12278644599.949677,6038181164402.469,25849499455808.86,491.76284200189457,6025902519802.52,0.0623542259371403,0.2216112531969309,0.0,0.1197604790419161,0.4790419161676646,0.4011976047904191,0.0122,0.0122,exact,0.0122,1.0,-1.9136401693252518,-0.4228597123851867,2.6917557100000913,73.82035928143712,189.5616766467066,-7.842656520886871
