ID,True Composition,Z_by_element,χₐₗₗ,χ⁻,χ⁺(incl Li⁺),χ⁺(excl Li⁺),χ⁺(incl Li⁺) - χ⁻,χ⁺(excl Li⁺) - χ⁻,χₘₐₓ - χₘᵢₙ,rₐₗₗ (pm),r⁻ (pm),r⁺(incl Li⁺) (pm),r⁺(excl Li⁺) (pm),r⁺(excl Li⁺) - r⁻,r⁺(incl Li⁺) - r⁻,r⁺(excl Li⁺) / r⁻,r⁺(incl Li⁺) / r⁻,ρₐₗₗ (C m⁻³),ρ⁻ (C m⁻³),ρ⁺(incl Li⁺) (C m⁻³),ρ⁺(excl Li⁺) (C m⁻³),ρ⁺(incl Li⁺) / ρ⁻,ρ⁺(incl Li⁺) - ρ⁻,Φ⁺(incl Li⁺) (|Z| pm⁻¹),Φ⁺(excl Li⁺) (|Z| pm⁻¹),nₕₐₗᵢdₑ,nₕₒₛₜ cₐₜᵢₒₙ,nₐₙᵢₒₙ,n_Li,Ionic conductivity (S cm-1),conductivity_value,conductivity_qualifier,conductivity_used,sample_weight,log10_conductivity,r_ratio_x_chi_diff,log_rho_ratio,Li_channel_size,chi_range_x_r_avg,field_x_r_diff
bnh,Li24.4P3.8Si0.4S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.833346007604563,2.643333333333333,1.1536363636363636,2.162380952380952,-1.4896969696969695,-0.480952380952381,1.98,117.6577946768061,186.0,60.30769230769232,18.52380952380952,-167.47619047619048,-125.69230769230768,0.0995903737839221,0.3242349048800662,2906980633397.8047,11078757388.627398,5337108081797.113,35620722334686.53,481.7424819931321,5326029324408.486,0.053413055552093,0.2776504541210424,0.0760456273764258,0.0798479087452471,0.3802281368821293,0.4638783269961977,0.000799,0.000799,exact,0.000799,1.0,-3.097453220686009,-0.48301175526981976,2.6828149458404655,86.28136882129277,232.96243346007608,-6.713610213239996
vj7,Li25.0P3.0Si1.0S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.819056603773585,2.643333333333333,1.1368965517241378,2.1175,-1.5064367816091953,-0.5258333333333329,1.98,117.6509433962264,186.0,61.08620689655172,21.0,-165.0,-124.91379310344828,0.1129032258064516,0.3284204671857619,2347135530814.9766,11078757388.627398,4280423895029.8857,30255855684224.355,386.36317638148125,4269345137641.258,0.04737708388824,0.2508912655971479,0.0754716981132075,0.0754716981132075,0.3773584905660377,0.4716981132075472,0.00141,0.00141,exact,0.00141,1.0,-2.85078088734462,-0.4947446716019075,2.5869957278459363,87.73584905660377,232.94886792452826,-5.918051254660325
24k,Li28.0Ge12.0P4.0S48.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",2.0017391304347827,2.58,1.3709090909090909,2.055,-1.2090909090909092,-0.5250000000000004,1.6,123.28260869565216,184.0,57.04545454545455,38.75,-145.25,-126.95454545454544,0.2105978260869565,0.3100296442687747,1941521985124.453,12278644599.949677,4046151083878.456,10909294565337.906,329.5275020742142,4033872439278.5054,0.0598809923618107,0.1387468030690537,0.0,0.1739130434782608,0.5217391304347826,0.3043478260869565,0.00011,0.00011,exact,0.00011,1.0,-3.958607314841775,-0.374854024434064,2.5178916662764337,55.99999999999999,197.25217391304346,-7.602164166660785
d9l,Li24.0P4.0S18.0Se2.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}, {""element"": ""Se"", ""value"": -2.0}]",1.8396153846153849,2.640833333333333,1.1528571428571428,2.19,-1.4879761904761903,-0.4508333333333332,1.98,118.84615384615384,187.16666666666663,60.285714285714285,17.0,-170.16666666666666,-126.88095238095238,0.0908281389136242,0.3220964253911716,3056428289350.7666,10876695672.733557,5666901083931.938,38922178734970.95,521.0131141333773,5656024388259.205,0.0547152194211017,0.2941176470588235,0.0769230769230769,0.0769230769230769,0.3846153846153846,0.4615384615384615,0.00268,0.00268,exact,0.00268,1.0,-2.571865205971211,-0.479271812019554,2.7168486548236745,86.38461538461536,235.3153846153846,-6.942319149882166
t2c,Li24.0P4.0S16.4Se3.6Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}, {""element"": ""Se"", ""value"": -2.0}]",1.838692307692308,2.638833333333333,1.1528571428571428,2.19,-1.48597619047619,-0.448833333333333,1.98,119.27692307692308,188.1,60.285714285714285,17.0,-171.1,-127.81428571428572,0.0903774587985114,0.3204982152350573,3056353681947.976,10715046300.01848,5666901083931.938,38922178734970.95,528.8732241802973,5656186037631.92,0.0547152194211017,0.2941176470588235,0.0769230769230769,0.0769230769230769,0.3846153846153846,0.4615384615384615,0.00382,0.00382,exact,0.00382,1.0,-2.417936637088291,-0.4762527169294084,2.723351580093088,86.8153846153846,236.1683076923077,-6.993386688008527
dlj,Li24.0P4.0S16.0Se4.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}, {""element"": ""Se"", ""value"": -2.0}]",1.8384615384615384,2.6383333333333336,1.1528571428571428,2.19,-1.4854761904761908,-0.4483333333333337,1.98,119.3846153846154,188.3333333333333,60.285714285714285,17.0,-171.33333333333334,-128.0476190476191,0.0902654867256637,0.3201011378002528,3056335030097.278,10674633956.839712,5666901083931.938,38922178734970.95,530.8754479867578,5656226449975.099,0.0547152194211017,0.2941176470588235,0.0769230769230769,0.0769230769230769,0.3846153846153846,0.4615384615384615,0.00361,0.00361,exact,0.00361,1.0,-2.4424927980943423,-0.4755026187466137,2.724992640484434,86.92307692307689,236.3815384615385,-7.00615357254012
5qw,Li25.6P2.4Ge1.6S20.0I4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.787313432835821,2.5933333333333333,1.133783783783784,2.118,-1.4595495495495494,-0.4753333333333334,1.6800000000000002,119.44776119402984,190.0,62.24324324324324,28.6,-161.4,-127.75675675675676,0.1505263157894737,0.3275960170697012,1853942506833.3752,10830828501.851728,3348357381156.232,23981973844499.99,309.1506232033652,3337526552654.3804,0.0413605421278055,0.2112531969309463,0.0746268656716417,0.0746268656716417,0.3731343283582089,0.4776119402985074,0.0015,0.0015,exact,0.0015,1.0,-2.8239087409443187,-0.4781426191483089,2.4901701263112317,90.74626865671641,200.67223880597015,-5.284088719949638
znj,Li26.0P2.0Ge2.0S20.0I4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.7799999999999998,2.5933333333333333,1.129333333333333,2.1,-1.4640000000000002,-0.4933333333333336,1.6800000000000002,119.27777777777776,190.0,62.7,31.5,-158.5,-127.3,0.1657894736842105,0.33,1564460285172.2498,10830828501.851728,2807363850508.568,20246922621882.25,259.2012097715884,2796533022006.7163,0.0382444507593697,0.1905370843989769,0.074074074074074,0.074074074074074,0.3703703703703703,0.4814814814814814,0.00186,0.00186,exact,0.00186,1.0,-2.7304870557820835,-0.4831200000000001,2.4136370241889074,91.48148148148147,200.38666666666666,-4.868518581667763
xnb,Li20.0P4.0S16.0B8.0H32.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""B"", ""value"": 3.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}, {""element"": ""H"", ""value"": -1.0}]",1.9545,2.3266666666666667,1.39625,2.09,-0.9304166666666668,-0.2366666666666668,1.6,111.125,154.66666666666666,45.8125,9.666666666666666,-145.0,-108.85416666666666,0.0625,0.2962015086206896,55103190687872.31,13384653356.6845,137737899739645.77,367093807957790.8,10290.733429480812,137724515086289.06,0.1710239651416122,0.4313725490196078,0.0,0.15,0.6,0.25,0.0018,0.0018,exact,0.0018,1.0,-2.744727494896694,-0.2755908203125,4.0124463284092124,38.666666666666664,177.8,-18.616671205519243
ga9,Li8.0Ce8.0B24.0H96.0Cl8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""B"", ""value"": 3.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""Ce"", ""value"": 3.0}, {""element"": ""H"", ""value"": -1.0}]",2.098888888888889,2.273846153846154,1.644,1.81,-0.6298461538461537,-0.4638461538461538,2.18,114.6287037037037,143.15384615384616,40.46333333333333,33.704166666666666,-109.4496794871795,-102.69051282051282,0.2354401755328676,0.2826562779867455,88550494385149.33,13361659459.31295,318747039471943.4,398402710637739.5,23855.3482404298,318733677812484.06,0.3080992163514634,0.3814203167356256,0.0555555555555555,0.2222222222222222,0.6666666666666666,0.0555555555555555,0.000103,0.000103,exact,0.000103,1.0,-3.987162775294828,-0.17802996955042089,4.37758576077309,7.952991452991445,249.8905740740741,-31.63886652672991
